year,j_day,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,TS_DM_effluent,CH4_emissions
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,291,1094257.8905451628,2131523.182624432,1714866.3166283122,151245.2932617389,256700.85779870837,3191585.5140900584,1743973.513056353,4001354.738799395,226867.93989260844,1454638.1941926808,5699.990934180533,1032.2533399357278
2009,292,1117057.8358574822,2175935.5760973874,1753416.105682009,154260.05840896172,262469.6766679788,3258085.3545843232,1780310.9258978618,4091304.246591354,231390.08761344262,1487328.1677852133,5699.98632807985,1053.7578103582432
2009,293,1139855.1022909437,2220342.7513375673,1790501.646364951,157379.36564649327,267793.9301321588,3324577.381681919,1816644.0692761913,4177837.1748515526,236069.04846973997,1517498.9374155668,5699.316608365347,1075.2574644045467
2009,294,1162652.3503435964,2264749.890773464,1827599.1577604525,160355.83142576684,273439.9695784856,3391069.355168823,1852977.1833601065,4264398.034774389,240533.7471386503,1549493.1609447515,5699.3120131631995,1096.757069982825
2009,295,1185449.579212484,2309156.992840985,1864708.602186752,163332.3417237233,279078.4595992544,3457561.2727030786,1889310.266869896,4350986.738435755,244998.512585585,1581444.6043957751,5699.307217221908,1118.2566270168709
2009,296,1208246.7892963192,2353564.058316789,1901829.9811220837,166308.89662081073,284721.7251484961,3524053.1354475985,1925643.3204410088,4437603.289284861,249463.34493121615,1613423.109174811,5699.302520958836,1139.7561355066841
2009,297,1231043.9798344313,2397971.0857191533,1938963.2539115301,169285.49602696567,290350.5024840672,3590544.941183759,1961976.3428611248,4524247.592460236,253928.2440404485,1645319.5140763805,5699.297634528024,1161.2555956046797
2009,298,1253841.1508996652,2442378.0751899728,1976108.3832101785,172262.14003226082,295971.47651347134,3657036.6901240237,1998309.334246341,4610919.560823749,258393.21004839128,1677171.7002430041,5699.292766308436,1182.7550073108584
2009,299,1276638.3020972514,2486785.0259602712,2013265.3288425142,175238.82857272268,301599.3684111202,3723528.3811169835,2034642.293967494,4697619.1006325325,262858.24285908404,1709063.087663014,5699.287799396574,1204.254370549012
2009,300,1299435.4273051466,2531191.9261048166,2043392.7658915746,178289.63484719233,306231.05553937546,3790019.996306678,2070975.2122675767,4767916.453747006,267434.4522707885,1735309.3147231275,5699.281301973757,1225.7430542433608
2009,301,1322232.532831489,2575598.7879113387,2073531.9782998986,181324.282901377,311028.8588715886,3856511.5540918442,2107308.0992001854,4838241.282699763,271986.42435206554,1762496.8669390017,5699.276381585705,1247.231689850723
2009,302,1345029.6177259358,2620005.609528646,2103682.967587754,184358.97546601234,315813.9948198469,3923003.0517006465,2143640.95325071,4908593.591038091,276538.46319901856,1789612.6373124653,5699.271223611651,1268.7202774473055
2009,303,1367826.6823775494,2664412.391714602,2133845.735162983,187393.71261771568,320597.0110933029,3989494.4902678523,2179973.775039219,4978973.38204696,281090.56892657356,1816716.3961953828,5699.266162903377,1290.2088170331085
2009,304,1390623.7268410497,2708819.1345757954,2164020.282323936,190428.49442714546,325383.34875819774,4055985.8699530624,2216306.5646529226,5049380.658755849,285642.7416407182,1843838.9762964533,5699.261115875102,1311.6973087605477
2009,305,1413420.7507096343,2753225.837319809,2194206.5270861806,193463.32067746186,330146.5728993473,4122477.1895697676,2252639.3214434795,5119815.2298677545,290194.9810161929,1870830.5797629675,5699.255967146164,1333.185752477207
2009,306,1436217.753852374,2797632.4996916037,2224404.4292848473,196498.1913052706,334909.145382034,4188968.448736091,2288972.0452022203,5190277.001664642,294747.286957906,1897818.4904981921,5699.250785684875,1354.674148259295
2009,307,1459012.975861669,2842035.6925638765,2258415.470763875,199525.66771270937,339920.8889602502,4255454.512929868,2325301.9302795343,5269636.098449042,299288.5015690641,1926218.3707747506,5698.805502323773,1376.1617686571715
2009,308,1481808.1769788116,2886438.844739977,2292438.0396401896,202444.89491202767,345180.3920097095,4321940.516188201,2361631.7820599806,5349022.092493774,303667.3423680415,1956022.2213883535,5698.800279285644,1397.6493414253066
2009,309,1504603.3572038016,2930841.9562199055,2326472.136522294,205364.16581234132,350435.7213355849,4388426.458511088,2397961.6005435586,5428434.985218685,308046.248718512,1985802.4209016473,5698.795056247516,1419.1368665637006
2009,310,1527398.516536639,2975245.0270036617,2360517.7619322217,208283.48044206033,355688.1565788362,4454912.339898531,2434291.3857302684,5507874.777841849,312425.2206630906,2015566.2206134046,5698.789833209387,1440.6243440723526
2009,311,1550193.654977324,3019648.0570912464,2394574.9163082168,211202.83882503473,360942.994412328,4521398.1603505295,2470621.13762011,5587341.471385838,316804.25823755213,2045343.635003192,5698.78461017126,1462.111773951263
2009,312,1572988.7725258565,3064051.0464826585,2428643.6000076523,214122.24098071334,366190.085536206,4587883.9198670825,2506950.856213084,5666835.066684522,321183.36147107003,2075077.1513718339,5698.779387133131,1483.5991562004322
2009,313,1595783.8691822365,3108453.9951778986,2462723.8133099023,217041.68692430021,371421.1090126663,4654369.61844819,2543280.5415091896,5746355.564389771,325562.53038645035,2104719.617738442,5698.774164095002,1505.0864908198598
2009,314,1618579.072717256,3152857.152063822,2498318.506438542,220008.29767846692,376590.5993266668,4720855.628758664,2579610.3971431265,5829409.848356597,330012.4465177004,2134013.396184445,5698.8008837548505,1526.5713081323497
2009,315,1641374.255360123,3197260.268253573,2533924.738994331,222917.23097559955,382000.48798687046,4787341.578133693,2615940.219480196,5912491.057653438,334375.8464633993,2164669.4319255985,5698.7956607167225,1548.0560778150984
2009,316,1664169.4171108375,3241663.343747152,2569542.511047474,225826.20859911875,387410.27457438793,4853827.466573277,2652270.0085203964,5995599.192444105,338739.3128986781,2195324.889254865,5698.790437678594,1569.5407998681053
2009,317,1686964.5579967597,3286066.378597854,2605171.822599176,228735.23054909013,392812.2224087868,4920313.294157215,2688599.7643073346,6078734.252731409,343102.84582363523,2225935.926983125,5698.785221480464,1591.0254743675791
2009,318,1709759.6780178891,3330469.372805679,2640812.6735839695,231644.29682195093,398216.02051001915,4986799.0608855095,2724929.4868410095,6161896.2383625945,347466.4452329264,2256557.449556775,5698.780005282338,1612.5101013135181
2009,319,1732554.777201586,3374872.3264239216,2676465.0638719946,234553.40741063375,403621.67614785256,5053284.766837958,2761259.1761650266,6245085.149034652,351830.1111159507,2287189.4981711637,5698.774795924209,1633.994680782131
2009,320,1755349.85554785,3419275.239452582,2712128.9932712447,237462.56230468943,409012.8714591366,5119770.412014563,2797588.832279385,6328300.984299568,356193.8434570342,2317739.6049351064,5698.769586566081,1655.4792127734172
2009,321,1778146.8872401533,3463681.9574365476,2745251.1254185485,240344.95038464112,413916.3210870472,5186261.754450447,2833921.6015389934,6405585.959309945,360517.4255769617,2345525.8194932668,5699.257923075795,1676.9648642687923
2009,322,1800943.898149744,3508088.634937521,2778384.6034637718,243229.09169475175,418974.41509069083,5252753.036270086,2870254.3376761535,6482897.408082132,364843.63754212763,2374188.3521805806,5699.252727397667,1698.450468363048
2009,323,1823740.888303982,3552495.272008797,2811529.429817116,246113.27541618858,424047.4031831011,5319244.25755328,2906587.0407344704,6560235.336239935,369169.9131242829,2402935.2847042386,5699.24753855954,1719.9360251323928
2009,324,1846537.857702868,3596901.868650377,2844685.604146665,248997.50153088834,429104.3918693325,5385735.418300031,2942919.7107139444,6637599.743008884,373496.2522963325,2431591.553926217,5699.24234972141,1741.4215345768266
2009,325,1869334.806346401,3641308.424862259,2877853.1260680063,251881.77001793054,434168.3624105052,5452226.518510335,2979252.347614575,6714990.627492012,377822.6550268958,2460287.3869928624,5699.237160883282,1762.9069966963489
2009,326,1892131.7342345815,3685714.9406444444,2911031.995146271,254766.08085364877,439219.6956171665,5518717.558184195,3015584.951436363,6792407.9886746295,382149.1212804732,2488911.6084972764,5699.231972045154,1784.39241149096
