year,j_day,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,TS_DM_effluent,CH4_emissions
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2010,157,5519160.351212493,10750864.434132671,6878719.502605138,578207.4276245227,1029594.0923453609,16097551.024369758,8796161.80974491,16050345.50607867,867311.1414367842,5834366.523290379,5680.188799869087,5968.81438370685
2010,158,5541881.636606989,10795123.6046407,6905701.151081787,580286.0652908132,1033924.2123948504,16163821.440103704,8832373.858342387,16113302.68585752,870429.09793622,5858903.8702374855,5680.321348624054,5989.95104578555
2010,159,5564597.744554408,10839372.689913277,6931463.43321133,582353.4655935263,1037575.3047108619,16230076.75495034,8868577.655383585,16173414.677493118,873530.1983902897,5879593.39336155,5679.026986854482,6011.058777817747
2010,160,5587313.496718761,10883621.082150089,6957234.184001353,584395.5651371254,1041231.6396539492,16296331.03209637,8904780.885395523,16233546.429336505,876593.3477056883,5900312.624705711,5678.938041088275,6032.165502938353
2010,161,5610029.081094385,10927869.14754844,6983013.406487981,586437.7012356417,1044888.1565010318,16362584.819858607,8940983.847994173,16293697.948471969,879656.5518534628,5921032.88683918,5678.896093906074,6053.271744547827
2010,162,5632744.335626334,10972116.570438799,7008792.868895244,588479.8729223239,1048630.7308904086,16428837.64557679,8977186.284904467,16353850.02742225,882719.8093834859,5942240.808378982,5678.813632987105,6074.37796821533
2010,163,5655459.384365162,11016363.592461307,7034576.110858332,590522.0808329569,1052423.499559945,16495089.87106504,9013388.393831974,16414010.925336123,885783.1212494355,5963733.164173021,5678.762184707177,6095.484174022663
2010,164,5678173.8644099105,11060609.50671514,7060368.491041625,592564.3075882448,1056245.3960985485,16561340.437862221,9049589.596403291,16474193.145763807,888846.4613823672,5985390.577891775,5678.620011186955,6116.589292303867
2010,165,5700888.320389086,11104855.374091245,7087170.578549075,594642.9485541447,1060607.301709761,16627590.934468154,9085790.760620104,16536731.349947855,891964.4228312172,6010108.043021978,5678.613994794186,6137.6958170711705
2010,166,5723598.924368226,11149093.738092277,7113060.855508211,596707.3884216663,1064269.2228659333,16693830.196073977,9121985.785711858,16597141.99618584,895061.0826324996,6030858.9295736225,5677.650994784914,6158.77636653367
2010,167,5746308.811041712,11193330.704841672,7138959.770895069,598756.8932219058,1067977.9270245405,16760067.36553831,9158179.667597726,16657572.798755175,898135.3398328588,6051874.91980573,5677.471668371403,6179.8553821554815
2010,168,5769018.619150595,11237567.518553767,7166035.164039075,600854.9111297997,1072190.4256697837,16826304.305855885,9194373.424271258,16720748.71609119,901282.3666946996,6075745.745462107,5677.452027220736,6200.934758926981
2010,169,5791728.26420979,11281804.014658656,7193111.295413026,602952.9614188854,1076440.0645950958,16892540.77061187,9230566.92108435,16783926.35596374,904429.4421283281,6099827.032705543,5677.411264798791,6222.014120312526
2010,170,5814437.526358828,11326039.76488647,7220195.608407054,605051.0446588944,1080686.0259392716,16958776.118546568,9266759.80763438,16847123.08628314,907576.5669883416,6123887.480322538,5677.315537259536,6243.092492229759
2010,171,5837146.3861210095,11370274.731298221,7247429.133289565,607161.2784649023,1084972.8117937373,17025010.29285293,9302952.052880358,16910667.977675665,910741.9176973535,6148179.266831177,5677.214940545548,6264.169867272047
2010,172,5859855.330388393,11414509.862319063,7274795.41733131,609283.6351169255,1089282.41459007,17091244.7136328,9339144.4328065,16974522.640439738,913925.4526753883,6172600.349343728,5677.236066845853,6285.247689892294
2010,173,5882561.679574238,11458739.938337322,7300208.974885842,611326.8727206346,1092867.8515247083,17157471.56542485,9375332.67682144,17033820.941400312,916990.3090809521,6192917.825306678,5676.587296461142,6306.309183683636
2010,174,5905267.444663606,11502968.876584321,7325738.447278484,613348.0897863116,1096669.6891135466,17223696.71360217,9411519.989932619,17093389.710316475,920022.1346794675,6214461.571643429,5676.441272342032,6327.370206928988
2010,175,5927972.722620962,11547196.865938753,7351271.274695913,615369.3374152641,1100509.7135292597,17289920.440977793,9447706.526677156,17152966.30762381,923054.0061228962,6236221.709999137,5676.319489339067,6348.430270502002
2010,176,5950678.1641599815,11591425.173936635,7376936.525051474,617400.5221831359,1104461.8866449022,17356144.645466603,9483893.324129969,17212851.891786784,926100.7832747039,6258617.357654445,5676.360384754951,6369.490794417261
2010,177,5973383.293270517,11635652.873349864,7402604.115487327,619431.7379454602,1108456.4406298574,17422367.93870566,9520079.623649884,17272742.93613711,929147.6069181906,6281253.16356919,5676.282277633853,6390.550364016235
2010,178,5996088.333445886,11679880.3995248,7428398.07024972,621472.917496849,1112558.9331036455,17488590.972550485,9556265.781429378,17332928.830582693,932209.3762452737,6304500.620920656,5676.260043842113,6411.609460450587
2010,179,6018793.198217353,11724107.584027555,7454196.81273125,623514.1283117669,1116703.6641203288,17554813.4948006,9592451.659658905,17393125.89637293,935271.1924676505,6327987.430015193,5676.216192866946,6432.668542726093
2010,180,6041497.132379674,11768332.955781244,7479530.788451261,625499.0079956525,1120300.6471075607,17621033.302774034,9628636.054730106,17452238.506386288,938248.5119934789,6348370.3336095065,5675.983540580259,6453.714796865864
2010,181,6064200.493684275,11812557.211655831,7504856.530692374,627509.5926563296,1124048.0785071554,17687251.439912457,9664819.536809314,17511331.904948883,941264.3889844946,6369605.778207211,5675.8403261502635,6474.761035992742
2010,182,6086903.280202813,11856780.347895067,7530182.70260544,629520.2024981256,1127935.0628568667,17753467.900591526,9701002.102823235,17570426.306079373,944280.3037471886,6391632.022855576,5675.696629634544,6495.807260106726
2010,183,6109605.991554166,11901003.33771489,7555516.882968798,631530.8391797767,1131814.4852954925,17819684.142032973,9737184.549039453,17629539.393593878,947296.2587696654,6413615.416674454,5675.677837838218,6516.853469436437
2010,184,6132308.492899228,11945225.918459956,7580859.07686541,633541.5030081869,1135691.570680216,17885899.770956066,9773366.660558142,17688671.179352637,950312.2545122807,6435585.567187889,5675.6253362652615,6537.899243952529
2010,185,6155010.628651131,11989447.787060019,7606209.249883477,635552.1942635124,1139574.3705355215,17952114.333565786,9809548.18941274,17747821.583061457,953328.2913952689,6457588.099701285,5675.533937975884,6558.944214623231
2010,186,6177712.915026416,12033669.949061876,7631567.321559546,637562.9128423241,1143449.9966611264,18018329.335493702,9845729.95832335,17806990.416972287,956344.3692634864,6479549.9810797125,5675.5715938213325,6579.989171395564
2010,187,6200414.676179608,12077891.087974865,7652792.906762057,639543.808141819,1146625.1673969007,18084542.805523846,9881910.89016125,17856516.782444812,959315.7122127287,6497542.615249101,5675.440288298103,6601.028568672382
2010,188,6223116.226183246,12122111.81558612,7674026.676479805,641544.3095437132,1149805.613949877,18150755.659701124,9918091.485479549,17906062.24511956,962316.46431557,6515565.145715967,5675.387500909445,6622.067950936306
2010,189,6245817.588709051,12166332.178006176,7695268.597836657,643544.8322048783,1152976.72828415,18216967.967068054,9954271.78200505,17955626.728285547,965317.2483073176,6533534.79361018,5675.340631451328,6643.106928554033
2010,190,6268518.889184399,12210552.419557113,7716518.678974972,645545.3765684359,1156159.918505247,18283180.093454488,9990451.979637634,18005210.25094161,968318.0648526541,6551572.87152973,5675.325118836839,6664.1458914586265
2010,191,6291220.200093165,12254772.681431483,7737776.844364028,647545.9427687686,1159334.1066559847,18349392.250271723,10026632.193898482,18054812.63684941,971318.9141531532,6569559.937717242,5675.327727191736,6685.184839652028
2010,192,6313921.2887614835,12298992.510399979,7759043.0596954385,649546.5310612023,1162510.5360473131,18415603.758887652,10062812.053963615,18104433.805956036,974319.7965918035,6587559.704268105,5675.272167079592,6706.223773441021
2010,193,6336622.217570666,12343212.027976198,7780320.370283997,651547.1412528143,1165714.9137436936,18481814.801247768,10098991.659253249,18154080.863996007,977320.7118792216,6605717.844547594,5675.232202295553,6727.262692751359
2010,194,6359318.392968567,12387422.28630336,7803876.149412843,653510.3168234467,1169079.642884229,18548011.979491647,10135163.688793655,18209044.34862998,980265.4752351701,6624784.6430106275,5674.0438494754435,6748.2942469090995
2010,195,6382014.4649439175,12431632.343172014,7827440.028129093,655466.6044166043,1172528.0989164447,18614208.85608642,10171335.55350437,18264026.73230123,983199.9066249066,6644325.89385985,5674.0179938376905,6769.32552172614
2010,196,6404710.301320162,12475841.941113237,7851007.34104176,657422.9101489991,1176017.317841892,18680405.04551713,10207507.042729009,18319017.129097454,986134.3652234988,6664098.134437384,5673.959094060993,6790.356781507445
2010,197,6427405.653839449,12520050.596541435,7874577.864662944,659379.2337866882,1179635.1652132617,18746599.823698387,10243677.760806624,18374015.017546885,989068.8506800325,6684599.269541813,5673.838129821923,6811.388026331046
2010,198,6450100.862619415,12564258.971977409,7898156.243000004,661335.5772522879,1183257.436007504,18812794.182639956,10279848.249799695,18429031.233666696,992003.3658784319,6705125.470709184,5673.802194991455,6832.419256198792
2010,199,6472795.973400267,12608467.156519275,7921742.360595748,663291.9406508452,1186877.0317434513,18878988.255750768,10316018.582606677,18484065.50805676,994937.9109762678,6725636.513212888,5673.777695212788,6853.450471112532
2010,200,6495491.728226226,12652676.595607344,7945336.221900432,665248.323678401,1190496.959727467,18945184.207326487,10352189.941860551,18539117.851101026,997872.4855176014,6746149.438455643,5673.938706490077,6874.481671455169
2010,201,6518188.292240964,12696887.61092772,7968460.388854795,667147.8172205694,1193849.652225999,19011382.51903614,10388362.59075904,18593074.240661204,1000721.7258308539,6765148.029280657,5674.141003684628,6895.50893814984
2010,202,6540884.549159113,12741098.028049529,7991594.608474814,669145.7827598533,1197248.5530264764,19077579.935047407,10424534.75022234,18647054.08644125,1003718.6741397798,6784408.467150029,5674.064229537153,6916.535408287991
2010,203,6563580.798449183,12785308.430312477,8014736.919375161,671143.7668292256,1200645.7309538857,19143777.328810107,10460706.897528388,18701052.811875388,1006715.6502438382,6803659.142072016,5674.062322517244,6937.561864043681
2010,204,6586276.90606799,12829518.556611612,8037887.329598841,673141.7698714281,1204046.619466613,19209974.309364963,10496878.819045862,18755070.435730644,1009712.6548071421,6822930.843644138,5674.026904701825,6958.587953040371
2010,205,6608972.699319411,12873728.070549276,8061038.123871594,675139.7913090544,1207487.083075096,19276170.37301494,10533050.239540316,18809088.9557004,1012709.6869635815,6842426.804092208,5673.948312855414,6979.6136850512385
2010,206,6631669.022542354,12917938.6168273,8084196.762198692,677137.8331220222,1210923.08096887,19342367.98241519,10569222.50467688,18863125.778463632,1015706.7496830333,6861897.458823593,5674.080805735581,7000.639403313574
2010,207,6654365.487860544,12962149.439895023,8107363.171225947,679135.8951408662,1214354.827922891,19408566.00625991,10605394.996277746,18917180.73286056,1018703.8427112993,6881344.02489638,5674.11632954737,7021.6651077588
2010,208,6677061.537961973,13006359.454155099,8130866.6340463795,681088.0019370675,1217754.846160156,19474762.819055747,10641566.8261269,18972022.146108236,1021632.0029056013,6900610.7949075475,5674.012525357335,7042.686935260127
2010,209,6699757.479698686,13050569.257329736,8154378.261250825,683082.0345620913,1221158.1039123072,19540959.315787826,10677738.483269785,19026882.609585278,1024623.051843137,6919895.9221697375,5673.985434178184,7063.708403607241
2010,210,6722453.333690773,13094778.889585156,8177896.540516046,685076.0858244072,1224649.3864567303,19607155.556598082,10713910.000569675,19081758.59453746,1027614.1287366108,6939679.856588135,5673.963498021849,7084.7294404401355
2010,211,6745149.282718575,13138988.706962232,8201416.9813304525,687070.1566927854,1228172.6260509433,19673352.074595835,10750081.669332733,19136639.62310441,1030605.2350391782,6959644.880955342,5673.987256950568,7105.75046403734
2010,212,6767845.597892293,13183199.237561034,8225060.353520193,689074.1603074623,1231764.974314597,19739549.66051918,10786253.921640845,19191807.491547137,1033611.2404611936,6980001.521116046,5674.078793429341,7126.771474402677
2010,213,6790541.706782596,13227409.366336934,8248709.033405807,691078.1844928801,1235388.2930907353,19805746.64478256,10822425.845184766,19246987.74461357,1036617.2767393204,7000533.660847496,5674.027222575619,7147.792471616205
2010,214,6813237.674375832,13271619.219877927,8272365.4712620005,693082.2298089148,1239015.5208335521,19871943.2169295,10858597.543536486,19302186.099611353,1039623.3447133724,7021087.951390125,5673.991898309067,7168.813107072279
2010,215,6835933.752226548,13315829.2881913,8295002.251772965,695054.5261854735,1242335.6230322288,19938140.110660754,10894769.417611064,19355005.25413694,1042581.7892782105,7039901.863849293,5674.0194626791235,7189.827064022525
2010,216,6858629.630714428,13360038.968162483,8317641.748012885,697056.7322030219,1245704.1098973127,20004336.42291707,10930940.973951124,19407830.745363418,1045585.098304533,7058989.956084769,5673.969621969944,7210.841007865067
2010,217,6881325.4868597705,13404248.604612265,8340289.211499405,699058.9562454589,1249067.0362631304,20070532.670007657,10967112.494682763,19460674.826831967,1048588.4343681885,7078046.538824402,5673.964036335794,7231.854938599903
2010,218,6904021.320948206,13448458.19809703,8362938.470001244,701061.1979841754,1252473.6707369895,20136728.85276559,11003283.980261207,19513523.09666959,1051591.7969762632,7097350.800842937,5673.958522108731,7252.86885615083
2010,219,6926716.748041403,13492666.998788986,8385592.890092633,703063.4576357829,1255917.4731905628,20202923.84845408,11039454.81719099,19566383.41021616,1054595.1864536745,7116865.681413187,5673.856773299167,7273.882370275821
2010,220,6949412.0802165875,13536875.614588566,8408255.034937575,705065.7360070036,1259358.607536355,20269118.56729837,11075625.50284519,19619261.74818769,1057598.6040105056,7136365.442706009,5673.833043796296,7294.8958715796825
2010,221,6972107.1058427645,13581083.63325622,8430920.466322308,707068.0326894921,1262833.4442057095,20335312.39204139,11111795.69993691,19672147.75475207,1060602.0490342383,7156056.183832351,5673.7564065441275,7315.9089498992325
2010,222,6994798.833497509,13625285.227750357,8454744.745272707,709018.6191511203,1266190.8100533267,20401496.597701058,11147960.640886657,19727737.73896967,1063527.9287266806,7175081.256968848,5672.931913686061,7336.918335116799
2010,223,7017490.479290346,13669486.66278432,8478577.04430098,710913.2950621757,1269737.1480672345,20467680.56459683,11184125.451368991,19783346.436702304,1066369.9425932637,7195177.172380993,5672.911448209158,7357.927707836321
2010,224,7040181.976723969,13713687.808826901,8502417.264162378,712807.9839165304,1273277.1292432272,20533864.098778237,11220290.025403831,19838973.6163789,1069211.9758747956,7215237.065711619,5672.874358406082,7378.936716354976
2010,225,7062873.250272421,13757888.518759824,8526260.472497266,714702.6850575398,1276856.4479649102,20600046.979961224,11256454.242621675,19894607.769160304,1072054.02758631,7235519.871801157,5672.818387113102,7399.945712828857
2010,226,7085564.548803924,13802089.277357645,8550103.257928066,716597.399025902,1280479.62289959,20666229.934011437,11292618.499656258,19950240.93516551,1074896.0985388532,7256051.196431009,5672.824632875541,7420.954697259851
2010,227,7108255.839631329,13846290.02094853,8573953.766065016,718492.1269135748,1284106.8510765648,20732412.86559137,11328782.744412435,20005892.12081839,1077738.1903703623,7276605.489433864,5672.822706851327,7441.963295234007
2010,228,7130947.132225399,13890490.767980728,8597811.965690084,720386.8691544974,1287729.9874260433,20798595.80232407,11364946.991984233,20061561.253276885,1080580.3037317463,7297136.595414242,5672.823148517469,7462.971881623677
2010,229,7153638.627551557,13934691.90991814,8616513.73474633,722268.5170857859,1290575.8074591584,20864779.3303587,11401111.5626603,20105198.714408122,1083402.7756286792,7313262.908935228,5672.873831539477,7483.980827781895
2010,230,7176330.4585143775,13978893.705647804,8635319.694849517,724155.1321710779,1293642.1308964696,20930963.837333594,11437276.668257294,20149079.287982225,1086232.6982566172,7330638.741746658,5672.957740705205,7504.989761823108
2010,231,7199022.380776379,14023095.679220662,8654133.57133148,726041.7557123577,1296710.5630941386,20997148.610597767,11473441.919362359,20192978.33310681,1089062.633568537,7348026.524200117,5672.980565500481,7525.998683747314
2010,232,7221714.375273334,14067297.793501187,8672955.295132278,727928.388196159,1299784.809638474,21063333.59454722,11509607.285591882,20236895.688642003,1091892.582294239,7365447.254618017,5672.998624238557,7547.007593478309
2010,233,7244406.155065341,14111499.489554368,8691784.801194968,729815.0303268661,1302857.9542113445,21129517.952273905,11545772.309635393,20280831.20278828,1094722.5454902996,7382861.740530949,5672.944948001887,7568.01609499102
2010,234,7267098.419561961,14155702.129771741,8710621.935062896,731701.6821884706,1305935.876004048,21195703.723722376,11581938.10617688,20324784.515146777,1097552.5232827065,7400303.297356268,5673.066124154695,7589.025079653344
2010,235,7289790.626765639,14199904.658387236,8729469.662543595,733588.3442614333,1309034.7279688425,21261889.328066435,11618103.81140774,20368762.545935072,1100382.5163921504,7417863.458490105,5673.051800919236,7610.034052721289
2010,236,7312481.9215076035,14244105.409603357,8747818.411323551,735487.9779120071,1311847.3675748555,21328072.271063834,11654268.062402748,20411576.293088306,1103231.966868011,7433801.749590846,5672.823685491344,7631.039481253572
2010,237,7335173.196902932,14288306.123133842,8766175.07923087,737441.2854505517,1314743.147265356,21394255.157633543,11690432.282564051,20454408.518205382,1106161.9281758277,7450211.167837016,5672.818848832062,7652.044898049886
2010,238,7357864.466427773,14332506.825229106,8784637.655039076,739404.2915585543,1317712.218887141,21460438.027080998,11726596.493369266,20497487.861757863,1109106.4373378316,7467035.907027131,5672.817381210414,7673.050303110231
2010,239,7380555.897552848,14376707.842108157,8803202.492602503,741377.060046293,1320710.006006311,21526621.367862463,11762760.961724855,20540805.816072527,1112065.5900694397,7484023.367369093,5672.857781268676,7694.055696434608
2010,240,7403247.731690841,14420909.644022789,8821869.068828076,743359.5782396249,1323757.8048490728,21592805.884098276,11798926.072382279,20584361.160598867,1115039.3673594377,7501294.227478078,5672.958534498079,7715.061078023017
2010,241,7425939.535537078,14465111.386931604,8840543.246949954,745342.1074576807,1326802.4847401774,21658990.31198314,11835091.13476222,20627934.24288325,1118013.1611865216,7518547.413527671,5672.950961559389,7736.066447875456
2010,242,7448631.0010194145,14509312.470735738,8859225.040869566,747324.6484622272,1329850.0924523529,21725173.752973285,11871255.657874696,20671525.095362343,1120986.972693341,7535817.190563332,5672.866370584081,7757.071003674642
2010,243,7471324.260830915,14553517.049743555,8877944.613445578,749245.6949723428,1332680.015160512,21791362.427423492,11907423.040699273,20715204.0980397,1123868.5424585145,7551853.4192429,5673.314952875083,7778.080840103009
2010,244,7494017.496770086,14597721.582250066,8896672.076134482,751223.9037934105,1335521.268169459,21857551.03224607,11943590.385477327,20758901.51098048,1126835.855690116,7567953.852960266,5673.308984792694,7799.0906650240295
2010,245,7516710.456882342,14641925.57746873,8915404.769995969,753202.1183376714,1338384.6838772353,21923738.83257349,11979757.290656235,20802611.129990615,1129803.1775065074,7584179.875304332,5673.240028064043,7820.100098231459
2010,246,7539403.434094045,14686129.605995696,8934145.111854505,755180.3398845672,1341257.5672551186,21989926.68277429,12015924.223087389,20846338.594327196,1132770.509826851,7600459.547779005,5673.244302926001,7841.109520296842
2010,247,7562096.328393713,14730333.473016921,8952893.075556919,757158.5691382037,1344128.814341799,22056114.29114832,12052091.023377484,20890083.842966165,1135737.8537073059,7616729.947936861,5673.223574916783,7862.118931298312
2010,248,7584789.23897815,14774537.371759526,8971648.676510656,759136.8069420691,1347005.7990381964,22122301.9470196,12088257.84962143,20933846.91185822,1138705.2104131037,7633032.861216446,5673.227646109477,7883.128331390224
2010,249,7607482.033282706,14818741.043998607,8990409.094212381,761115.0534447272,1349905.1261278258,22188489.263741218,12124424.490544315,20977621.21982891,1141672.580167091,7649462.381391013,5673.198576138883,7904.137720498312
2010,250,7630171.1180073265,14862937.49028511,9011304.966841334,763101.8420641258,1352965.670248777,22254665.760854695,12160585.219324183,21026378.255963136,1144652.763096189,7666805.464743068,5672.271181155311,7925.133614932305
2010,251,7652860.248896443,14907134.0264962,9032206.520813677,765076.5044249359,1356139.696089375,22320842.392614618,12196746.021678712,21075148.54856527,1147614.756637404,7684791.611173125,5672.282722279056,7946.1294989258595
2010,252,7675549.320251469,14951330.446739843,9053115.87319399,767051.1778329719,1359310.6027633774,22387018.85073344,12232906.729150783,21123937.037452664,1150576.766749458,7702760.082325805,5672.267838756296,7967.12537247897
2010,253,7698238.768834376,14995527.601791967,9074135.831601748,769035.7208211003,1362554.6724805678,22453196.409100253,12269068.03782979,21172983.607070766,1153553.5812316504,7721143.144056551,5672.362145726907,7988.121709025569
2010,254,7720928.318249512,15039724.953256868,9095269.58086314,771029.9839737089,1365845.6449761887,22519374.26156107,12305229.507210165,21222295.688680682,1156544.9759605636,7739791.988198403,5672.387353784333,8009.118035284143
2010,255,7743617.754673295,15083922.084624026,9116409.942423305,773024.2595558477,1369160.091372153,22585551.784463767,12341390.796510568,21271623.19898773,1159536.3893337718,7758573.851108868,5672.3591059453975,8030.114351178484
2010,256,7766306.966273388,15128118.778053373,9137560.743782807,775018.54820717,1372513.5391795852,22651728.651630707,12377551.727498217,21320975.068826567,1162527.8223107553,7777576.72201765,5672.302900023327,8051.110656708596
2010,257,7788994.437049969,15172312.080503587,9158866.874477008,777004.595547823,1375615.7164251152,22717900.441395734,12413709.884048391,21370689.373779703,1165506.8933217349,7795155.726408988,5671.867694145221,8072.098962832193
2010,258,7811681.785359312,15216505.144397829,9180181.791600017,778844.8490278788,1379094.2394176754,22784071.873964652,12449867.845416408,21420424.18040006,1168267.2735418184,7814867.356700163,5671.8370773357055,8093.087259201217
2010,259,7834369.146948371,15260698.234159851,9201504.649114853,780685.1149510469,1382574.283836453,22850243.345266074,12486025.827948973,21470177.514601342,1171027.6724265704,7834587.608406568,5671.840397265019,8114.075545815674
2010,260,7857056.346222023,15304891.007744985,9222835.82748887,782525.3936049968,1386089.8066725575,22916414.34314756,12522183.551791353,21519950.264140714,1173788.0904074956,7854508.904477827,5671.799818412791,8135.063822751767
2010,261,7879743.518245899,15349083.72824983,9244174.718017595,784365.6854693729,1389602.0603296745,22982585.26155053,12558341.232204407,21569741.008707743,1176548.5282040597,7874411.6752014905,5671.7930059691935,8156.052090085702
2010,262,7902430.259873122,15393275.610377856,9265521.754158303,786205.9918611355,1393155.2677322982,23048754.92462993,12594498.226672791,21619550.75970273,1179308.9877917035,7894546.517149692,5671.685406805537,8177.039845234267
2010,263,7925117.013794612,15437467.51645409,9286876.418335546,788046.3137152275,1396706.1431816416,23114924.62356761,12630655.240735166,21669378.30944963,1182069.4705728416,7914668.144695971,5671.688480372506,8198.027591214775
2010,264,7947802.025132759,15481656.028123189,9306537.868076555,789927.8439926122,1399686.3787744935,23181089.23997054,12666809.477555338,21715255.025511988,1184891.7659889185,7931556.146388799,5671.2528345367955,8219.006357206894
2010,265,7970487.009429809,15525844.487118483,9326207.275481949,791859.8976335714,1402836.718212673,23247253.777503602,12702963.67127876,21761150.309457902,1187789.8464503575,7949408.069871815,5671.246074262388,8239.985114282725
2010,266,7993171.847882094,15570032.662020333,9345883.506754136,793791.9601687711,1406030.8568525123,23313417.889656104,12739117.632562092,21807061.51575967,1190687.940253157,7967508.188830905,5671.209613071577,8260.963862442268
2010,267,8015856.670900949,15614220.806859145,9365567.594226614,795724.0326802017,1409226.675677733,23379581.95679443,12775271.569248391,21852991.05319545,1193586.049020303,7985617.82884049,5671.205754713793,8281.942601837938
2010,268,8038541.476850597,15658408.918448564,9385259.47161896,797656.1158108287,1412422.5046257619,23445745.974147573,12811425.478730641,21898938.767110925,1196484.1737162436,8003727.526212653,5671.201487412015,8302.921332317323
2010,269,8061226.155810935,15702596.78267339,9404959.153729804,799588.2103712157,1415619.2519146684,23511909.621115223,12847579.185823683,21944904.69203623,1199382.315556824,8021842.427516457,5671.169740084587,8323.900053956626
2010,270,8083910.776716714,15746784.533812769,9424666.56573872,801520.3165396267,1418818.2179256321,23578073.098757073,12883732.800392265,21990888.653390367,1202280.4748094403,8039969.901578583,5671.155226444363,8344.87876675585
2010,271,8106597.047060486,15790975.49791991,9443295.326665826,803463.177856153,1421660.749248918,23644241.387259748,12919889.043752652,22034355.76222028,1205194.76678423,8056077.579077203,5671.567585943235,8365.857967222055
2010,272,8129283.3291586125,15835166.484923549,9461931.982581997,805455.5073149523,1424582.8885217416,23710409.71004595,12956045.30584654,22077841.292691346,1208183.260972429,8072636.368289869,5671.570524531431,8386.837158924389
2010,273,8151969.622439468,15879357.493710216,9480576.550731024,807447.8428816621,1427516.2453940366,23776578.06544844,12992201.585762903,22121345.28503907,1211171.7643224937,8089258.723899541,5671.573320213906,8407.816341862848
2010,274,8174655.642469377,15923547.97022681,9499233.523095388,809440.1849253831,1430470.9406466675,23842745.62386901,13028357.430185571,22164878.220555924,1214160.2773880751,8106001.996997783,5671.505007477139,8428.795516037439
2010,275,8197341.673855862,15967738.468865067,9517898.268133577,811432.5345187738,1433421.8733146335,23908913.215412922,13064513.29270778,22208429.292311694,1217148.8017781612,8122723.948782923,5671.507846621222,8449.774681448154
2010,276,8220027.603570169,16011928.76945439,9536570.66915128,813424.8916836359,1436374.576789582,23975080.510412984,13100668.993189957,22251998.22801967,1220137.3375254543,8139455.935140964,5671.482428576525,8470.753838094997
2010,277,8242713.48898517,16056118.983752362,9555250.708495436,815417.2575869033,1439330.8875657613,24041247.676206738,13136824.623070113,22295584.986489367,1223125.8863803553,8156208.362872649,5671.47135375026,8491.732985977967
2010,278,8265398.27802781,16100307.062408341,9574789.55392821,817412.1535193198,1442127.2033709583,24107411.64424777,13172978.505606823,22341175.625832506,1226118.2302789802,8172054.152435431,5671.197260660223,8512.710818949537
2010,279,8288083.077810984,16144495.161985982,9594336.228335006,819446.1534957539,1444934.3839840149,24173575.643615365,13209132.405261256,22386784.532781698,1229169.2302436314,8187961.509242753,5671.199945793529,8533.688643462065
2010,280,8310767.887349521,16188683.28056626,9613890.750756644,821480.1560852407,1447756.3946295846,24239739.671436097,13245286.3204633,22432411.75176552,1232220.2341278614,8203952.902900981,5671.202384634258,8554.66645951555
2010,281,8333452.671695079,16232871.350072712,9633453.139813531,823514.1623011355,1450571.7790824743,24305903.62577731,13281440.195514034,22478057.326231588,1235271.2434517036,8219906.748134023,5671.196086389565,8575.644267109994
2010,282,8356137.430091856,16277059.369033102,9653023.377907896,825548.1733081855,1453399.4863222723,24372067.504434578,13317594.029208897,22523721.21511844,1238322.2599622787,8235930.4224928785,5671.189599194376,8596.622066321603
2010,283,8378822.197507833,16321247.40556214,9672601.39476501,827582.1895268138,1456227.8273356739,24438231.409397844,13353747.87727811,22569403.254451707,1241373.284290221,8251957.688235486,5671.191853994176,8617.599857150377
2010,284,8401506.920716325,16365435.35597868,9692187.207258604,829616.2118753185,1459061.0004723177,24504395.185422614,13389901.654891644,22615103.48360343,1244424.3178129783,8268012.336009802,5671.180802122968,8638.577639672523
2010,285,8424193.224920029,16409626.386042146,9713702.638484547,831692.7028034508,1462182.509838855,24570563.572683416,13426057.952216297,22665306.156463962,1247539.0542051767,8285700.889086846,5671.576050925972,8659.550529792632
2010,286,8446879.393547894,16453817.152015176,9735223.999202145,833774.6099559643,1465328.1837641357,24636731.56451469,13462214.033466958,22715522.664805025,1250661.914933947,8303526.374663437,5671.5421569664595,8680.523411758524
2010,287,8469566.073234236,16498008.91348753,9756863.01537335,835866.9041287582,1468514.965751814,24702901.04693319,13498370.929217065,22766013.702537835,1253800.3561931378,8321584.805926947,5671.669921585488,8701.496757604842
2010,288,8492252.569577001,16542200.317821871,9778509.837732187,837959.2119275739,1471701.634036698,24769069.994599584,13534527.532763345,22816522.954708457,1256938.8178913614,8339642.592874622,5671.624085691124,8722.469561832684
2010,289,8514939.073314365,16586391.736560278,9800164.437650133,840051.5339221802,1474889.4089081094,24835238.963833563,13570684.148094768,22867050.354516998,1260077.300883271,8357706.650479287,5671.625934340811,8743.44235834512
2010,290,8537625.186724521,16630582.394973813,9821826.74531033,842143.8699979974,1478082.5066157246,24901406.794613186,13606840.141342204,22917595.73905746,1263215.804996997,8375800.870822441,5671.528352539266,8764.41403878626
2010,291,8560311.165643614,16674772.791409962,9843494.923672,844236.2207971201,1481294.9761564066,24967574.233127207,13642995.920244507,22968154.821901355,1266354.331195681,8394004.864886306,5671.494729773092,8785.385712020314
