year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.818,63.775,0.0,131.368
2010,1027.43,1027.43,-0.0,-1.807,269.967,267.333,119.194,372.743
2011,872.49,872.49,-0.0,3.139,199.507,252.631,116.77,300.442
2012,582.168,582.168,-0.0,-0.528,97.44,230.865,128.598,125.793
2013,941.07,941.07,-0.0,-1.922,270.604,249.026,157.526,265.836
2014,892.048,892.048,0.0,-0.309,249.138,221.927,137.06,284.232
2015,922.528,922.528,0.0,3.813,205.011,230.076,146.999,336.628
2016,774.192,774.192,-0.0,-3.765,191.303,209.971,107.344,269.339
