year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.818,63.775,0.0,131.368
2010,1027.43,1027.43,-0.0,-1.858,273.707,290.291,80.345,384.944
2011,872.49,872.49,-0.0,3.66,205.301,214.714,135.466,313.349
2012,582.168,582.168,0.0,-0.879,97.796,205.652,116.532,163.067
2013,941.07,941.07,0.0,-1.825,267.811,222.563,133.392,319.13
2014,892.048,892.048,0.0,-0.248,245.153,179.635,136.548,330.961
2015,922.528,922.528,0.0,3.479,249.283,272.801,0.0,396.966
2016,774.192,774.192,-0.0,-2.293,189.034,196.513,141.15,249.788
