year,manure_N_applied,NO3_runoff,NH4_runoff,NH4_erosion,active_N_erosion,stable_N_erosion,fresh_N_erosion,NO3_drainage,NH4_drainage,active_N_drainage,NO3_L1,NO3_L2,NH4_L1,NH4_L2,active_N_L1,active_N_L2,stable_N_L1,stable_N_L2,fresh_N,org_N_L1,org_N_L2,profile_N
,kg,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg,kg/ha,kg/ha,kg
2009,0.0,0.6837039500819174,8.22210564586573e-05,7.463289565943887e-08,0.00014789376505102382,0.0074546286190287645,0.0,41.39212628636805,0.0010816265887218712,0.0162087796222497,6.35386521655796,14.748972243963125,5.365450064127455e-05,9.10293622097902e-05,0.10887476423168968,0.11150818706500307,5.473870646332392,5.474953677271828,0.0,2.8649706457925608,2.8649706457925608,42.90495133455388
2010,1000.0,84.41400424265066,48.55543232121482,0.005192157568984453,0.142589730637962,0.03643307456551162,0.02792728874892496,484.3287475485184,7.185593843804151,0.0882498972685897,103.59594561977825,320.0865405614593,13.27686913517784,2.476665848905647,383.1228545825222,16.833922910443974,89.01480401027786,16.935099507891753,94.52100129919418,8.571428571428555,8.571428571428555,762.0334596048584
2011,1000.0,10.808479779607353,30.15486125936367,0.004763535627919114,0.3128492182168367,0.10193686941799701,0.10350695381760693,924.793694343581,45.60752749058943,0.7050556488008208,57.085234737377405,273.37408143190174,16.12980758182351,7.355413213390587,1143.2945116281853,93.90257802638756,350.7497840338449,26.002339909073605,339.6190191365021,8.571428571428555,8.571428571428555,1105.1298708361505
2012,1000.0,4.403344666988309,15.815826173541026,0.0024064508710200994,0.17816592196319953,0.07577138618008702,0.04530848356485937,200.36776514903943,26.564317281555873,0.8958811681603912,86.90342397027868,109.38059241164498,20.885664617764782,6.85087369684595,1768.7826374727365,199.33420108087918,737.2647602038625,52.46822240787724,314.33313632901974,8.571428571428555,8.571428571428555,733.1340815751786
2013,1000.0,10.672331630839414,25.557643564847584,0.00445138152592747,0.7437080644552883,0.422128315146993,0.09981851838283197,245.93323955187503,37.68387902731927,3.4421645175717215,66.61292755162647,117.03751155447395,16.02824509333381,7.530656250026485,2202.8182700266257,319.20533558076824,1218.0915332721042,97.50601417780716,257.51568295577476,8.571428571428555,8.571428571428555,578.3744194358209
2014,1000.0,15.776090004575602,43.08731990750385,0.005359102490316929,0.7319958128465684,0.5222260055205483,0.14246790463710393,176.09644747180505,39.515151181185644,6.827503377713094,60.40514669412985,115.80419776980403,21.68109087573847,9.401893479274879,2516.7065571615244,470.9586975530877,1759.8027212661245,167.61544065333064,418.14784909109625,8.571428571428555,8.571428571428555,718.9643769074354
2015,1000.0,17.409524133188825,54.35700069006134,0.007096840451302353,0.8007094168366441,0.6847316957165359,0.12900157756157324,386.38341589109666,62.14848461503595,11.811128113205365,79.70480028219532,191.17779623064519,27.061443355539573,11.35542996637697,2837.4259041431483,595.233677962992,2356.20793070418,262.193407773624,500.3415031363133,8.571428571428555,8.571428571428555,969.9381831084852
2016,1000.0,10.81118946058346,22.57117345147629,0.0027522457824764243,0.6107051450149448,0.6024722019249354,0.06831495996145953,264.15744757955764,23.439052344488076,13.780551024444167,32.013833127983894,116.0463673122663,18.47175841011958,6.326964720391319,2868.0490983516534,743.5650803404857,2870.784540965725,360.5967435298328,421.3007424807035,8.571428571428612,8.571428571428612,785.3702468201654
