year,manure_applied,manure_N_applied,manure_P_applied,fert_applied,fert_N_applied,fert_P_applied,fert_K_applied
,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,34.9480253199924,11230.885891144015,5474.644161534569,0.0,0.0,0.0,0.0
2011,32.41638015491514,10616.3330160293,5167.505116305688,0.0,0.0,0.0,0.0
2012,32.24217380389062,10616.362943924141,5167.396153669718,0.0,0.0,0.0,0.0
2013,39.633314333435614,13080.916963987955,6368.667120397854,0.0,0.0,0.0,0.0
2014,35.85347018445402,11848.074438212021,5769.918865213554,0.0,0.0,0.0,0.0
2015,32.10477109533182,10615.871846777372,5171.136843701667,0.0,0.0,0.0,0.0
2016,32.08988454719617,10615.773426454965,5172.174261134707,0.0,0.0,0.0,0.0
