year,manure_applied,ET_max,ET
,kg,mm H20,mm H20
2009,0.0,95.05947083362915,63.77478450831217
2010,2893165.3689474966,501.3493347841903,386.54670153467185
2011,6241465.569465682,494.7423604455094,369.46905236475504
2012,9942433.48552046,470.9545227507367,296.1049433032317
