year,DM,C,N,P,CP,NPN,C_loss,CP_loss
,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,324203.41035831015,3166.1957731232465,296.6138744295666,8.85057648836294,0.8224998864975798,0.41964279923345904,494.14616112328133,0.01678571196933836
2011,898849.0023012973,4545.487511905054,425.8279526586608,12.706015445189069,0.8224998875396691,0.4196427997651373,709.4113457886502,0.016785711990605492
2012,1034090.6420231804,3155.892779025512,295.6486743237028,8.821901134388849,0.8224998851814749,0.419642798561977,492.5381793854847,0.01678571194247908
2013,892674.8851441428,4218.939739102729,395.2364769788903,11.793281650845653,0.8224998870198176,0.4196427994999069,658.4472425189228,0.016785711979996277
2014,1127051.3912074761,5044.350256611176,472.5621455570809,14.1011288019775,0.8224998833134336,0.41964279760889467,787.2685371589696,0.016785711904355786
2015,1289608.9873591375,5127.896654522715,480.38889751852605,14.333985400700062,0.8224998877987033,0.41964279989729764,800.3075703590364,0.016785711995891905
2016,869299.602286538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
