year,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,TS_DM_effluent,manure_applied,N_applied,P_applied
,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,11249587.752825083,36451335.72504742,4186333024.4786096,2846989398.5744863,687291.4054732341,32811297.612406503,29823820.138675153,9768110390.450087,4270484097.8617296,3894651.2976816604,2812396.938206271,529.6758505991003,74960.53392678978,36000.0
2010,184016904.30735502,603242537.8483765,63067215344.91523,43908382695.423584,10777522.298725814,503904673.2840461,463738256.2827235,137388725414.35204,61592089945.27362,57177975.061764635,43191829.138632484,1442.2799661395502,289911.3585432817,146159.9394551553
2011,519240475.2185236,1704980701.7303205,180166680478.99408,125089106027.45543,32910431.147860754,977735415.157573,901422134.0852264,273232085312.85074,121771084998.04756,125419816.8117647,83805892.72779211,959.5132102882267,280762.38412388443,146479.57048338055
2012,965963180.5842773,3173757380.4867396,340160301274.5891,234889901700.9193,67196191.7134317,1302941223.983449,1201726373.5279777,373318448523.05524,164701193510.196,194285976.53823537,111680676.34143847,951.0694299484967,282075.83072739723,146654.86041971814
2013,1522944196.2155623,5005210337.316624,543141467656.7668,373185885816.0702,113447450.11256665,1624527962.2579145,1498461510.1335483,473622721558.4152,207443976172.72617,262090464.26176476,139245253.9078213,936.0389724457057,281700.32702900236,145652.8154152449
2014,2193066168.464048,7208845744.423488,789867571395.0981,540540870182.4664,171741386.4675839,1954522419.0580826,1802974423.99652,575694242056.1042,251032476549.59448,330332306.0117643,167530493.0621213,926.909316583348,282273.4946733784,145263.92642100967
2015,2977917419.470577,9789924618.697536,1080854190761.3148,737333436943.2416,242078000.77848288,2289149482.1023664,2111791806.2242293,678968778521.1725,295188850141.1638,398574147.76176083,196212812.7516315,919.9482610393461,282743.59178508795,144960.9276320232
2016,3563728886.1424675,11716510052.069233,1299051871187.7305,884612712426.084,295582393.43948555,1708616777.7930198,1576297172.758663,509127920994.971,220918913224.2636,303191558.41234845,146452866.66797316,521.0365125377663,161101.68319272096,82392.33609923472
