year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,6.530542785703622,0.07914950195459021,0.0,0.0,0.0
2010,10.8057885318656,12.670734138300169,9.706462024707003,0.24941847566647096,0.0
2011,122.58307124724134,29.92233771933811,234.55606094229864,15.20702823204113,0.0
2012,217.72522964349312,68.84842297329298,500.1352306019059,69.39135626520996,0.0
