year,manure_N_applied,NO3_runoff,NH4_runoff,NH4_erosion,active_N_erosion,stable_N_erosion,fresh_N_erosion,NO3_drainage,NH4_drainage,active_N_drainage
,kg,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha
1970,578.6295195619747,1.7695855528322642,1.4687031561858717,0.0003700074709051964,0.4550995295100988,0.1222281290911686,0.006969583236706578,76.75570326414433,0.21463976560635065,0.16920431006084796
1971,20324.03173223559,2.562267812828083,13.310248359670297,0.00521313962679208,11.719505146338374,2.8653295231108578,0.035703953532779456,21.523199448093646,17.8931592637569,2.303683335189589
1972,0.0,3.5117064492452954,7.82026272866094,0.0015878708332430671,3.8546567759906583,1.9652374886593509,0.001518957572911559,100.86576506648908,18.74357579736489,10.731180625195238
1973,0.0,3.63945998500417,8.740291841292922,0.0012432622898313084,3.3157098663899705,3.188369104072289,0.002197347122585943,53.92763931961543,15.341531436627287,22.58865229599471
1974,596.649246047921,6.7386203639516395,8.54019103397718,0.003289706846286738,7.475876185093472,10.651168166822938,0.047580060240323976,89.2391339724395,18.49616087095307,46.98474431605846
1975,20937.040954972057,14.299746152095125,41.532396402226325,0.006226178554709842,5.759751491920449,3.9828405803484217,0.06271886872101874,133.07233919559206,37.795778730420196,43.17996654731469
1976,20994.493756899294,20.91224628488043,34.25594760043511,0.007749796873383794,28.69528403938425,19.116471981065146,0.04049187345991562,678.9846360644923,58.355774667915114,132.65572896625082
1977,0.0,11.277869151853082,21.982145020589417,0.004212333938075231,13.954195833118565,18.47956768943348,0.006526223644544828,537.3198404420293,57.14665760322287,236.23783384166612
1978,602.3021931848403,4.424248742154053,13.879574001976883,0.008963201861111313,17.051477060039776,31.94037669688605,0.034272008746502165,298.5071823254353,41.82818496926335,181.6985360626982
1979,21099.916445711937,8.16180904309519,23.90251143820052,0.00625620251584387,11.905964699484054,14.539501570495128,0.05871642898582659,291.5693012585463,64.18105746061094,171.89565197837106
1980,0.0,14.634796230135507,21.174233838442795,0.003157348465185027,8.265657374118984,15.98134441235984,0.005347217142275666,567.2899058243063,47.475257915292175,183.59317162174403
1981,0.0,8.84575898993777,11.409215453876197,0.0019450315093094636,6.15503513830974,17.71862458190082,0.0020189796208469188,571.6382799229933,46.04048833322944,266.5704002552477
1982,604.6638905263572,8.805246750867925,18.947380116839987,0.006567600648925519,7.846040744891485,30.300046364198618,0.03982591168243241,243.33893958860307,34.39954957016211,211.44371812861522
1983,21172.56659475601,24.43012590579065,40.295905433935914,0.006545027086120204,14.904487475549274,32.07785941481574,0.09426928479854572,543.9443987260203,77.319730450355,368.8694519825431
1984,36315.79437561628,22.719858172978945,42.05238005249419,0.010906373173671696,42.59889705240691,57.359276475850486,0.029949667921731038,709.6114776519665,84.91098330860618,445.10643362222095
1985,0.0,8.18662568474268,24.099238734737163,0.004868241176109846,10.989454783688268,23.633486177991283,0.0015941576536821767,564.9638400741799,73.45936677575973,314.60079948119056
1986,605.8424043689502,7.759977929561861,16.779609500299493,0.011112329365876958,24.043276315664876,70.77716884150733,0.033199341940672214,596.1785723461013,66.64196976047668,302.1849359567603
1987,21209.687324154853,26.52708249968257,52.93787762944887,0.00896880550716818,16.289818880695485,37.85683862121083,0.12403334748915294,615.5552239000771,92.97768524099884,321.79603352354684
1988,22428.63549584696,22.565164706076562,30.674673728105255,0.012365137074644315,40.36800608409221,84.28923321470653,0.04427114041150137,1009.3250001728358,91.59359147496087,404.2089827079765
1989,0.0,16.263658739735636,34.99710603968693,0.0031214977692607428,5.0699689559959555,15.664578116630803,0.0028272465569845182,683.3003357865082,69.23817876691305,310.1996513953451
1990,10606.543649822734,20.546614360717875,36.26124934819432,0.00862790425972315,30.689601471219206,112.87969753059728,0.06584433887013597,1031.956059062438,85.76885888770495,641.1248425231806
1991,35792.24277770455,32.84510257600426,59.8438642413729,0.01076584138867239,28.744649359768395,69.8308094975889,0.08658580670506291,907.0823207056691,130.58074772669357,726.5332188576027
1992,21237.092046091435,13.987409239706519,39.538106830705885,0.01842299028821681,42.65346243550141,100.32979623138533,0.0338753076377106,825.1761554515865,105.95976068053139,477.3666748963923
1993,0.0,11.960857402398709,23.84968424589525,0.005453857566833833,13.924841754118921,46.05361262535959,0.001990110094135517,1000.3878746772906,97.46627346124629,460.34754454644224
1994,607.0332209976747,18.66015384195409,32.42370364895366,0.0175742869051884,40.93882350571767,187.56720331611538,0.062389078671648314,1091.658752024861,82.9571362239723,465.4241917878387
1995,21855.809401325903,24.144108390110283,38.777903980833926,0.006616551462760876,15.015997470325075,56.63022245654108,0.09994393482170064,1033.01747571863,115.05614930657102,575.1299074236007
1996,0.0,16.700288536695183,33.569058472144576,0.0029102921809473726,4.469918117901351,23.52196612130942,0.004464626404825544,780.7587017251532,76.5800072266621,418.7900196193865
1997,0.0,12.707428353603037,20.98890211771276,0.0028394599740407386,9.205839800116665,71.45987317799842,0.005312540741000587,1017.6303762636288,89.08713956713487,838.1315810728879
1998,607.3907210662667,12.410485804268765,24.835672248132465,0.006823438286260583,16.508734719418154,168.56909935810057,0.0509899033146064,483.61004077694975,79.65067945499229,859.4328677291335
1999,21260.51553230372,11.19608854181265,35.73438241086605,0.006916578543171193,9.545897185263795,55.65012998144704,0.08883397413715031,376.82440574963357,86.25935995271206,487.14447969654043
2000,21262.933561487873,10.159842928332543,22.956743947600266,0.012477765422022427,32.690870836382935,141.72102159298345,0.03362892870886649,660.5130344126699,78.99607589263607,404.3207370519574
2001,0.0,17.46303892699001,27.47188292609116,0.0040172255368691534,10.985696763668315,68.07753822907065,0.0029144802799360406,868.4732655654744,70.42851594579447,386.52052143807003
2002,607.6545146870183,15.434617174673999,19.479180859563822,0.007972571191453708,23.396601756830187,192.73539854319586,0.0482103416628967,870.7240871721223,69.86127398217704,502.34047152963245
2003,21269.36548585898,23.04622818870642,60.6994390837626,0.00780916574651638,7.772345663456172,44.274837067625086,0.07161693440295941,492.7184690377971,82.16118361147765,370.84039833304826
2004,21271.284117844498,28.511905091154603,43.90263373400951,0.010216710972340275,38.922432212040505,180.98121092943904,0.04975287183589533,1304.8837434756383,102.51520847528516,669.183194919913
2005,0.0,15.491131597553528,28.94214344481275,0.005310666612037826,17.87041602761211,131.45529626614706,0.006116445100847543,940.8668788020617,99.23260609444579,802.5226580122024
2006,607.86091899322,6.387007857860541,18.149244603807155,0.011345422411962762,22.12291438218743,210.67923121210237,0.03700913812527611,458.049448865798,67.64920764973371,447.45395227222883
2007,21276.249089456902,8.90346828874716,27.762387061888823,0.006288166394355924,11.75152350659529,72.60422464389238,0.062263314656276256,494.89113867835187,88.72568604993846,404.214353161919
2008,0.0,17.648472406709395,25.142097992561357,0.003613578821975024,9.46921270848069,81.03787944627314,0.0062641395827506535,798.898986297077,68.97004955363752,383.1849766156541
2009,0.0,12.104398617151361,15.213899449696878,0.002010180494226019,6.231013053536664,72.43929967399585,0.0024084380621317717,791.0838524153767,64.89568575079076,486.25840480979855
2010,10608.027930644064,9.156275436390306,24.769120821223414,0.008304017817861028,12.01253290555714,132.76451105624656,0.044640753201050355,393.80385339356167,51.59990420470292,385.06045623477223
2011,31281.921064350405,35.55633121083707,55.57271630996931,0.00869345574002187,22.10935008592836,134.28532657282452,0.10340512122453555,886.2031640355857,109.50931738426549,658.792000490222
2012,44661.20951214653,34.33263619006771,59.177887496666465,0.014317377180140124,56.33494381509537,220.34471344096363,0.03255280982320471,1217.7768528364506,126.02482234578639,788.5170921803748
2013,10000.0,13.63825145960558,36.8318955512113,0.00759748212196393,18.975418774276427,91.09690142772774,0.0018331112369088971,828.1640478385407,107.31830690018194,483.27094017893955
2014,10608.166837091225,11.809744665257867,27.959468386110245,0.01612704847293643,41.22669382016579,232.01346813233303,0.03362758786573373,1015.8044962315,109.24698353440856,485.39962033349514
2015,31286.631950304767,38.024047600754024,73.51172526422272,0.012531448637606002,28.998529971329873,129.35878331854448,0.12244171957768256,1189.1775883061287,135.28535766248578,515.2940934006225
2016,10000.0,35.6667617440816,39.91399822947832,0.005346615078251535,18.31210050839089,97.98387520352787,0.005724315003110114,1679.9633378162187,126.83129792766181,647.2550833061837
2017,0.0,15.74139135476291,40.45359417220762,0.005626642976325168,9.564897057096402,68.58908519595819,0.002424876960278019,1053.1272404546405,98.98888366786576,534.192951592547
2018,608.2819892052819,21.702900279316818,39.92870832529306,0.01034912747386032,36.267312719972004,343.10259677218664,0.06522273626038684,1456.3773880154695,119.47066557152277,1023.8141397170886
2019,34064.82900261027,34.2892567668328,62.29530699130959,0.010489776002223014,26.16021516881454,177.16806929298363,0.0922123910216772,1119.060437516469,156.67874601731143,1154.729347863729
2020,21291.329815191428,13.314848083823549,38.748744590009,0.018679729936474723,44.038573993641165,265.17649337117916,0.03859164315176958,893.2648448280656,117.58011894031218,671.9931306352628
2021,0.0,11.881484160320394,23.823663528888357,0.004663246144615611,13.299788113566098,107.79976035732699,0.0019445402845809552,1019.1216958170726,104.9422375028113,589.7701094695749
2022,608.3772421666077,18.563949116438103,33.158405679087274,0.017939520002085978,42.19232618975105,448.35523324681765,0.06153748146297903,1182.5700154885133,94.17040607433104,616.0631074448014
2023,26160.941472986073,31.068537447477144,46.16214452809404,0.00667562344666082,15.423984455484673,120.2957125586035,0.1080444710211482,1101.0162178142125,127.61628457707563,732.3968898770607
2024,0.0,13.644610209792269,34.710310294609194,0.0032951112206556664,5.073723860209764,53.3208643894994,0.005152889179125769,892.6899122465132,89.84551777037896,534.4010288381381
2025,0.0,15.083245322785277,24.350280072192753,0.0039883431483424825,12.821401859043979,191.94658475249727,0.006411341616005194,1219.3979419955758,106.19260199481616,1060.5433183016892
2026,608.4674279731985,12.463170880549807,27.864966195937214,0.00779980601239439,19.670744003871214,372.2897872689402,0.05166854419528019,618.6976642208155,98.05967906697661,1129.1889282466607
2027,21296.891812781963,12.696471896363104,40.20988661369093,0.0068931199694693725,9.365167385567627,107.61991648873243,0.09314107343816169,404.66091939649954,97.48633183916364,561.0546524796943
2028,24948.622438765287,11.301139111895454,24.852561687237287,0.011224793486980255,34.56201900289717,278.63778105660913,0.03498339384940576,697.6176997813451,83.3360174533457,450.21747349760784
2029,0.0,20.377265669394124,31.96609655904941,0.004671089945862962,12.845117729010227,141.66771353111588,0.003055095529821756,1023.2490586317136,83.20835554270417,478.10469354986725
2030,608.5475434483673,21.972815924287175,26.88340151249404,0.008952791832272348,26.16509279658964,373.54116922843235,0.05581641976660927,1047.9682622901648,83.89775333181106,626.7793596680011
2031,24342.456724606927,20.833706810358727,65.60722428825261,0.008252301980135199,8.332530478069183,80.82839282670028,0.07672863864088655,595.2161021602216,96.33438777756399,459.46885547036806
2032,21300.302626232457,33.628923158351334,49.39799489339285,0.01461569510709816,52.720625297531484,447.24288889904494,0.06512074532745066,1551.9844415095074,119.13576243016229,836.7146821818118
2033,32864.32422337502,31.444322203075085,54.57587980029855,0.016421357377800514,61.951855807732635,429.64566512073026,0.031243474581164353,1288.766258113355,138.56954068774277,1019.8969110853506
2034,608.6202083343146,12.90795518791867,34.266581939288415,0.021050747833139757,43.1226957801745,406.41672041574645,0.04035140336743716,838.9719070314422,109.33912900038968,593.3145169388679
2035,24345.283543059613,13.08907374392357,39.04132645539307,0.006723946451421992,15.02579572998121,117.20408860410495,0.061330129586957854,849.4243831600985,120.32598687168647,494.1132648225156
2036,0.0,27.754290789260125,38.99616645067635,0.005656501545025385,15.094189140187593,159.9669462897533,0.0074409345391702655,1358.5674469359053,103.87873124017815,540.3799826917016
2037,0.0,19.278703772811546,23.53263705229015,0.0029969401906941185,9.471435974557425,134.73357304401998,0.002703199888904283,1404.6239531160452,102.90196049098306,744.0341261217411
2038,608.6812610127852,11.523163523892281,30.920379476546984,0.010235357214023631,13.54570460934908,242.52748072379487,0.04743090914074339,659.3095361774493,73.985269976936,530.2639506329363
2039,21304.20139151423,34.02914726828088,55.43823991264402,0.008842954929573819,20.320907261423546,264.37232983753717,0.1142724196069523,1162.7158121023133,133.22281565335314,993.2627849116012
2040,32870.11134221879,27.159782973386037,48.79218355661582,0.012010426857626726,45.459979215406655,393.7630580603799,0.0359099541686539,1251.4694507565118,133.51031684411282,1144.2688198625212
2041,0.0,9.771827223246571,27.66868343248092,0.006072691490861527,13.749227637151433,166.52226250916786,0.0022749127931537667,729.751308816462,101.56730325486402,633.4872504207419
