year,j_day,manure_applied,manure_N_applied,active_N_l1,stable_N_l1,profile_N,fert_N_applied,N_uptake,biomass,bio_N,yield_actual
,,kg,kg,kg,kg,kg,kg,kg,kg ha^-1,kg N ha^-1,kg ha^-1
2010,6,3559.728827174943,520.0,2271.667722166542,328.3322778334583,83.07120253317036,0.0,0.0,0,0,0
2010,7,3579.55543859845,520.0,2725.3290510215616,394.66346500991517,83.06680231765806,0.0,0.0,0,0,0
2010,8,3599.2946342747523,520.0,3176.045329883147,461.2125655558434,83.0529352395821,0.0,0.0,0,0,0
2010,9,3618.9469880291845,520.0,3624.972977557368,527.9844083921807,83.0529352395821,0.0,0.0,0,0,0
2010,10,3638.513068393029,520.0,4077.9797206424487,594.9776653071,82.31305937077909,0.0,0.0,0,0,0
2010,11,3657.993448990425,520.0,4530.765160355986,662.1922255935617,81.27561269588143,0.0,0.0,0,0,0
2010,12,3681.72510548702,520.0,4983.329407349667,729.6279785998802,81.27561269588143,0.0,0.0,0,0,0
2010,13,3704.945221793781,520.0,5435.672572219852,797.2848137296955,81.27561269588143,0.0,0.0,0,0,0
2010,14,3728.1132219481306,520.0,5887.794765507601,865.1626204419459,81.27561269588143,0.0,0.0,0,0,0
2010,15,3751.229279723624,520.0,6339.6960976987075,933.2612882508403,81.27561269588143,0.0,0.0,0,0,0
2010,16,3774.293568414217,520.0,6791.3766792237175,1001.5807067258302,81.27561269588143,0.0,0.0,0,0,0
2010,17,3797.306260352004,520.0,7242.836620457965,1070.1207654915825,81.27561269588143,0.0,0.0,0,0,0
2010,18,3820.2675273956256,520.0,7694.076031721595,1138.881354227952,81.27561270426376,0.0,0.0,0,0,0
2010,19,3846.8447647393946,520.0,8145.095023279594,1207.8623626699532,81.2756127177429,0.0,0.0,0,0,0
2010,20,3873.322038720359,520.0,8595.893705341814,1277.0636806077334,81.27561273059847,0.0,0.0,0,0,0
2010,21,3899.7898082102947,520.0,9046.472188063002,1346.485197886545,81.2756127490919,0.0,0.0,0,0,0
2010,22,3926.248078382486,520.0,9496.83058154283,1416.126804406717,81.27561277264253,0.0,0.0,0,0,0
2010,23,3952.696854021405,520.0,9946.968995825919,1485.988390123629,81.27561280096188,0.0,0.0,0,0,0
2010,24,3979.136140006304,520.0,10396.71006005234,1556.043282040539,81.24561120378313,0.0,0.0,0,0,0
2010,25,4005.5659413111157,520.0,10840.327750870369,1626.339216767115,81.24348961308945,0.0,0.0,0,0,0
2010,26,4032.710306299704,520.0,11281.429994203974,1696.8529057797234,81.24351364900107,0.0,0.0,0,0,0
2010,27,4059.854619011498,520.0,11730.696762035872,1767.5861379478256,80.78609771986065,0.0,0.0,0,0,0
2010,28,4086.9988796397606,520.0,12179.744096483853,1838.5388034998437,80.1463986447424,0.0,0.0,0,0,0
2010,29,4114.143088184489,520.0,12628.572107264612,1909.7107927190857,80.1463986447424,0.0,0.0,0,0,0
2010,30,4141.287244742315,520.0,13077.18090403998,1981.101995943718,80.1463986447424,0.0,0.0,0,0,0
2010,31,4168.431349313237,520.0,13525.570596416961,2052.7123035667382,80.1463986447424,0.0,0.0,0,0,0
2010,32,4195.5754018972575,520.0,13973.741293947753,2124.541606035947,80.1463986447424,0.0,0.0,0,0,0
2010,33,4222.699795486006,520.0,14421.658800985862,2196.5845687857927,80.14278793695387,0.0,0.0,0,0,0
2010,34,4249.824137764262,520.0,14860.655280732612,2268.847232732998,80.14278793695387,0.0,0.0,0,0,0
2010,35,4276.948428732022,520.0,15308.173948117379,2341.3285653482294,80.14278793695387,0.0,0.0,0,0,0
2010,36,4304.072668485921,520.0,15755.474017062019,2414.028451305328,79.64726919250245,0.0,0.0,0,0,0
2010,37,4331.196857025955,520.0,16202.55567507817,2486.9467932891753,79.64726923005144,0.0,0.0,0,0,0
2010,38,4358.320994448755,520.0,16649.418992265313,2560.0834761020305,79.64726924403173,0.0,0.0,0,0,0
2010,39,4385.445080850952,520.0,17096.05645497507,2633.437216372005,79.64667245042057,0.0,0.0,0,0,0
2010,40,4412.56355997793,520.0,17537.244876679368,2707.00404182883,79.644755515093,0.0,0.0,0,0,0
2010,41,4439.681988857343,520.0,17970.18503385635,2780.77910547936,79.64115477836638,0.0,0.0,0,0,0
2010,42,4466.800367489192,520.0,18399.659786863136,2854.7708869567923,79.40221148196017,0.0,0.0,0,0,0
2010,43,4493.12180742797,520.0,18845.450201276442,2928.9804725434856,78.77220407914693,0.0,0.0,0,0,0
2010,44,4519.433849655629,520.0,19291.02292048254,3003.4077533373857,78.00342558914458,0.0,0.0,0,0,0
2010,45,4544.933810336179,520.0,19736.378053329037,3078.052620490889,78.00342558914458,0.0,0.0,0,0,0
2010,46,4570.4156562559065,520.0,20181.51570860911,3152.914965210815,78.00342558914458,0.0,0.0,0,0,0
2010,47,4597.491631150653,520.0,20626.433090050858,3227.994224130202,78.00326619201287,0.0,0.0,0,0,0
2010,48,4624.56755662348,520.0,21071.136117778973,3303.2911964020855,78.00326619201287,0.0,0.0,0,0,0
2010,49,4651.643432770918,520.0,21515.621993993227,3378.8053201878333,78.00326619201287,0.0,0.0,0,0,0
2010,50,4678.719259592965,520.0,21959.890827269373,3454.536486911688,78.00326619201287,0.0,0.0,0,0,0
2010,51,4705.795037089621,520.0,22403.93298284686,3530.4830526747955,78.00273836857002,0.0,0.0,0,0,0
2010,52,4732.870765260885,520.0,22847.76802605695,3606.647969566343,78.00273708851147,0.0,0.0,0,0,0
2010,53,4759.946444203287,520.0,23289.075450813332,3683.027922627491,78.00256691472806,0.0,0.0,0,0,0
2010,54,4787.013657777101,520.0,23723.23857924584,3759.6163383468984,78.00115884370601,0.0,0.0,0,0,0
2010,55,4814.080822411632,520.0,24149.957233764395,3836.417353725595,77.9488289787689,0.0,0.0,0,0,0
2010,56,4841.147938203407,520.0,24592.93981889339,3913.434768596602,77.62233029291669,0.0,0.0,0,0,0
2010,57,4868.215005152429,520.0,25035.706112729815,3990.668474760174,77.04531538573188,0.0,0.0,0,0,0
2010,58,4895.2820234517485,520.0,25478.256223419325,4068.118364070664,77.04531538573188,0.0,0.0,0,0,0
