year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,13.700243735597091,0.1442608588805493,0.0,0.0,0.0
2010,220.6532620061064,6.172208495734204,284.3304832944518,11.41587546954151,0.0
2011,736.6112402126204,28.872450509985146,1405.587421330605,153.66334795710083,0.0
2012,1304.484244716254,35.132845068361426,2533.1201402574175,448.42304828217755,0.0
