year,manure_applied,manure_N_applied,manure_P_applied,fert_applied,fert_N_applied,fert_P_applied,fert_K_applied
,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,231783.70079563497,11040.0,10600.0,0.0,0.0,0.0,0.0
2011,556524.738785804,10520.0,10300.0,0.0,0.0,0.0,0.0
2012,884060.3517050428,10520.0,10300.0,0.0,0.0,0.0,0.0
