year,manure_P_applied,P_uptake,fert_P_leached,M_leach,DRP_drainage,M_DRP_runoff,fert_P_runoff,DRP_runoff,MIP_runoff,MOP_runoff,profile_P,STP
,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.020281463549408546,0.24850941906556878,0.0,0.07908221034842966,0.0,0.0,0.0,180.32666213142156
2010,121600.0,21.29182469208285,0.0,0.0,0.05538392887526557,620.7000267634805,0.0,378.5326171705743,0.0,0.0,0.0,61536.35890892931
2011,100000.0,20.12998277718365,0.0,0.0,0.04181877695304451,1155.1306763261625,0.0,490.84690342142807,0.0,0.0,0.0,133160.16644179562
2012,100000.0,17.23322607745077,0.0,0.0,0.011450538037958305,926.2118696046797,0.0,192.39881034123312,0.0,0.0,0.0,192413.48830700436
