year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,6.530542785703622,0.07914950195459021,0.0,0.0,0.0
2010,172.3160835811585,49.14300202085764,75423.70035778334,17959.06154913377,0.0
2011,481.7610410818936,66.30322305096418,129966.67113900879,49581.382679347334,0.0
2012,445.12105418912313,86.65919162759897,166558.48112912,81613.50467282167,0.0
