year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.818,63.775,0.0,131.368
2010,1027.43,1027.43,-0.0,-1.59,268.772,244.992,131.958,383.298
2011,872.49,872.49,-0.0,3.668,209.721,174.906,136.798,347.397
2012,582.168,582.168,0.0,-1.145,100.31,181.516,116.005,185.483
2013,941.07,941.07,-0.0,-1.804,268.243,212.682,136.921,325.028
2014,892.048,892.048,0.0,-0.341,247.363,166.138,139.43,339.458
2015,922.528,922.528,0.0,3.812,237.764,156.547,153.09,371.314
2016,774.192,774.192,-0.0,-0.87,198.206,117.377,142.798,316.681
