year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.818,63.775,0.0,131.368
2010,1027.43,1027.43,-0.0,-1.718,265.822,244.774,134.193,384.359
2011,872.49,872.49,-0.0,3.677,207.62,194.174,135.938,331.081
2012,424.434,424.434,-0.0,-10.036,58.716,151.326,102.627,121.802
