year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.818,63.775,0.0,131.368
2010,1027.43,1027.43,-0.0,-1.806,269.992,266.732,119.815,372.698
2011,872.49,872.49,-0.0,3.139,199.491,252.372,117.097,300.391
2012,424.434,424.434,0.0,-16.857,59.428,181.866,114.239,85.758
