year,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,TS_DM_effluent,manure_applied,N_applied,P_applied
,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,0,0,0,0,0,0,0,0,0,0,0.0,10400.0,520.0,624.0
2010,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,10000.0,12000.0
2011,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,210400.0,10520.0,12624.0
2012,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,210400.0,10520.0,12624.0
2013,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,210400.0,10520.0,12624.0
2014,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,210400.0,10520.0,12624.0
2015,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,210400.0,10520.0,12624.0
2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,210400.0,10520.0,12624.0
