year,runoff,drainage,erosion,ET,manure_applied,manure_N_applied,manure_P_applied,N_runoff,P_runoff,N_drainage,P_drainage,N_erosion,P_erosion,yield,N_yield,P_yield
,mm H2O,mm H2O,ton / ha,mm H2O,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2001,172.9853303321905,682.4550634155316,0.14295745793400672,318.2514563066645,400.0,20.0,24.0,5.380505034174308,0.14164720188648966,9.820300735304254,10.092447246564351,0.04767648052336879,0.042785126655688,5055.536004981118,237.6101478142823,7.092928346835823
2002,95.1385030333616,327.4935952652922,0.04288325521237765,347.8040482046624,0.0,0.0,0.0,14.161214632437623,0.15457685083128755,27.61203445149011,0.04432266169657866,0.05199019213399298,0.0152014054186323,10255.128840918398,427.6388713188072,20.58807179069452
2003,121.88372076946787,499.0298860282015,0.09976652314769908,305.73510440014553,0.0,0.0,0.0,8.152045569930237,0.08675057861770266,292.87593010033214,7.0674590402386785,0.06756406473142476,0.032525221681986745,7492.566604045739,352.1505579810291,10.51366900622837
2004,161.90768650016926,691.4356559539655,0.23710168074291701,261.76961096669453,0.0,0.0,0.0,66.08063659022953,0.06455595677810567,568.6990574465614,0.09345707700434258,0.2620520201655756,0.06238348123996144,0.0,0.0,0.0
2005,127.82058705748724,385.1554676414653,0.80282957544135,271.8535818159566,0.0,0.0,0.0,10.805530011103041,0.06256952313248829,627.4118189414148,0.05205778992690281,0.36645955340192754,0.14583575683191408,0.0,0.0,0.0
2006,159.8394354596583,640.6967926249488,1.1775045647767262,319.266635388507,0.0,0.0,0.0,1.2916403211295022,0.0603259740379277,1137.5248888634471,0.08659495665308829,0.3805780969802987,0.21005810874102043,0.0,0.0,0.0
2007,213.48922373808404,643.0302729397279,2.032244839096862,288.1506273739618,0.0,0.0,0.0,0.36629381261154764,0.07312505947183302,682.0361851515676,0.08690787764344356,0.4013533841748892,0.3482729712726617,0.0,0.0,0.0
2008,330.3479329293226,610.5693996112653,3.3519953399311255,273.2167894570815,0.0,0.0,0.0,0.28791862309781174,0.08851826569197119,305.6553877661275,0.08251839373181402,0.4667726824731441,0.566042348103407,0.0,0.0,0.0
2009,196.80155479477818,522.7177738369169,1.958149401348218,278.94330922221826,0.0,0.0,0.0,0.17755808625941388,0.05760063706701602,124.67111928059744,0.07064332741545314,0.2182887009433698,0.3306355675139581,0.0,0.0,0.0
2010,196.52850592723632,618.2660171977575,2.118639456430551,306.7784514427913,0.0,0.0,0.0,0.12365739474492231,0.06369567426096166,69.45831313041901,0.08355420353582438,0.16487783306481493,0.35594917775608814,0.0,0.0,0.0
2011,101.74089956461859,448.4068474478878,1.0517351336824583,293.9435651674906,0.0,0.0,0.0,0.06369763048331782,0.04989185228266589,26.212548338401838,0.06059741968067731,0.06986149121900602,0.17751587699161495,0.0,0.0,0.0
2012,100.13796078104748,347.34060595280727,0.7363208308655202,276.46175573863206,0.0,0.0,0.0,0.05194170155000052,0.04096920105251337,13.466510629052003,0.04693855090282859,0.03934485139244054,0.1295312011225038,0.0,0.0,0.0
2013,171.83640879097416,568.6181590228161,1.523389916777813,302.24628837844784,0.0,0.0,0.0,0.04451157735605903,0.06224067413620825,15.552738188926403,0.076839767360026,0.06262705570833585,0.25988395295380334,0.0,0.0,0.0
2014,141.8611042348023,487.2174596228944,1.5917850880824014,297.70818771539086,0.0,0.0,0.0,0.03641161955698398,0.05004705572936578,8.89659256848128,0.06583825449892976,0.04819774623496818,0.26441362298148685,0.0,0.0,0.0
2015,150.31286941882,591.5154409902816,1.611994551622569,278.26127973288476,0.0,0.0,0.0,0.034441475607255516,0.04848311986695555,7.774027633883086,0.07993023601606357,0.03928213476521386,0.2694631390744336,0.0,0.0,0.0
2016,141.85341526048785,658.5582937284047,1.5059571573617114,324.46834808476785,0.0,0.0,0.0,0.022581439740809648,0.04633359478122968,6.547391890715832,0.08898705799083177,0.029227173641410104,0.25140963112410203,0.0,0.0,0.0
2017,102.17391423807447,511.78751087684486,0.8458259508896503,314.572684481229,0.0,0.0,0.0,0.010807015259416124,0.038764361899365024,4.122448910936736,0.06915288844602568,0.014877411277309679,0.14547338923731024,0.0,0.0,0.0
2018,218.13777072692181,683.8697377241099,2.2301145753128386,289.55481333339117,0.0,0.0,0.0,0.026217125097710244,0.06432789601472173,4.554836934736527,0.09240238747866958,0.029635820596347142,0.3711838801369014,0.0,0.0,0.0
2019,253.50873157705777,667.511643576594,2.170092339156204,310.73561556662247,0.0,0.0,0.0,0.016706133068716548,0.06825740215631354,3.7446827573817174,0.0901893156453142,0.023788512598236188,0.36763450058099023,0.0,0.0,0.0
