year,manure_applied,manure_N_applied,manure_P_applied,fert_applied,fert_N_applied,fert_P_applied,fert_K_applied
,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2498814.728355742,137440.0,121600.0,0.0,0.0,0.0,0.0
2011,5402641.58405981,100000.0,100000.0,0.0,0.0,0.0,0.0
2012,8605859.503380531,100000.0,100000.0,0.0,0.0,0.0,0.0
