year,manure_applied,manure_N_applied,manure_P_applied,fert_applied,fert_N_applied,fert_P_applied,fert_K_applied
,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,20000.0,1000.0,500.0,4000.0,1600.0,800.0,400.0
2011,20000.0,1000.0,500.0,0.0,0.0,0.0,0.0
2012,20000.0,1000.0,500.0,0.0,0.0,0.0,0.0
2013,20000.0,1000.0,500.0,0.0,0.0,0.0,0.0
2014,20000.0,1000.0,500.0,0.0,0.0,0.0,0.0
2015,20000.0,1000.0,500.0,0.0,0.0,0.0,0.0
2016,20000.0,1000.0,500.0,0.0,0.0,0.0,0.0
