year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,6.530542785703622,0.07914950195459021,0.0,0.0,0.0
2010,106.59614827361308,1078.9583564319719,24949.78987855481,6351.216523060275,0.0
2011,44.779966539332044,9.935138419794345,20092.33584283544,11002.355502041491,0.0
2012,21.431217554038618,8.342898427841691,15529.843802999803,13621.745580978173,0.0
