year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,15.273329064318743,0.10001557032019374,0.0,0.0,0.0
2010,176.25581932162356,13.701598318999194,4011.028138987175,183.76990509686496,0.0
2011,1072.5767443054604,42.66753167539457,13119.703936300608,1717.0830440179975,0.0
2012,1495.827598962904,52.59346759440901,21487.61065524668,4292.033187610573,0.0
