year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.818,63.775,0.0,131.368
2010,1027.43,1027.43,-0.0,-1.542,269.469,237.526,133.173,388.804
2011,872.49,872.49,-0.0,3.509,209.236,177.71,136.033,346.002
2012,582.168,582.168,-0.0,-1.043,98.206,196.891,116.986,171.128
2013,941.07,941.07,-0.0,-1.827,267.836,222.221,133.396,319.443
2014,892.048,892.048,0.0,-0.248,245.154,179.626,136.548,330.968
2015,922.528,922.528,0.0,3.479,249.283,272.8,0.0,396.966
2016,774.192,774.192,-0.0,-2.226,189.051,196.352,141.151,249.864
