year,j_day,actual,calculated,difference,delta,N_drainage,N_runoff,N_erosion,N_uptake
,,kg,kg,kg,kg N,kg,kg,kg,kg
2010,222,0.0,26.032609876079434,-26.032609876079434,22.46165092569413,0,0.0,0.0,3.5709589503853034
2010,223,0.0,27.724761674429985,-27.724761674429985,5.708134420681063,18.45739951772554,0.0,0.0,3.5592277360233804
2010,224,0.0,27.928638208318276,-27.928638208318276,-8.365094788541683,32.74272554241541,0.0,0.0,3.5510074544445507
2010,225,0.0,25.226294171633388,-25.226294171633388,21.75688174619836,0,0.0,0.0,3.469412425435029
2010,226,0.0,20.314266576293935,-20.314266576293935,10.081308755736245,0,5.592334810042939,1.1661344655783539,3.4744885449364
2010,227,0.0,26.049274787006823,-26.049274787006823,22.662278886659806,0,0.0,0.0,3.3869959003470176
2010,228,0.0,25.810121394632976,-25.810121394632976,22.33922061347812,0,0.0,0.0,3.470900781154858
2010,229,0.0,26.854263464409026,-26.854263464409026,-15.305554488133339,38.73023696559176,0.0,0.0,3.429580986950608
2010,230,0.0,23.119988794517493,-23.119988794517493,20.13748767114612,0,0.0,0.0,2.9825011233713745
2010,231,0.0,22.11016715965384,-22.11016715965384,20.03224958699161,0,0.0,0.0,2.0779175726622308
2010,232,0.0,21.839744752385453,-21.839744752385453,20.791895149353877,0,0.0,0.0,1.0478496030315774
2010,233,0.0,20.530305126542977,-20.530305126542977,16.88645586535017,0,2.8391669870833787,0.5313828860698286,0.2732993880395988
2010,234,0.0,23.54983985032254,-23.54983985032254,23.54983985032254,0,0.0,0.0,0.0
2010,235,0.0,23.052094173345495,-23.052094173345495,23.052094173345495,0,0.0,0.0,0.0
2010,236,0.0,24.02984602067466,-24.02984602067466,-8.171239134015423,32.201085154690084,0.0,0.0,0.0
2010,237,0.0,20.625700457404946,-20.625700457404946,20.625700457404946,0,0.0,0.0,0.0
2010,238,0.0,18.957616826900903,-18.957616826900903,18.957616826900903,0,0.0,0.0,0.0
2010,239,0.0,17.52232335590952,-17.52232335590952,17.52232335590952,0,0.0,0.0,0.0
2010,240,0.0,16.947818948996428,-16.947818948996428,16.947818948996428,0,0.0,0.0,0.0
2010,241,0.0,16.489878297501946,-16.489878297501946,16.489878297501946,0,0.0,0.0,0.0
2010,242,0.0,16.37990233009532,-16.37990233009532,16.37990233009532,0,0.0,0.0,0.0
2010,243,0.0,16.725027042355578,-16.725027042355578,16.725027042355578,0,0.0,0.0,0.0
2010,244,0.0,18.73873095517446,-18.73873095517446,-2.2842342690037185,0,15.486225640745221,5.536739583432959,0.0
