year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,15.273329064318743,0.10001557032019374,0.0,0.0,0.0
2010,19.045177150665847,4.410583425475826,0.10640825998023563,0.0018289769218188545,0.0
2011,174.46831600461,11.32457788187528,9.389773296916983,0.41521028848277863,0.0
2012,219.09721800069946,15.066651238687959,38.682224417781356,3.7786020423985485,0.0
