year,j_day,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,WIP,WOP,CH4,WOP_frac,WIP_frac
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,%,%
2012,105,7230784.390429771,14084965.427191291,1834377.564402136,133678.71376729905,237115.79570102683,21089787.80542016,11524062.622247675,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026526645535550394,0.026526645535550394
2012,106,7238272.62082977,14099551.87599129,1834377.564402136,133678.71376729905,237115.79570102683,21111628.47742016,11535996.989447676,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002649920285082231,0.02649920285082231
2012,107,7245760.85122977,14114138.32479129,1834377.564402136,133678.71376729905,237115.79570102683,21133469.149420157,11547931.356647676,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002647181688812805,0.026471816888128052
2012,108,7253249.08162977,14128724.77359129,1834377.564402136,133678.71376729905,237115.79570102683,21155309.821420155,11559865.723847676,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026444487471788698,0.026444487471788698
2012,109,7260737.31202977,14143311.222391289,1834377.564402136,133678.71376729905,237115.79570102683,21177150.493420154,11571800.091047676,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002641721442685006,0.02641721442685006
2012,110,7268225.542429769,14157897.671191288,1834377.564402136,133678.71376729905,237115.79570102683,21198991.165420152,11583734.458247676,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002638999757907894,0.02638999757907894
2012,111,7275713.772829769,14172484.119991288,1834377.564402136,133678.71376729905,237115.79570102683,21220831.83742015,11595668.825447677,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002636283675495945,0.02636283675495945
2012,112,7283202.003229769,14187070.568791287,1834377.564402136,133678.71376729905,237115.79570102683,21242672.50942015,11607603.192647677,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002633573178168929,0.02633573178168929
2012,113,7290690.233629769,14201657.017591286,1834377.564402136,133678.71376729905,237115.79570102683,21264513.181420147,11619537.559847677,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026308682487176105,0.026308682487176105
2012,114,7298178.4640297685,14216243.466391286,1834377.564402136,133678.71376729905,237115.79570102683,21286353.853420146,11631471.927047677,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002628168870003382,0.02628168870003382
2012,115,7305666.694429768,14230829.915191285,1834377.564402136,133678.71376729905,237115.79570102683,21308194.525420144,11643406.294247678,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002625475024957905,0.026254750249579052
2012,116,7313154.924829768,14245416.363991285,1834377.564402136,133678.71376729905,237115.79570102683,21330035.197420143,11655340.661447678,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026227866965827496,0.026227866965827497
2012,117,7320643.155229768,14260002.812791284,1834377.564402136,133678.71376729905,237115.79570102683,21351875.86942014,11667275.028647678,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002620103867949034,0.026201038679490342
2012,118,7328131.385629768,14274589.261591284,1834377.564402136,133678.71376729905,237115.79570102683,21373716.54142014,11679209.395847678,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002617426522197072,0.02617426522197072
2012,119,7335619.616029767,14289175.710391283,1834377.564402136,133678.71376729905,237115.79570102683,21395557.213420138,11691143.763047678,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026147546425360204,0.026147546425360203
2012,120,7343107.846429767,14303762.159191282,1834377.564402136,133678.71376729905,237115.79570102683,21417397.885420136,11703078.130247679,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026120882122435255,0.026120882122435254
2012,121,7350596.076829767,14318348.607991282,1834377.564402136,133678.71376729905,237115.79570102683,21439238.557420135,11715012.497447679,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026094272146653754,0.026094272146653757
2012,122,7358084.307229767,14332935.056791281,1834377.564402136,133678.71376729905,237115.79570102683,21461079.229420133,11726946.864647679,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026067716332151543,0.02606771633215154
2012,123,7365572.537629766,14347521.50559128,1834377.564402136,133678.71376729905,237115.79570102683,21482919.90142013,11738881.23184768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0026041214513738953,0.026041214513738954
2012,124,7373060.768029766,14362107.95439128,1834377.564402136,133678.71376729905,237115.79570102683,21504760.57342013,11750815.59904768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002601476652689742,0.02601476652689742
2012,125,7380548.998429766,14376694.40319128,1834377.564402136,133678.71376729905,237115.79570102683,21526601.245420128,11762749.96624768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025988372207776033,0.02598837220777603
