year,manure_P_applied,P_uptake,fert_P_leached,M_leach,DRP_drainage,M_DRP_runoff,fert_P_runoff,DRP_runoff,MIP_runoff,MOP_runoff,profile_P,STP
,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.020281463549408546,0.24850941906556878,0.0,0.07908221034842966,0.0,0.0,0.0,180.32666213142156
2010,0.0,21.54969028732114,0.0,0.0,0.058620175397421224,0.5513133948704512,0.0,0.24407951297906863,0.0,0.0,0.0,530.4540159916763
2011,0.0,27.869033166381882,0.0,0.0,0.04880110846403256,0.29231418873596604,0.0,0.12003242114335716,0.0,0.0,0.0,514.6568687157564
2012,0.0,19.742140433025856,0.0,0.0,0.018050072466184282,0.0691697532443311,0.0,0.016692757366921204,0.0,0.0,0.0,501.6993967983198
