year,j_day,manure_P_applied,labile_P,active_P,stable_P,org_P,P_uptake,fert_P_leached,M_leach,DRP_drainage,M_DRP_runoff,fert_P_runoff,DRP_runoff,MIP_runoff,MOP_runoff,WIP,WOP,profile_P,STP
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,326,0.0,84.86341641165004,187.71836878813716,749.8092458047918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.391031004579,539.4398234384154
2009,327,0.0,84.86236790342,187.71877624533957,749.8098868558194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.391031004579,539.4398234384154
2009,328,0.0,84.8613567520199,187.7191458421018,749.8105284104572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.391031004579,539.4398234384154
2009,329,0.0,84.86038218886236,187.7194784363338,749.8111703793828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.391031004579,539.4398234384154
2009,330,0.0,84.85856542423139,187.71816584545104,749.805347396261,0.0,0.0,0.0,0.0,0.0,0.011837024356223977,0.0,0.0008707231109971125,0.0,0.0,0.0,0.0,1022.3820786659435,539.4298524469118
2009,331,0.0,84.85763817332466,187.71845048437774,749.805990008241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.3820786659434,539.4269500685742
2009,332,0.0,84.85616982407075,187.71868747203797,749.806632803865,0.0,0.0,0.0,0.0,0.0005885659696716983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.3814900999737,539.4269500685742
2009,333,0.0,84.85351960190062,187.71889050066451,749.8072757013248,0.0,0.0,0.0,0.0,0.0018042960839107895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.37968580389,539.4269500685742
2009,334,0.0,84.85270683541674,187.71906034774148,749.8079186207317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.37968580389,539.4269500685742
2009,335,0.0,84.85192654648318,187.71919777333292,749.8085614840737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.3796858038899,539.4269500685742
2009,336,0.0,84.85117806717793,187.71930352153578,749.8092042151761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.3796858038899,539.4269500685742
2009,337,0.0,84.85046074229106,187.7193783219338,749.8098467396651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.37968580389,539.4269500685742
2009,338,0.0,84.84949957722267,187.71896383840837,749.8086527844891,0.0,0.0,0.0,0.0,0.0,0.011836209809562364,0.0,0.00027435364267828,0.0,0.0,0.0,0.0,1022.3771162001202,539.4243804648045
2009,339,0.0,84.84884265238392,187.71897886810052,749.8092946796357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.3771162001202,539.4243804648045
2009,340,0.0,84.8482150002344,187.71896504442367,749.8099361554621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.3771162001201,539.4243804648045
2009,341,0.0,84.84733143587641,187.71844529197818,749.8086661637685,0.0,0.0,0.0,0.0,0.0,0.011836136839525302,0.0,0.00028458314454389935,0.0,0.0,0.0,0.0,1022.3744428916232,539.4217071563075
2009,342,0.0,84.84672881724123,187.7183357228091,749.8091406572096,0.0,0.0,0.0,0.0,0.0,0.011836071538919007,0.0,3.0261612795983282e-05,0.0,0.0,0.0,0.0,1022.3742051972599,539.4212450511925
2009,343,0.0,84.83053401797302,187.68056582169672,749.6590673090111,0.0,0.0,0.0,0.0,0.0,0.01183200479136499,0.0,0.015649456799043934,0.0,0.0,0.0,0.0,1022.1701671486808,539.2169961439517
2009,344,0.0,84.82953865187886,187.6798659262588,749.6573718662479,0.0,0.0,0.0,0.0,0.0001305016503115575,0.011831701442495542,0.0,0.0003419465219354572,0.0,0.0,0.0,0.0,1022.1667764443855,539.2128948272378
2009,345,0.0,84.828912772926,187.6797227716171,749.6580103000983,0.0,0.0,0.0,0.0,0.00013059974416121823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.1666458446414,539.2125554376729
