county_code,gps_county,feed_id,neighbor_values,neighbor_distances
1001,"(32.55997272727273, -86.64500909090908)",53,"[np.float64(0.8625826685714286), np.float64(0.7884637371428571), np.float64(0.6903389628571429), np.float64(0.75624214)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",54,"[np.float64(0.8625826685714286), np.float64(0.7884637371428571), np.float64(0.6903389628571429), np.float64(0.75624214)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",55,"[np.float64(0.8625826685714286), np.float64(0.7884637371428571), np.float64(0.6903389628571429), np.float64(0.75624214)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",56,"[np.float64(0.8625826685714286), np.float64(0.7884637371428571), np.float64(0.6903389628571429), np.float64(0.75624214)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",61,"[np.float64(1.3648767640449435), np.float64(1.3703524561797753), np.float64(1.3704194370786518), np.float64(1.375225320224719)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",62,"[np.float64(1.3648767640449435), np.float64(1.3703524561797753), np.float64(1.3704194370786518), np.float64(1.375225320224719)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",63,"[np.float64(1.3648767640449435), np.float64(1.3703524561797753), np.float64(1.3704194370786518), np.float64(1.375225320224719)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",64,"[np.float64(1.3648767640449435), np.float64(1.3703524561797753), np.float64(1.3704194370786518), np.float64(1.375225320224719)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",65,"[np.float64(1.3648767640449435), np.float64(1.3703524561797753), np.float64(1.3704194370786518), np.float64(1.375225320224719)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",105,"[np.float64(0.6788902868131867), np.float64(0.903113745054945), np.float64(0.3224545021978022), np.float64(0.4984764846153846)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",106,"[np.float64(0.6788902868131867), np.float64(0.903113745054945), np.float64(0.3224545021978022), np.float64(0.4984764846153846)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",107,"[np.float64(0.6788902868131867), np.float64(0.903113745054945), np.float64(0.3224545021978022), np.float64(0.4984764846153846)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
1001,"(32.55997272727273, -86.64500909090908)",108,"[np.float64(0.6788902868131867), np.float64(0.903113745054945), np.float64(0.3224545021978022), np.float64(0.4984764846153846)]","[33.73222670183032, 43.69385967139232, 40.446901234936234, 38.53622122267954]"
