county_code,gps_county,feed_id,neighbor_values,neighbor_distances
4019,"(32.16647454545454, -111.07206000000002)",105,"[np.float64(0.2024658131868131), np.float64(0.1508544714285714)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",106,"[np.float64(0.2024658131868131), np.float64(0.1508544714285714)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",107,"[np.float64(0.2024658131868131), np.float64(0.1508544714285714)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",108,"[np.float64(0.2024658131868131), np.float64(0.1508544714285714)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",109,"[np.float64(0.1601598088888889), np.float64(1.3131792533333335)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",110,"[np.float64(0.1601598088888889), np.float64(1.3131792533333335)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",111,"[np.float64(0.1601598088888889), np.float64(1.3131792533333335)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",164,"[np.float64(0.39315572), np.float64(0.39315572)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",165,"[np.float64(0.39315572), np.float64(0.39315572)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",166,"[np.float64(0.39315572), np.float64(0.39315572)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",167,"[np.float64(0.39315572), np.float64(0.39315572)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",169,"[np.float64(0.39315572), np.float64(0.39315572)]","[93.29145532905099, 70.34455274951796]"
4019,"(32.16647454545454, -111.07206000000002)",170,"[np.float64(0.39315572), np.float64(0.39315572)]","[93.29145532905099, 70.34455274951796]"
