year,j_day,change in sw,runoff,evaporation,transpiration,drainage,precipitation,calculated water,difference
,,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2010,246,12.705216351201926,4.46966052910275,1.1131231196953206,0.0,0.0,18.288,18.287999999999997,3.552713678800501e-15
2010,247,-21.781302375646305,0.0,0.6620097869990346,0.0,21.881292588647316,0.762,0.7620000000000466,-4.6629367034256575e-14
2010,248,-0.8299159787261488,0.0,0.8299159787261206,0.0,0.0,0.0,-2.8199664825478976e-14,2.8199664825478976e-14
2010,249,-13.468304950247614,0.0,0.9080748743489883,0.0,12.560230075898655,0.0,3.019806626980426e-14,-3.019806626980426e-14
2010,250,-0.8800074928326751,0.0,0.7843592027362658,0.0,0.09564829009639246,0.0,-1.6833756610878936e-14,1.6833756610878936e-14
2010,251,-0.5893015263014831,0.0,0.5893015263014926,0.0,0.0,0.0,9.43689570931383e-15,-9.43689570931383e-15
2010,252,-0.6108842678164024,0.0,0.6108842678163783,0.0,0.0,0.0,-2.4091839634365897e-14,2.4091839634365897e-14
2010,253,-0.47526895458477725,0.0,0.47526895458478263,0.0,0.0,0.0,5.384581669432009e-15,-5.384581669432009e-15
2010,254,2.5967211927044787,0.0,0.7052788072955015,0.0,0.0,3.302,3.30199999999998,1.9984014443252818e-14
2010,255,-0.8503867882322709,0.0,0.8503867882322897,0.0,0.0,0.0,1.887379141862766e-14,-1.887379141862766e-14
2010,256,-0.8312127444651196,0.0,0.831212744465144,0.0,0.0,0.0,2.4424906541753444e-14,-2.4424906541753444e-14
2010,257,-0.6640092689183348,0.0,0.6640092689183084,0.0,0.0,0.0,-2.6423307986078726e-14,2.6423307986078726e-14
2010,258,-0.6090531803107524,0.0,0.6090531803107617,0.0,0.0,0.0,9.325873406851315e-15,-9.325873406851315e-15
2010,259,1.179635592570122,0.0,0.5983644074298659,0.0,0.0,1.778,1.777999999999988,1.199040866595169e-14
2010,260,-0.4703222030658196,0.0,0.4703222030658221,0.0,0.0,0.0,2.4980018054066022e-15,-2.4980018054066022e-15
2010,261,7.2517919357115375,0.0,0.6222080642884817,0.0,0.0,7.874,7.874000000000019,-1.9539925233402755e-14
2010,262,-0.4886041150353151,0.0,0.48860411503529005,0.0,0.0,0.0,-2.503552920529728e-14,2.503552920529728e-14
2010,263,-0.3289578004884106,0.0,0.3289578004884221,0.0,0.0,0.0,1.149080830487037e-14,-1.149080830487037e-14
2010,264,-4.106166845759134,0.0,0.6907361090404259,0.0,3.415430736718701,0.0,-7.105427357601002e-15,7.105427357601002e-15
2010,265,0.4163166514474028,0.0,0.5996833485525931,0.0,0.0,1.016,1.015999999999996,3.9968028886505635e-15
2010,266,-0.786453684450521,0.0,0.7864536844505203,0.0,0.0,0.0,-6.661338147750939e-16,6.661338147750939e-16
2010,267,6.786403224760562,0.0,1.0875967752394398,0.0,0.0,7.874,7.874000000000002,-2.6645352591003757e-15
2010,268,-0.7390510755048183,0.0,0.7390510755048129,0.0,0.0,0.0,-5.440092820663267e-15,5.440092820663267e-15
2010,269,-0.64561170916528,0.0,0.6456117091652875,0.0,0.0,0.0,7.549516567451064e-15,-7.549516567451064e-15
2010,270,-5.598458888324473,0.0,0.6974507089795892,0.0,4.90100817934488,0.0,-2.6645352591003757e-15,2.6645352591003757e-15
2010,271,-0.6871979725429185,0.0,0.6871979725429377,0.0,0.0,0.0,1.9206858326015208e-14,-1.9206858326015208e-14
2010,272,-0.6785978882305415,0.0,0.6785978882305436,0.0,0.0,0.0,2.1094237467877974e-15,-2.1094237467877974e-15
2010,273,-0.7483467575241889,0.0,0.7483467575241893,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16
2010,274,-0.6467323778416585,0.0,0.6467323778416485,0.0,0.0,0.0,-9.992007221626409e-15,9.992007221626409e-15
2010,275,0.09076024231822544,0.0,0.6712397576817727,0.0,0.0,0.762,0.7619999999999981,1.887379141862766e-15
2010,276,-0.39352572368147776,0.0,0.39352572368148653,0.0,0.0,0.0,8.770761894538737e-15,-8.770761894538737e-15
2010,277,-0.413345611370147,0.0,0.4133456113701402,0.0,0.0,0.0,-6.827871601444713e-15,6.827871601444713e-15
2010,278,-0.487732326624041,0.0,0.4877323266240277,0.0,0.0,0.0,-1.326716514427062e-14,1.326716514427062e-14
2010,279,-0.5091022757304984,0.0,0.5091022757305019,0.0,0.0,0.0,3.552713678800501e-15,-3.552713678800501e-15
2010,280,-0.584070551176552,0.0,0.5840705511765394,0.0,0.0,0.0,-1.2656542480726785e-14,1.2656542480726785e-14
2010,281,-0.5074961225941195,0.0,0.5074961225941246,0.0,0.0,0.0,5.10702591327572e-15,-5.10702591327572e-15
2010,282,-0.5332186551557072,0.0,0.533218655155705,0.0,0.0,0.0,-2.220446049250313e-15,2.220446049250313e-15
2010,283,-0.5769085874297843,0.0,0.5769085874297956,0.0,0.0,0.0,1.1213252548714081e-14,-1.1213252548714081e-14
2010,284,-0.5384137375211537,0.0,0.5384137375211476,0.0,0.0,0.0,-6.106226635438361e-15,6.106226635438361e-15
2010,285,-0.4409172079595862,0.0,0.4409172079595807,0.0,0.0,0.0,-5.495603971894525e-15,5.495603971894525e-15
2010,286,0.3158507063355671,0.0,0.44614929366444406,0.0,0.0,0.762,0.7620000000000111,-1.1102230246251565e-14
2010,287,-0.3252263793040413,0.0,0.3252263793040314,0.0,0.0,0.0,-9.880984919163893e-15,9.880984919163893e-15
2010,288,-0.3214282080397197,0.0,0.3214282080397193,0.0,0.0,0.0,-4.440892098500626e-16,4.440892098500626e-16
2010,289,-0.29060134839096463,0.0,0.2906013483909486,0.0,0.0,0.0,-1.6042722705833512e-14,1.6042722705833512e-14
2010,290,-0.3528218707457995,0.0,0.3528218707458209,0.0,0.0,0.0,2.1371793224034263e-14,-2.1371793224034263e-14
2010,291,-0.22184196535921785,0.0,0.22184196535921466,0.0,0.0,0.0,-3.191891195797325e-15,3.191891195797325e-15
2010,292,-0.239849074744086,0.0,0.23984907474408135,0.0,0.0,0.0,-4.6629367034256575e-15,4.6629367034256575e-15
2010,293,-0.21979904315013243,0.0,0.21979904315011942,0.0,0.0,0.0,-1.301736496372996e-14,1.301736496372996e-14
2010,294,-0.2803641606779337,0.0,0.2803641606779402,0.0,0.0,0.0,6.494804694057166e-15,-6.494804694057166e-15
2010,295,-0.17149220157649836,0.0,0.17149220157649767,0.0,0.0,0.0,-6.938893903907228e-16,6.938893903907228e-16
2010,296,1.8197528915864893,0.0,0.21224710841350874,0.0,0.0,2.032,2.0319999999999983,1.7763568394002505e-15
2010,297,15.694633987127219,1.1554005080124534,0.16796550486033282,0.0,0.0,17.018,17.018000000000004,-3.552713678800501e-15
2010,298,3.9569758878336643,0.0,0.36102411216633695,0.0,0.0,4.318,4.318000000000001,-1.7763568394002505e-15
2010,299,14.92603029713618,3.4176916746593258,0.4522780282044701,0.0,0.0,18.796,18.795999999999975,2.4868995751603507e-14
2010,300,-4.7363749752634305,0.0,0.3268944083572084,0.0,5.6794805669062445,1.27,1.2700000000000227,-2.2648549702353193e-14
2010,301,-4.316499379152759,0.0,0.3614705489017023,0.0,3.9550288302510612,0.0,4.440892098500626e-15,-4.440892098500626e-15
2010,302,-15.23935560101765,0.0,0.3105602428478961,0.0,14.92879535816975,0.0,-3.552713678800501e-15,3.552713678800501e-15
2010,303,-1.279770167353007,0.0,0.33732100965368855,0.0,0.9424491576993218,0.0,3.219646771412954e-15,-3.219646771412954e-15
2010,304,-0.43191738111292466,0.0,0.4319173811129284,0.0,0.0,0.0,3.7192471324942744e-15,-3.7192471324942744e-15
2010,305,-0.2848567412716818,0.0,0.2848567412716984,0.0,0.0,0.0,1.659783421814609e-14,-1.659783421814609e-14
2010,306,-0.30847666414715036,0.0,0.30847666414712893,0.0,0.0,0.0,-2.142730437526552e-14,2.142730437526552e-14
2010,307,0.2121251266314914,0.0,0.2958748733685208,0.0,0.0,0.508,0.5080000000000122,-1.2212453270876722e-14
2010,308,-0.35058123027752686,0.0,0.3505812302775333,0.0,0.0,0.0,6.439293542825908e-15,-6.439293542825908e-15
2010,309,0.291443099587525,0.0,0.2165569004124693,0.0,0.0,0.508,0.5079999999999943,5.662137425588298e-15
2010,310,-0.1788042906428018,0.0,0.17880429064278852,0.0,0.0,0.0,-1.326716514427062e-14,1.326716514427062e-14
2010,311,-0.2683637886331667,0.0,0.26836378863318067,0.0,0.0,0.0,1.3988810110276972e-14,-1.3988810110276972e-14
2010,312,-0.3152850790227717,0.0,0.31528507902278174,0.0,0.0,0.0,1.0047518372857667e-14,-1.0047518372857667e-14
2010,313,-0.40052295129888194,0.0,0.4005229512988625,0.0,0.0,0.0,-1.942890293094024e-14,1.942890293094024e-14
2010,314,-0.40190013768088306,0.0,0.4019001376808979,0.0,0.0,0.0,1.482147737874584e-14,-1.482147737874584e-14
2010,315,-0.3495761471679657,0.0,0.3495761471679819,0.0,0.0,0.0,1.6209256159527285e-14,-1.6209256159527285e-14
2010,316,1.045114223102189,0.0,0.22488577689780812,0.0,0.0,1.27,1.2699999999999971,2.886579864025407e-15
