year,j_day,NO3_L1,NO3_L2,NO3_L3,NH4_L1,NH4_L2,NH4_L3,ActiveN_L1,ActiveN_L2,ActiveN_L3,StableN_L1,StableN_L2,StableN_L3,FreshN,Nitri_L1,Nitri_L2,Nitri_L3,Volati_L1,Volati_L2,Volati_L3,Denitri_L1,Denitri_L2,Denitri_L3,Tot_Nitri_Vol_L1,Tot_Nitri_Vol_L2,Tot_Nitri_Vol_L3,N_trans_L1,N_trans_L2,N_trans_L3,NO3_runoff,NH4_runoff,NO3_perc_L1,NO3_perc_L2,NO3_perc_L3,NH4_perc_L1,NH4_perc_L2,NH4_perc_L3,active_perc_L1,active_perc_L2,active_perc_L3,NH4_erosion,activeN_erosion,stableN_erosion,freshN_erosion
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg,kg,kg,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha
2009,273,11.08034241967976,14.40384319961168,11.325399722193165,0.19765750271666577,0.3261449135991665,0.5446572742909034,35.767376464336,35.939853528675634,35.95769809508409,1763.9190289425696,1763.9994686714113,1763.9995338901683,0.0,0.004846350803491196,0.006698013820528768,0.008476284327992412,0.0007233887761294604,5.312711862138439e-07,4.29760448979517e-09,0,0.017518909093321485,0.01132904151434931,0.005569739579620656,0.006698545091714982,0.008476288625596903,-0.00011323243812011243,-2.9481198262180898e-05,-2.0733639130044143e-05,0.0,0.0,0.13895245722557284,0.1947198325881238,0,0.0024578158978459594,0.011209917434872025,0,0.008862254098449733,0.024181159477799318,0,0,0,0,0.0
2009,274,11.083436778477493,14.339843894285648,11.241678849015186,0.19543508413465657,0.31892681361934194,0.5251740967270039,35.766141004979374,35.930025545178445,35.94120318268379,1763.9189151055925,1763.9994343724352,1763.999505070267,0.0,0.0030943587977337273,0.004683259387300069,0.006629444230998463,0.0004773561180125775,3.640384345326918e-07,3.2405025938850613e-09,0,0,0.008414507024388874,0.003571714915746305,0.004683623425734602,0.006629447471501057,-0.00011383697710458592,-3.42989760749515e-05,-2.881990113818347e-05,0.0,0.0,0,0.06868256471333198,0.15061837509792042,0,0.0038308542389805613,0.01787783896486718,0,0.008565904788373586,0.023896382456329954,0,0,0,0.0
2009,275,11.045407471387138,14.343892962141753,11.19428625003187,0.18928074437163597,0.3160958504585157,0.5143139726502017,35.764294434758376,35.92884200465591,35.9315877015995,1763.8683763404388,1763.999399493583,1763.9994715367588,0.0,0.0014866741339797213,0.00404906785610503,0.005855177051529963,0.00040994344008306115,3.146793397550636e-07,2.8094633954360386e-09,0.009786164730017208,0,0,0.0018966175740627825,0.004049382535444785,0.0058551798609933585,-0.00011423660867711988,-3.487885208047601e-05,-3.353350833800278e-05,0.029729816494318072,0.005190710716259052,0,0,0.05324777603484391,0,0,0.006146364463502142,0,0,0.008507594344942922,5.384230935814287e-06,0.001022434071435729,0.05042452854510702,0.0
2009,276,8.356051617958737,17.02102268331883,11.19894414300726,0.1426441391640724,0.36070037669305205,0.5106842482855273,35.58951079330827,36.101903325834364,35.930593551301314,1763.8681764190026,1763.9994494566997,1763.9994375162134,0.0,0.0019603247898261193,0.0016439797985315805,0.004657892975388821,0.0002998085596386023,2.444162138044762e-07,2.2327707907431183e-09,0.005586900680509867,0.010243536159174385,0,0.0022601333494647216,0.001644224214745385,0.0046578952081596115,-0.0001999214361870645,4.9963116650167196e-05,-3.402054529714178e-05,0.0,0.0,2.685729277537716,0,0,0.04546664325768704,0,0,0.17389339148670296,0,0,0,0,0,0.0
2009,277,8.014616333607313,15.707833170862363,12.845645912687004,0.1363852926115326,0.2778311217663131,0.5960097681488399,35.55951134634261,35.95511800090898,36.104876610486244,1763.8679617926311,1763.9994274592468,1763.9994889365735,0.0,0.0013045688121540175,0.0028853890337111857,0.002110536921544993,0.0001887624728124161,2.386067731465775e-07,1.9394131677582763e-09,0,0.008086983130527189,0.006136538765030672,0.0014933312849664338,0.0028856276404843322,0.002110538860958161,-0.00021462637140413337,-2.1997452873504248e-05,5.142035995250126e-05,0.0,0.0,0.34273985316357897,1.6507277715232291,0,0.005788673605055187,0.08673900564009356,0,0.029190914999579834,0.17503153262905935,0,0,0,0,0.0
2009,278,8.015604826320821,15.453661148893492,11.855264545170545,0.1361597486349689,0.26550880309547,0.4608031632507494,35.5588160325041,35.92492645619782,35.95836692314444,1763.8677468275362,1763.9993906609045,1763.999468531478,0.0,0.0009884927135092234,0.001991807692359459,0.0038133608339394618,0.00014733019646778972,1.542434891211838e-07,1.949241592127038e-09,0,0,0.004877067879330376,0.001135822909977013,0.0019919619358485805,0.003813362783181054,-0.00021496509489580377,-3.679834224323713e-05,-2.0405095521764454e-05,0.0,0.0,0,0.25616382966123186,1.2454814901322995,0,0.011244558047140162,0.14350208162567044,0,0.029314141741258536,0.1749799527149648,0,0,0,0.0
2009,279,8.013064813990233,15.455430609116789,11.665156660802749,0.136034991968044,0.26462050584579955,0.4400748220332029,35.55820295966253,35.924082367934794,35.92826497241674,1763.867531564039,1763.9993534491243,1763.9994333693996,0.0,0.0008177973607457578,0.0017694602232976814,0.002957638153868784,0.00013529564490078383,1.370694907331913e-07,1.4157574637582564e-09,0.003357809691333694,0,0,0.0009530930056465416,0.0017695972927884147,0.002957639569626248,-0.00021526349715432619,-3.7211780093243766e-05,-3.516207824891808e-05,0.0,0.0,0,0,0.19306552252166648,0,0,0.01863563186309793,0,0,0.029272182590765194,0,0,0,0.0
2009,280,7.342645332839982,16.119409275451446,11.667743163475413,0.12468219755023052,0.2752957328050328,0.43831586081058027,35.49833550876214,35.98262949628019,35.92747297972194,1763.8672869532634,1763.9993449398735,1763.9993978194066,0.0,0.0007518410367821569,0.0013790705986875896,0.002586502672663125,0.00011997518546658793,1.2321911095053578e-07,1.237891604087612e-09,0.0027304930406220063,0.005841233410442971,0,0.0008718162222487448,0.0013791938177985402,0.0025865039105547293,-0.0002446107756269976,-8.509250846866509e-06,-3.554999312687869e-05,0.0,0.0,0.6684408291464116,0,0,0.011274101861178273,0,0,0.05931893801040068,0,0,0,0,0,0.0
2009,281,6.863177983114438,16.06429997140398,12.197128923528975,0.11659312466055578,0.26023293839329104,0.4595713515900017,35.45140218504385,35.96901324602445,35.986035000508465,1763.8670193363323,1763.9993297554743,1763.999390979227,0.0,0.0006689900374553451,0.0013494693323845572,0.002056602636715954,9.839160475225557e-05,1.1647196805221913e-07,1.1362097726691567e-09,0,0.005289046463366148,0.003976909262636647,0.0007673816422076007,0.0013495858043526094,0.0020566037729257266,-0.00026761693115741537,-1.518439920236233e-05,-6.84017963293627e-06,0.0,0.0,0.4801363397629998,0.5313060666794844,0,0.008102064481582872,0.02257171206225426,0,0.046420567415333965,0.059295563096990515,0,0,0,0,0.0
2009,282,6.8637036231662965,15.647523622773637,12.212334658044071,0.11670702624713847,0.242915668732591,0.43755442739221345,35.450954902934136,35.92152770621361,35.972954619303145,1763.866751502803,1763.9992912919056,1763.9993777265868,0.0,0.0005256400518584831,0.0012025011906119463,0.0019337510843496497,7.55740006257679e-05,9.29850806773797e-08,1.032163347454886e-09,0,0,0.0034498599685243033,0.000601214052484251,0.0012025941756926236,0.0019337521165129971,-0.0002678335293549822,-3.846356865871713e-05,-1.325264012739126e-05,0.0,0.0,0,0.41797884982095496,0.40125700642168416,0,0.01684808886766681,0.03763204970921225,0,0.04679058999684042,0.05918343508202228,0,0,0,0.0
