year,manure_N_applied,NO3_runoff,NH4_runoff,NH4_erosion,active_N_erosion,stable_N_erosion,fresh_N_erosion,NO3_drainage,NH4_drainage,active_N_drainage,fresh_N,profile_N
,kg,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg,kg
2009,0.0,0.706404294865607,0.04514201662264935,4.898316412274495e-05,0.0,0.0,0.0,43.06649029915777,0.7957076216357521,0.0,0.0,35.82754151677479
2010,101040.0,29.28239434739098,72.8764442118093,0.013952412057701431,41.22253908826887,7.2709831404331595,0.033398197876035374,264.4025150542145,37.86913002252936,23.07133896118212,195.45921519861338,615.2218803840941
2011,100520.0,73.22194078592757,177.43917830393633,0.018214136730015713,20.948724890193457,7.525823898772353,0.28395640819174084,1787.5302866541847,295.1194432555322,138.07809196844443,1382.3033804840527,3890.7357547063343
2012,104160.0,16.13008205941813,61.31677560249207,0.006760215481855601,7.022454326829816,3.3035447452097597,0.11380724795551969,1325.218619034737,193.3375136276518,95.74921290705358,1643.215148581543,5716.770973530418
