id,breed,birth_date,days_born,birth_weight,body_weight,wean_weight,mature_body_weight,events
372036,HO,0,57,43.417403556958,84.6639369360679,0,784.072849136153,No Events
372039,HO,0,57,42.3641907210147,82.6101719059785,0,581.277804932757,No Events
372041,HO,0,57,44.9816286729565,87.7141759122654,0,816.226498290715,No Events
372045,HO,0,57,43.0411524935317,83.9302473623869,0,675.035777264854,No Events
372049,HO,0,57,45.8250147536331,89.3587787695847,0,629.583162959111,No Events
372051,HO,0,57,42.5495038200184,82.971532449036,0,846.463774584513,No Events
372052,HO,0,57,45.3166365191479,88.3674412123384,0,835.986218122794,No Events
372053,HO,0,57,42.3228589686235,82.5295749888159,0,819.930814969027,No Events
372059,HO,0,57,44.0171804221695,85.8335018232304,0,688.187913445695,No Events
372143,HO,0,56,44.2926426726675,85.6324425004905,0,778.500137806922,No Events
372144,HO,0,56,45.7211242848565,88.3941736173891,0,825.355698670692,No Events
372145,HO,0,56,43.4000953508391,83.9068510116222,0,833.460432846776,No Events
372146,HO,0,56,44.0219447822932,85.1090932457669,0,704.978139629122,No Events
372149,HO,0,56,42.8184368239287,82.7823111929287,0,926.54882630251,No Events
372150,HO,0,56,43.4430898368746,83.9899736846241,0,648.988932982542,No Events
372153,HO,0,56,44.8324745109646,86.6761173878647,0,696.609061232588,No Events
372154,HO,0,56,42.9042887849732,82.9482916509483,0,717.410501387876,No Events
372155,HO,0,56,44.5581284609474,86.1457150244984,0,605.917333186161,No Events
372157,HO,0,56,44.0050430204026,85.0764165061119,0,717.294570154969,No Events
372158,HO,0,56,44.945544793594,86.8947199342818,0,924.784256908741,No Events
372159,HO,0,56,45.5097623206997,87.9855404866862,0,665.186834122624,No Events
372162,HO,0,56,42.520447635172,82.2061987613326,0,740.697906355486,No Events
372165,HO,0,56,43.9501994629965,84.9703856284598,0,682.494314324448,No Events
372166,HO,0,56,42.1250219808697,81.4417091630149,0,766.352110077538,No Events
372167,HO,0,56,44.6611089755159,86.3448106859975,0,899.159662553029,No Events
372170,HO,0,56,43.9721108896258,85.0127477199434,0,804.368986932096,No Events
372172,HO,0,56,44.566488662419,86.161878080677,0,799.521223225597,No Events
372174,HO,0,56,44.4257973801856,85.8898749350256,0,815.43621456463,No Events
372249,HO,0,55,43.4488412833615,83.2769457931094,0,922.002848101953,No Events
372251,HO,0,55,43.463361296491,83.3047758182745,0,797.696976486911,No Events
372253,HO,0,55,42.7269269529206,81.8932766597647,0,778.432905867024,No Events
372256,HO,0,55,43.3642788274802,83.1148677526706,0,792.128719012479,No Events
372257,HO,0,55,44.1496221106315,84.6201090453772,0,694.304703642499,No Events
372260,HO,0,55,42.3130448781352,81.1000026830923,0,739.909482492409,No Events
372261,HO,0,55,42.5186146726475,81.4940114559076,0,675.245644109345,No Events
372262,HO,0,55,43.5902756522549,83.5480283334885,0,820.641301697985,No Events
372265,HO,0,55,42.6569106959605,81.7590788339242,0,672.458114144308,No Events
372266,HO,0,55,44.7918364306885,85.8510198254864,0,732.472652321609,No Events
372267,HO,0,55,44.9626246362829,86.1783638862087,0,696.95858362803,No Events
372268,HO,0,55,44.3772724357912,85.0564388352664,0,567.414581453486,No Events
372270,HO,0,55,44.5188195827158,85.3277375335385,0,776.359920465459,No Events
372271,HO,0,55,42.801395343162,82.0360077410604,0,773.308977484873,No Events
372272,HO,0,55,44.1519480015602,84.6245670029905,0,831.294062748675,No Events
372274,HO,0,55,44.8420274377786,85.9472192557424,0,734.972140914756,No Events
372275,HO,0,55,43.5577780318068,83.4857412276296,0,807.164423911721,No Events
372276,HO,0,55,43.8060493603802,83.9615946073955,0,824.101759632926,No Events
372277,HO,0,55,44.0133682024748,84.3589557214101,0,676.044379435342,No Events
372280,HO,0,55,45.3882018202896,86.9940534888884,0,682.632944295005,No Events
372282,HO,0,55,43.5547110449774,83.4798628362067,0,723.783122293674,No Events
372284,HO,0,55,44.0057331900282,84.3443219475542,0,724.400986802398,No Events
372286,HO,0,55,44.2121332007444,84.7399219680936,0,750.710314711957,No Events
372287,HO,0,55,42.0869164873963,80.6665899341762,0,811.778350064199,No Events
372289,HO,0,55,44.4960397399371,85.284076168213,0,646.141838408257,No Events
372361,HO,0,54,45.5189622119834,86.4860282027682,0,667.843059376627,No Events
372363,HO,0,54,44.8284157388966,85.1739899039035,0,756.339055955488,No Events
372365,HO,0,54,43.403698602868,82.467027345449,0,657.092630170707,No Events
372369,HO,0,54,45.72242308979,86.8726038706009,0,801.967049058286,No Events
372371,HO,0,54,43.7209231585567,83.0697540012577,0,702.300190346349,No Events
372373,HO,0,54,45.1842936919186,85.8501580146455,0,770.732551833831,No Events
372374,HO,0,54,43.1737354211096,82.0300973001083,0,610.132017410514,No Events
372376,HO,0,54,43.1805597204187,82.0430634687955,0,838.447312445198,No Events
372378,HO,0,54,44.4440497708858,84.4436945646832,0,686.892991503685,No Events
372386,HO,0,54,44.1657945737648,83.9150096901532,0,726.245074263708,No Events
372387,HO,0,54,44.1082057881486,83.8055909974825,0,772.372389915309,No Events
372390,HO,0,54,44.8626807418087,85.2390934094366,0,812.929584460767,No Events
372391,HO,0,54,42.7737755852479,81.270173611971,0,708.932126724541,No Events
372466,HO,0,53,42.1120891635886,79.3111012580918,0,705.983127099873,No Events
372468,HO,0,53,43.7328537616789,82.363541251162,0,580.58709516521,No Events
372469,HO,0,53,43.8808283589286,82.6422267426488,0,777.880181360534,No Events
372471,HO,0,53,43.4863095457375,81.8992163111388,0,880.411535890213,No Events
372472,HO,0,53,43.5339188738941,81.988880545834,0,714.654473587772,No Events
372475,HO,0,53,43.4351196479338,81.8028086702753,0,691.169074396301,No Events
372476,HO,0,53,44.6315270830961,84.0560426731644,0,601.591157209832,No Events
372481,HO,0,53,43.0299496379218,81.0397384847529,0,748.979985910069,No Events
372482,HO,0,53,43.2958005238061,81.5404243198348,0,779.183311864002,No Events
372485,HO,0,53,43.1976352055855,81.3555463038527,0,699.969641358625,No Events
372487,HO,0,53,45.0443141833871,84.8334583787122,0,646.281759584997,No Events
372488,HO,0,53,43.7605578470983,82.4157172787017,0,713.46462488748,No Events
372492,HO,0,53,43.6868606954526,82.2769209764356,0,681.931248529052,No Events
372493,HO,0,53,44.602487830919,84.0013520815642,0,647.747980602864,No Events
372558,HO,0,52,43.7808932640114,81.7243340928211,0,891.916771012493,No Events
372560,HO,0,52,43.0826112958124,80.4208744188497,0,834.311347823656,No Events
372561,HO,0,52,42.7366944994638,79.7751630656656,0,813.813266423433,No Events
372564,HO,0,52,43.9074684517267,81.9606077765567,0,700.810752214579,No Events
372566,HO,0,52,44.6112819687928,83.2743930084133,0,766.544078239002,No Events
372569,HO,0,52,43.149586259946,80.5458943518991,0,863.32461656286,No Events
372571,HO,0,52,43.5761444788631,81.3421363605444,0,695.812658997593,No Events
372573,HO,0,52,44.6131880611576,83.2779510474941,0,702.296962569184,No Events
372575,HO,0,52,44.110641013717,82.339863225605,0,756.452914779862,No Events
372579,HO,0,52,43.5125773005432,81.2234776276805,0,676.847555450224,No Events
372659,HO,0,51,44.421771493105,82.1802772622444,0,772.038478086681,No Events
372662,HO,0,51,45.5302142755828,84.2308964098284,0,756.094900877005,No Events
372673,HO,0,51,44.207368402343,81.7836315443346,0,682.849431332664,No Events
372675,HO,0,51,44.6877486552183,82.6723350121539,0,637.763609741417,No Events
372677,HO,0,51,44.6848287447788,82.6669331778407,0,796.687244739396,No Events
372685,HO,0,51,44.5038597934679,82.3321406179154,0,734.93050095448,No Events
372688,HO,0,51,45.2215639048172,83.6598932239117,0,726.800170156855,No Events
372690,HO,0,51,43.0011282965968,79.5520873487042,0,753.248555423985,No Events
372692,HO,0,51,45.1877600969075,83.5973561792789,0,792.907813386093,No Events
372693,HO,0,51,43.2109860425489,79.9403241787155,0,719.67459514172,No Events
372699,HO,0,51,44.4784362036837,82.285106976815,0,767.81393979876,No Events
372700,HO,0,51,45.36310118356,83.921737189586,0,749.318200379201,No Events
372702,HO,0,51,44.9488957621489,83.1554571599754,0,694.043929972915,No Events
372705,HO,0,51,44.5071545860298,82.3382359841552,0,784.14984040489,No Events
372769,HO,0,50,42.9785195127713,78.7939524400806,0,682.964176086662,No Events
372772,HO,0,50,45.1209896917567,82.7218144348873,0,656.497745774751,No Events
372773,HO,0,50,43.7902888532984,80.282196231047,0,738.703630545623,No Events
372774,HO,0,50,45.0931892226085,82.6708469081157,0,595.332412989355,No Events
372776,HO,0,50,43.7834540809885,80.2696658151457,0,727.180940446305,No Events
372777,HO,0,50,44.1291312003848,80.9034072007057,0,811.612764619856,No Events
372779,HO,0,50,42.9024891591756,78.6545634584887,0,708.068144483138,No Events
372782,HO,0,50,45.5020909801949,83.4205001303571,0,732.907585629822,No Events
372784,HO,0,50,42.7279007579239,78.3344847228605,0,666.753474184203,No Events
372793,HO,0,50,42.8617802780883,78.5799305098286,0,744.522782983136,No Events
372799,HO,0,50,42.79111912392,78.4503850605201,0,654.147002384094,No Events
372800,HO,0,50,45.352481226908,83.1462155826647,0,694.779145748963,No Events
372802,HO,0,50,44.0418703255106,80.7434289301029,0,727.186646380393,No Events
372803,HO,0,50,42.9035124889807,78.6564395631314,0,838.685515254101,No Events
372804,HO,0,50,45.125260235262,82.7296437646469,0,614.183374320755,No Events
372806,HO,0,50,44.3275142629173,81.267109482015,0,750.284869730534,No Events
372807,HO,0,50,44.0917207689636,80.8348214097667,0,792.203372287839,No Events
372884,HO,0,49,42.9477239300196,78.0216984728691,0,748.934142421453,No Events
372885,HO,0,49,42.1491100466035,76.5708832513295,0,786.809358047669,No Events
372888,HO,0,49,44.4299265803289,80.7143666209308,0,686.19925419762,No Events
372889,HO,0,49,44.0038688482548,79.9403617409962,0,880.624263445362,No Events
372892,HO,0,49,44.6050681146653,81.0325404083087,0,813.232759684962,No Events
372899,HO,0,49,44.6213695827319,81.062154741963,0,694.169051720893,No Events
372901,HO,0,49,42.5938281861347,77.3787878714779,0,805.939346385954,No Events
372902,HO,0,49,42.6678240502135,77.5132136912213,0,669.92604693762,No Events
372905,HO,0,49,43.7523279914556,79.4833958511445,0,764.784898339939,No Events
372906,HO,0,49,43.30068628376,78.6629134154974,0,778.076263506293,No Events
372907,HO,0,49,42.9982656344706,78.1135159026216,0,769.67649324248,No Events
372912,HO,0,49,43.8532028674476,79.6666518758631,0,829.483860358058,No Events
372979,HO,0,48,43.6954065478364,78.6517317861055,0,749.408482578801,No Events
372981,HO,0,48,44.2855893865724,79.7140608958302,0,668.012558297276,No Events
372984,HO,0,48,44.4680833313631,80.0425499964536,0,785.127434009975,No Events
372985,HO,0,48,44.0082600821917,79.2148681479451,0,726.584600233406,No Events
372988,HO,0,48,42.9127847714767,77.2430125886581,0,683.390809730818,No Events
372994,HO,0,48,44.7755582018003,80.5960047632407,0,659.604125784016,No Events
372997,HO,0,48,44.7216394697781,80.4989510456006,0,653.441866427192,No Events
372998,HO,0,48,42.7835562165366,77.0104011897658,0,621.609255690918,No Events
373008,HO,0,48,44.6848432952079,80.4327179313741,0,724.504308306586,No Events
373009,HO,0,48,43.9070508792737,79.0326915826928,0,779.206667619904,No Events
373010,HO,0,48,42.9741121896847,77.3534019414326,0,729.325087476,No Events
373012,HO,0,48,42.8737068176028,77.172672271685,0,727.296246988782,No Events
373014,HO,0,48,43.8987120299385,79.0176816538893,0,727.969892381809,No Events
373017,HO,0,48,43.3825177199751,78.0885318959551,0,707.125110428217,No Events
373019,HO,0,48,43.7872046418164,78.8169683552695,0,732.444099113029,No Events
373095,HO,0,47,44.0162247991218,78.495600891767,0,765.200068741644,No Events
373101,HO,0,47,45.2477091363953,80.6917479599048,0,677.853770631143,No Events
373105,HO,0,47,45.5702456106343,81.2669380056312,0,803.514783776227,No Events
373107,HO,0,47,44.5672604631523,79.4782811592882,0,685.07879387919,No Events
373108,HO,0,47,44.2377964583272,78.8907370173502,0,683.538943020773,No Events
373109,HO,0,47,44.3753076287149,79.1359652712083,0,772.493455419508,No Events
373110,HO,0,47,44.8776349375918,80.0317823053722,0,563.264190589678,No Events
373111,HO,0,47,45.5015991460635,81.1445184771466,0,707.544550862795,No Events
373119,HO,0,47,43.4677979691239,77.5175730449376,0,724.724543550181,No Events
373120,HO,0,47,43.5626000111227,77.6866366865022,0,678.686082457409,No Events
373122,HO,0,47,42.8233352998823,76.36828128479,0,792.059177974947,No Events
373124,HO,0,47,44.1271725367324,78.6934576905061,0,806.768461103484,No Events
373203,HO,0,46,45.2450491279388,79.9329201260251,0,692.173276057285,No Events
373204,HO,0,46,44.1234394392798,77.9514096760611,0,759.724451103982,No Events
373206,HO,0,46,42.3303471091992,74.7836132262519,0,736.102117291782,No Events
373208,HO,0,46,43.5722640305038,76.9776664538899,0,695.845806357701,No Events
373209,HO,0,46,44.7560850747317,79.069083632026,0,642.787567903857,No Events
373211,HO,0,46,42.2103561262476,74.5716291563709,0,702.661721759742,No Events
373213,HO,0,46,43.4776816761557,76.8105709612086,0,890.898592789897,No Events
373214,HO,0,46,42.4218997097293,74.9453561538551,0,778.908817188192,No Events
373215,HO,0,46,44.5804133930362,78.7587303276971,0,784.358258620497,No Events
373216,HO,0,46,43.8222106934646,77.4192388917874,0,589.338300472818,No Events
373224,HO,0,46,43.4627581853085,76.7842061273783,0,753.38726897923,No Events
373226,HO,0,46,44.1343596225053,77.9707019997594,0,668.784557531306,No Events
373227,HO,0,46,43.91574720079,77.5844867213955,0,633.742379899303,No Events
373229,HO,0,46,44.4429410567265,78.51586253355,0,596.079094340106,No Events
373231,HO,0,46,43.8775393938701,77.5169862625038,0,657.636753177219,No Events
373232,HO,0,46,42.9172459456403,75.8204678372977,0,872.965635875016,No Events
373234,HO,0,46,44.0960522719101,77.9030256803745,0,757.715741006165,No Events
373236,HO,0,46,45.8729033803955,81.0421293053652,0,875.273325152452,No Events
373299,HO,0,45,44.7586409842734,78.3276217224784,0,761.774396929629,No Events
373300,HO,0,45,43.943720458223,76.9015108018903,0,759.316811480648,No Events
373303,HO,0,45,42.8633273667342,75.0108228917849,0,705.533383639022,No Events
373307,HO,0,45,45.2766708181981,79.2341739318466,0,685.874724569306,No Events
373310,HO,0,45,42.6625761467676,74.6595082568433,0,555.111230949565,No Events
373312,HO,0,45,44.6177533754456,78.0810684070298,0,818.034399206703,No Events
373317,HO,0,45,43.9783011055087,76.9620269346402,0,683.097047123782,No Events
373318,HO,0,45,42.6296208549192,74.6018364961086,0,668.009434088524,No Events
373320,HO,0,45,44.9147836994268,78.6008714739969,0,720.376596011799,No Events
373322,HO,0,45,43.5587476453836,76.2278083794213,0,636.114595158545,No Events
373326,HO,0,45,43.5475362683428,76.2081884695999,0,772.543913202725,No Events
373329,HO,0,45,45.8560708576429,80.248124000875,0,715.832342860764,No Events
373331,HO,0,45,43.0150325737426,75.2763070040495,0,687.597755620875,No Events
373401,HO,0,44,42.0529469400673,72.8917746961167,0,729.49208626831,No Events
373402,HO,0,44,42.5398054680212,73.7356628112365,0,755.452640633914,No Events
373404,HO,0,44,43.0209566928749,74.5696582676499,0,684.277990782157,No Events
373405,HO,0,44,45.2240618273686,78.3883738341056,0,711.871306305272,No Events
373407,HO,0,44,43.6868160226047,75.7238144391815,0,715.381670442444,No Events
373408,HO,0,44,42.8224408670988,74.2255641696379,0,723.07937624043,No Events
373409,HO,0,44,44.2215610722367,76.6507058585437,0,662.646934901055,No Events
373412,HO,0,44,43.9847602685231,76.2402511321067,0,601.628912483501,No Events
373413,HO,0,44,43.0612927042577,74.6395740207134,0,704.104363730248,No Events
373417,HO,0,44,43.9870556710746,76.2442298298625,0,747.388481378431,No Events
373421,HO,0,44,45.150175938567,78.2603049601828,0,656.509064822768,No Events
373423,HO,0,44,44.1910691682619,76.5978532249873,0,694.474553604218,No Events
373425,HO,0,44,43.477405136737,75.3608355703441,0,850.852275853088,No Events
373427,HO,0,44,45.2159747557965,78.3743562433806,0,670.537061020552,No Events
373497,HO,0,43,42.9505687272414,73.731809648431,0,715.741488427494,No Events
373502,HO,0,43,43.3756120514535,74.4614673549951,0,882.305511537196,No Events
373503,HO,0,43,44.0013547035482,75.5356589077578,0,857.215873575754,No Events
373505,HO,0,43,44.4085401621945,76.2346606117671,0,683.110449456888,No Events
373507,HO,0,43,42.5321941743656,73.0135999993276,0,734.71878949237,No Events
373512,HO,0,43,43.4627113790426,74.6109878673563,0,689.431166957069,No Events
373515,HO,0,43,42.3717347404913,72.7381446378435,0,615.063741242957,No Events
373519,HO,0,43,44.5965495473512,76.5574100562863,0,701.717958408777,No Events
373521,HO,0,43,44.3711692466549,76.1705072067577,0,729.942850170619,No Events
373523,HO,0,43,44.9287495420061,77.1276867137771,0,674.687893927506,No Events
373524,HO,0,43,44.2528954220712,75.9674704745555,0,700.847591618554,No Events
373525,HO,0,43,42.7148581704003,73.3271731925205,0,802.88533424771,No Events
373529,HO,0,43,42.8241479499433,73.5147873140691,0,696.443558786042,No Events
373530,HO,0,43,43.2632123864189,74.2685145966858,0,720.004608622591,No Events
373533,HO,0,43,45.7977749794345,78.619513714696,0,910.459862936263,No Events
373603,HO,0,42,44.1709800070788,75.090666012034,0,639.023556907206,No Events
373605,HO,0,42,44.7630166952691,76.0971283819575,0,766.08960350834,No Events
373610,HO,0,42,44.534668229751,75.7089359905766,0,690.839396705815,No Events
373614,HO,0,42,44.9311466935151,76.3829493789758,0,702.303180015286,No Events
373615,HO,0,42,44.3425210220087,75.3822857374149,0,774.021950029883,No Events
373618,HO,0,42,44.5178906231387,75.6804140593356,0,772.059267249347,No Events
373619,HO,0,42,44.6287979418932,75.8689565012185,0,736.243386315753,No Events
373620,HO,0,42,43.4469708566134,73.8598504562427,0,663.488309390488,No Events
373622,HO,0,42,44.7587484888884,76.0898724311101,0,759.375495871556,No Events
373623,HO,0,42,44.5562264144204,75.7455849045149,0,679.099056436474,No Events
373624,HO,0,42,43.7497725170318,74.374613278954,0,634.715112028492,No Events
373625,HO,0,42,43.7220715361417,74.3275216114409,0,685.838348468813,No Events
373626,HO,0,42,44.6942699661176,75.9802589423999,0,737.825607513653,No Events
373627,HO,0,42,43.1038033803897,73.2764657466623,0,832.35911524484,No Events
373628,HO,0,42,44.2498499696568,75.2247449484166,0,801.502703844073,No Events
373636,HO,0,42,44.292065348421,75.2965110923156,0,741.495780070205,No Events
373637,HO,0,42,44.0182551578491,74.8310337683435,0,724.777159469576,No Events
373639,HO,0,42,42.6875784889686,72.5688834312466,0,781.136191718989,No Events
373716,HO,0,41,44.3878352412212,74.7195226560558,0,704.746806428802,No Events
373718,HO,0,41,43.2672024430165,72.8331241124111,0,683.768269546789,No Events
373720,HO,0,41,45.0421987173484,75.8210345075363,0,698.927079046854,No Events
373721,HO,0,41,43.6289680584826,73.442096231779,0,764.090225083684,No Events
373725,HO,0,41,42.5305417957446,71.5930786895034,0,693.316477236336,No Events
373726,HO,0,41,43.1754723775874,72.6787118356054,0,770.512406599788,No Events
373729,HO,0,41,44.6779984816818,75.207964110831,0,858.244713427613,No Events
373736,HO,0,41,44.7293875440757,75.2944690325273,0,650.541744862925,No Events
373737,HO,0,41,44.263360912956,74.5099908701427,0,760.999366002605,No Events
373741,HO,0,41,43.3881063410381,73.0366456740807,0,687.578515806562,No Events
373742,HO,0,41,42.4589905590721,71.4726341077714,0,767.863325806497,No Events
373743,HO,0,41,44.57017954328,75.0264688978547,0,699.429246192283,No Events
373745,HO,0,41,43.8618980139986,73.834194990231,0,611.366812620387,No Events
373749,HO,0,41,43.0504786888621,72.4683057929179,0,708.418160556297,No Events
373757,HO,0,41,43.2426060381939,72.7917201642931,0,754.728267083476,No Events
373760,HO,0,41,45.0998647834049,75.9181057187316,0,754.400781622478,No Events
373843,HO,0,40,44.5363749115969,74.2272915193282,0,852.151822178311,No Events
373844,HO,0,40,43.5456448448608,72.5760747414346,0,721.546933966979,No Events
373845,HO,0,40,44.3764553390718,73.9607588984528,0,858.320121968039,No Events
373850,HO,0,40,44.1949383856266,73.658230642711,0,801.121033026859,No Events
373856,HO,0,40,43.2496221362828,72.0827035604713,0,895.327632080724,No Events
373857,HO,0,40,42.8980649451819,71.4967749086365,0,657.043419481992,No Events
373858,HO,0,40,43.7208950215578,72.8681583692632,0,676.290933595066,No Events
373859,HO,0,40,45.5793669353994,75.965611558999,0,675.159516928314,No Events
373860,HO,0,40,42.7127178057575,71.1878630095958,0,650.387395744262,No Events
373862,HO,0,40,43.8705944187279,73.1176573645465,0,782.622354545533,No Events
373864,HO,0,40,44.2266193866048,73.7110323110079,0,824.468562841763,No Events
373865,HO,0,40,44.2751859072107,73.791976512018,0,768.59798198724,No Events
373866,HO,0,40,43.2705822325647,72.1176370542745,0,674.833073325597,No Events
373867,HO,0,40,42.8474358634354,71.4123931057258,0,660.796780678754,No Events
373868,HO,0,40,42.5841148052879,70.9735246754799,0,725.413552554965,No Events
373869,HO,0,40,43.7288560828027,72.8814268046711,0,710.652986327139,No Events
373870,HO,0,40,43.180823830578,71.96803971763,0,745.474386856007,No Events
373872,HO,0,40,43.3112412036254,72.1854020060424,0,690.435261397952,No Events
373945,HO,0,39,43.4321391644014,71.6630296212622,0,716.094156520966,No Events
373947,HO,0,39,45.2932773582541,74.7339076411192,0,640.142692585478,No Events
373948,HO,0,39,44.9616257217963,74.1866824409639,0,734.645677530514,No Events
373949,HO,0,39,43.9607804642373,72.5352877659915,0,796.421892525121,No Events
373952,HO,0,39,44.6897093898472,73.7380204932478,0,631.297896904962,No Events
373953,HO,0,39,44.0666799927689,72.7100219880687,0,780.24264945,No Events
373964,HO,0,39,44.8552643532749,74.0111861829035,0,777.868093909571,No Events
373965,HO,0,39,42.6949990616471,70.4467484517178,0,917.821618287264,No Events
373966,HO,0,39,42.1935841353773,69.6194138233727,0,746.223540169419,No Events
373968,HO,0,39,43.6942112418094,72.0954485489855,0,740.640515888134,No Events
373970,HO,0,39,43.0261781811971,70.9931939989753,0,709.513453636688,No Events
373971,HO,0,39,45.6931487267312,75.3936953991064,0,674.551747972785,No Events
373975,HO,0,39,45.4002523650216,74.9104164022858,0,552.998370362887,No Events
373977,HO,0,39,44.3857719746286,73.2365237581372,0,747.309301964252,No Events
374045,HO,0,38,44.7397768211615,73.0749688078972,0,833.191834888842,No Events
374048,HO,0,38,43.9457717415269,71.7780938444939,0,711.242842887329,No Events
374051,HO,0,38,44.2537235444802,72.2810817893177,0,685.886117145707,No Events
374057,HO,0,38,43.619816390079,71.2457001037957,0,755.758077831684,No Events
374058,HO,0,38,44.4759254056543,72.6440114959021,0,610.432595395923,No Events
374059,HO,0,38,44.6389308839123,72.9102537770567,0,650.132437236079,No Events
374060,HO,0,38,45.3803572675067,74.1212502035944,0,644.56728193649,No Events
374067,HO,0,38,42.175804857472,68.8871479338708,0,655.781266853364,No Events
374070,HO,0,38,42.835504591365,69.9646574992295,0,816.568882465556,No Events
374071,HO,0,38,43.7083774154016,71.3903497784892,0,766.616012409432,No Events
374145,HO,0,37,44.4935925699589,71.9313079881002,0,835.239099853392,No Events
374146,HO,0,37,42.8751411221183,69.3148114807579,0,653.550306691976,No Events
374149,HO,0,37,43.2960994886897,69.9953608400484,0,720.163523385473,No Events
374151,HO,0,37,43.449908290844,70.2440184035311,0,671.422440038759,No Events
374152,HO,0,37,44.921128948614,72.6224918002594,0,752.181838671693,No Events
374154,HO,0,37,43.1641508042783,69.78204380025,0,758.782675252261,No Events
374155,HO,0,37,45.1594686985268,73.0078077292848,0,754.452697685314,No Events
374156,HO,0,37,45.3369953398862,73.294809132816,0,694.461156492244,No Events
374159,HO,0,37,42.6533903557977,68.9563144085395,0,621.91876560904,No Events
374160,HO,0,37,42.6190139516242,68.9007392217925,0,723.335296991716,No Events
374163,HO,0,37,42.9742497250371,69.4750370554768,0,736.263884073323,No Events
374166,HO,0,37,45.6329495994481,73.7732685191077,0,806.079111766633,No Events
374249,HO,0,36,43.3941356127442,69.4306169803908,0,711.905897477592,No Events
374255,HO,0,36,42.4478913230673,67.9166261169078,0,797.423007306018,No Events
374256,HO,0,36,45.0867796975238,72.138847516038,0,706.329654892023,No Events
374261,HO,0,36,44.0835988450052,70.5337581520082,0,707.900310777738,No Events
374263,HO,0,36,44.3316346819488,70.9306154911182,0,737.86066638161,No Events
374264,HO,0,36,42.7540442553041,68.4064708084866,0,725.071135155057,No Events
374265,HO,0,36,42.899378224931,68.6390051598896,0,665.792876542995,No Events
