year,j_day,num_animals_in_pen,average_growth,average_milk,average_p_animal,average_p_req
,,,kg,kg,g,g
2009,330,177,0.08047782970334821,0.0,2630.7684573239217,14.377214301130591
2009,331,177,0.08047782970334821,0.0,2616.470557449517,14.377450617779692
2009,332,177,0.08047782970334821,0.0,2602.172416380031,14.377689425574081
2009,333,177,0.08047782970334821,0.0,2587.8740341151233,14.377928234389204
2009,334,177,0.08047782970334821,0.0,2573.5784177608957,14.369217322674862
2009,335,182,0.07826690031589359,0.0,2488.9725020243027,14.369456494102877
2009,336,182,0.07826690031589359,0.0,2474.7487467538285,14.2958034726854
2009,337,182,0.07826690031589359,0.0,2460.524756795086,14.29603607525442
2009,338,182,0.07826690031589359,0.0,2446.3005321477826,14.296268678715064
2009,339,182,0.07826690031589359,0.0,2432.0760728116165,14.296501283066869
2009,340,182,0.07826690031589359,0.0,2417.851381297716,14.296731376878455
2009,341,182,0.07826690031589359,0.0,2403.6264586625216,14.296960414847412
2009,342,189,0.07536812623011976,0.0,2300.904813353819,14.297193021869946
2009,343,189,0.07536812623011976,0.0,2286.7859858955762,14.18881399204737
2009,344,189,0.07536812623011976,0.0,2272.66693243921,14.189037985707332
2009,345,189,0.07536812623011976,0.0,2258.547652984438,14.189261980222794
2009,346,189,0.07536812623011976,0.0,2244.428147530968,14.189485975593314
2009,347,189,0.07536812623011976,0.0,2230.3084160785106,14.189709971818461
2009,348,189,0.07536812623011976,0.0,2216.188458626785,14.189933968897785
2009,349,193,0.07380609252586857,0.0,2156.429483600853,14.190157966830856
2009,350,193,0.07380609252586857,0.0,2142.3614836035545,14.13687766187125
2009,351,193,0.07380609252586857,0.0,2128.2932622900667,14.137097019030916
2009,352,193,0.07380609252586857,0.0,2114.224819660112,14.137316377025334
2009,353,193,0.07380609252586857,0.0,2100.1561557133978,14.137535735854074
2009,354,193,0.07380609252586857,0.0,2086.087270449657,14.137755095516717
2009,355,193,0.07380609252586857,0.0,2072.0181638686036,14.137974456012824
2009,356,199,0.07158078320348057,0.0,1995.90000733938,14.138193817341973
2009,357,199,0.07158078320348057,0.0,1981.9190016660486,14.048289626094714
2009,358,199,0.07158078320348057,0.0,1967.9377813474775,14.04850237512904
2009,359,199,0.07158078320348057,0.0,1953.9563463833915,14.048715124970048
2009,360,199,0.07158078320348057,0.0,1939.9746967735202,14.048927875617307
2009,361,199,0.07158078320348057,0.0,1925.992832517598,14.049140627070424
2009,362,199,0.07158078320348057,0.0,1912.0135409254663,14.041061409867918
2009,363,208,0.0684835377764069,0.0,1815.907386513627,14.041274496909814
2009,364,208,0.0684835377764069,0.0,1802.0635329114189,13.892140057076368
2009,365,208,0.0684835377764069,0.0,1788.2194736077695,13.892344623655381
2010,1,208,0.0684835377764069,0.0,1774.375208602505,13.892549190717277
2010,2,208,0.0684835377764069,0.0,1760.5338969486875,13.883355419288424
2010,3,208,0.0684835377764069,0.0,1746.692379465745,13.883560365875358
2010,4,208,0.0684835377764069,0.0,1732.850658205943,13.883763260439167
2010,5,219,0.0650437253766787,0.0,1632.6656808743421,13.883965527496246
2010,6,219,0.0650437253766787,0.0,1618.9344378139194,13.77203283529363
2010,7,219,0.0650437253766787,0.0,1605.2029992623375,13.772227489185976
2010,8,219,0.0650437253766787,0.0,1591.471365219478,13.772422143434424
2010,9,219,0.0650437253766787,0.0,1577.7395378528058,13.772614630453374
2010,10,219,0.0650437253766787,0.0,1564.0075149946153,13.772809285413468
2010,11,219,0.0650437253766787,0.0,1550.275298981476,13.773001604042342
2010,12,223,0.06387702178247819,0.0,1508.981547760602,13.773193868800854
2010,13,223,0.06387702178247819,0.0,1495.275193958395,13.746731422537218
2010,14,223,0.06387702178247819,0.0,1481.5686481708049,13.746922587231175
2010,15,223,0.06387702178247819,0.0,1467.8619103977153,13.747113752273629
2010,16,223,0.06387702178247819,0.0,1454.1549806390146,13.747304917664406
2010,17,223,0.06387702178247819,0.0,1440.4478588945792,13.747496083403332
2010,18,223,0.06387702178247819,0.0,1426.7433473534786,13.73934740073113
2010,19,232,0.061399033868502734,0.0,1358.2223729442064,13.739538903174903
2010,20,232,0.061399033868502734,0.0,1344.6035774952188,13.65293598027815
2010,21,232,0.061399033868502734,0.0,1330.9845973993133,13.653120054234291
2010,22,232,0.061399033868502734,0.0,1317.365432656411,13.653304128433488
2010,23,232,0.061399033868502734,0.0,1303.7460832664278,13.653488202875618
2010,24,232,0.061399033868502734,0.0,1290.1265492292848,13.653672277560549
2010,25,232,0.061399033868502734,0.0,1276.5089967007282,13.647409460124743
2010,26,239,0.05960073580540851,0.0,1225.9027023979554,13.647593794990204
2010,27,239,0.05960073580540851,0.0,1212.3652603779215,13.566894411147151
2010,28,239,0.05960073580540851,0.0,1198.8299565674617,13.560175925888908
2010,29,239,0.05960073580540851,0.0,1185.297024292439,13.552763018422407
2010,30,239,0.05960073580540851,0.0,1171.76391249713,13.552942538710978
2010,31,239,0.05960073580540851,0.0,1158.2306211815292,13.55312205899955
2010,32,239,0.05960073580540851,0.0,1144.6971503456411,13.553301579288123
2010,33,244,0.058379409252018996,0.0,1107.9838537752,13.553479113379185
2010,34,244,0.058379409252018996,0.0,1094.499724055301,13.503890793698005
2010,35,244,0.058379409252018996,0.0,1081.0154184938087,13.504066635292139
2010,36,244,0.058379409252018996,0.0,1067.5309370907232,13.50424247688627
2010,37,244,0.058379409252018996,0.0,1054.0462798460433,13.504418318480397
2010,38,244,0.058379409252018996,0.0,1040.5614467597684,13.504594160074536
2010,39,244,0.058379409252018996,0.0,1027.0764378319009,13.504770001668666
2010,40,254,0.05608100731296313,0.0,973.6859768194337,13.504945843262796
2010,41,254,0.05608100731296313,0.0,960.2807058359836,13.424918798650177
2010,42,254,0.05608100731296313,0.0,946.8752681128425,13.425085538340356
2010,43,254,0.05608100731296313,0.0,933.4696614710058,13.42525445703708
2010,44,254,0.05608100731296313,0.0,920.0638859104716,13.425423375733807
2010,45,254,0.05608100731296313,0.0,906.6579414312431,13.425592294430531
2010,46,254,0.05608100731296313,0.0,893.2518280333144,13.425761213127256
2010,47,265,-0.12642877851558335,0.0,764.1523931588324,13.425930131823987
2010,48,265,-0.12642877851558335,0.0,750.8373755871152,13.334535509117913
2010,49,265,-0.12642877851558335,0.0,737.5221961084202,13.334697416095153
2010,50,265,-0.12642877851558335,0.0,724.2068547227482,13.334859323072395
2010,51,265,-0.12642877851558335,0.0,710.891351430099,13.335021230049632
2010,52,265,-0.12642877851558335,0.0,697.5756862304712,13.335183137026869
2010,53,265,-0.12642877851558335,0.0,684.2598591238673,13.33534504400411
2010,54,273,0.052177933543929064,0.0,651.2824077626436,13.335506950981348
2010,55,273,0.052177933543929064,0.0,638.0414171845135,13.26040187393048
2010,56,273,0.052177933543929064,0.0,624.8002694439318,13.260559036380913
2010,57,273,0.052177933543929064,0.0,611.5589662962776,13.260714443455125
2010,58,273,0.052177933543929064,0.0,598.3175059861711,13.26087160590556
2010,59,273,0.052177933543929064,0.0,585.0758885136161,13.261028768355992
2010,60,273,0.052177933543929064,0.0,571.8341138786096,13.261185930806427
2010,61,282,-0.19558717505888695,0.0,540.7646874225611,13.261341478780842
2010,62,282,-0.19558717505888695,0.0,527.5855108460274,13.198498876933408
2010,63,282,-0.19558717505888695,0.0,514.4061821228681,13.198651023560958
2010,64,282,-0.19558717505888695,0.0,501.22670125307883,13.198803170188503
2010,65,282,-0.19558717505888695,0.0,488.0470682366628,13.19895531681605
2010,66,282,-0.19558717505888695,0.0,474.8672865977536,13.199103939308774
2010,67,282,-0.19558717505888695,0.0,461.68735473724496,13.199254160909328
2010,68,292,0.04878279403250902,0.0,394.7023381772082,13.199406307536877
2010,69,292,0.04878279403250902,0.0,381.59408612670506,13.127472313902967
2010,70,292,0.04878279403250902,0.0,368.48568714007473,13.127619250029573
2010,71,292,0.04878279403250902,0.0,355.3771412173189,13.127766186156178
2010,72,292,0.04878279403250902,0.0,342.2684483584367,13.127913122282779
2010,73,292,0.04878279403250902,0.0,329.1596085634254,13.128060058409384
2010,74,292,0.04878279403250902,0.0,316.05062183229035,13.128206994535988
2010,75,299,0.04764072193141349,0.0,295.8491454436203,13.128353930662591
2010,76,299,0.04764072193141349,0.0,282.78856519238786,13.079731827832756
2010,77,299,0.04764072193141349,0.0,269.72784144500525,13.07987532398315
2010,78,299,0.04764072193141349,0.0,256.6669742014719,13.080018820133546
2010,79,299,0.04764072193141349,0.0,243.60596346178676,13.08016231628394
2010,80,299,0.04764072193141349,0.0,230.5448092259537,13.080305812434338
2010,81,299,0.04764072193141349,0.0,217.4835114939676,13.080449308584736
2010,82,304,0.046857157425962616,0.0,201.0598296862288,13.08059280473513
2010,83,304,0.046857157425962616,0.0,188.02428408466105,13.054661108367673
2010,84,304,0.046857157425962616,0.0,174.9885989660598,13.054800625400699
2010,85,304,0.046857157425962616,0.0,161.95277271144303,13.054941761417044
2010,86,304,0.046857157425962616,0.0,148.91680532081023,13.055082897433385
2010,87,304,0.046857157425962616,0.0,135.8806967941607,13.055224033449731
2010,88,304,0.046857157425962616,0.0,122.84444713149409,13.055365169466072
2010,89,313,0.04550982702074324,0.0,61.36412695029494,13.055506305482414
2010,90,313,0.04550982702074324,0.0,48.37559940618897,13.007575302705735
2010,91,313,0.04550982702074324,0.0,35.3869347842908,13.007712380497967
2010,92,313,0.04550982702074324,0.0,22.398133084600353,13.0078494582902
2010,93,313,0.04550982702074324,0.0,9.409194307117122,13.007986536082432
2010,94,313,0.04550982702074324,0.0,-3.5798795929935756,13.008121658711485
2010,95,313,0.04550982702074324,0.0,-16.56909057089753,13.008258736503715
2010,96,321,-0.1110663316022419,0.0,-52.19548169954883,13.008394534733338
2010,97,321,-0.1110663316022419,0.0,-65.1511825314807,12.974701169131245
2010,98,321,-0.1110663316022419,0.0,-78.10701549113202,12.974833296851783
2010,99,321,-0.1110663316022419,0.0,-91.06298211230666,12.974966958375049
2010,100,321,-0.1110663316022419,0.0,-104.01908239500575,12.975100619898317
2010,101,321,-0.1110663316022419,0.0,-116.9753163392269,12.975234281421582
2010,102,321,-0.1110663316022419,0.0,-129.93168394497226,12.975367942944848
2010,103,337,0.0422687710904826,0.0,-320.85531454610583,12.975501604468116
2010,104,337,0.0422687710904826,0.0,-333.76873688895205,12.932361052246451
2010,105,337,0.0422687710904826,0.0,-346.6822865473738,12.932488367822026
2010,106,337,0.0422687710904826,0.0,-359.5959635213715,12.9326156833976
2010,107,337,0.0422687710904826,0.0,-372.50976781094505,12.932742998973174
2010,108,337,0.0422687710904826,0.0,-385.4236994160938,12.93287031454875
2010,109,337,0.0422687710904826,0.0,-398.33775833681807,12.932997630124323
2010,110,354,0.05077758826550121,0.0,-598.4863759045924,12.933124945699898
2010,111,354,0.05077758826550121,0.0,-611.4729872864054,13.07133597211249
2010,112,354,0.05077758826550121,0.0,-624.4602197499878,13.072881033063506
2010,113,354,0.05077758826550121,0.0,-637.4480749341067,13.074430310892856
2010,114,354,0.05077758826550121,0.0,-650.4365543131362,13.075983312489145
2010,115,354,0.05077758826550121,0.0,-663.4256591928747,13.077539532277058
2010,116,354,0.05077758826550121,0.0,-676.4153907063908,13.079098452326267
2010,117,370,0.06592493414035544,0.0,-990.7504235067471,13.080659542473924
2010,118,370,0.06592493414035544,0.0,-1003.8681127802529,13.332876913936724
2010,119,370,0.06592493414035544,0.0,-1016.9872693481218,13.336848230382381
2010,120,370,0.06592493414035544,0.0,-1030.1078962312256,13.340826913251796
2010,121,370,0.06592493414035544,0.0,-1043.2299950932056,13.344810739971246
2010,122,370,0.06592493414035544,0.0,-1056.3535690030092,13.348800231585287
2010,123,370,0.06592493414035544,0.0,-1069.4786196533375,13.35279310893562
2010,124,389,0.08741924570661587,0.0,-1509.281081919136,13.35678798923114
2010,125,389,0.08741924570661587,0.0,-1522.6204315865987,13.71332029941711
2010,126,389,0.08741924570661587,0.0,-1535.9622938337372,13.720271857411989
2010,127,389,0.08741924570661587,0.0,-1549.3066712464336,13.727228083449022
2010,128,389,0.08741924570661587,0.0,-1562.6535655668229,13.73418644941239
2010,129,389,0.08741924570661587,0.0,-1576.0029776766448,13.741144377593423
2010,130,389,0.08741924570661587,0.0,-1589.3549066928579,13.748098353575655
2010,131,413,0.11612669098687019,0.0,-2174.9904405001457,13.754859893376645
2010,132,413,0.11612669098687019,0.0,-2188.633112918157,14.239112350139365
2010,133,413,0.11612669098687019,0.0,-2202.2796625017213,14.249951845496799
2010,134,413,0.11612669098687019,0.0,-2215.9300899972436,14.260788797224452
2010,135,413,0.11612669098687019,0.0,-2229.584393711371,14.271618031879424
2010,136,413,0.11612669098687019,0.0,-2243.24257113875,14.2824359555356
2010,137,413,0.11612669098687019,0.0,-2256.9046204004576,14.293240365614679
2010,138,448,0.1486046142112045,0.0,-2953.38832794365,14.30402538846396
2010,139,448,0.1486046142112045,0.0,-2967.3338569399825,14.809398177060848
2010,140,448,0.1486046142112045,0.0,-2981.2848079537994,14.824637688733729
2010,141,448,0.1486046142112045,0.0,-2995.2349405083305,14.82129760443067
2010,142,448,0.1486046142112045,0.0,-3009.1904351593917,14.836345246036228
2010,143,448,0.1486046142112045,0.0,-3023.1512845437232,14.851364150866072
2010,144,448,0.1486046142112045,0.0,-3037.1174792573156,14.866348208286327
2010,145,475,0.07699326095964164,0.0,-3337.8419985179075,14.881290034224891
2010,146,475,0.07699326095964164,0.0,-3351.9181871200644,15.082754554362928
2010,147,475,0.07699326095964164,0.0,-3366.000315534896,15.09942820884514
2010,148,475,0.07699326095964164,0.0,-3380.0883702057986,15.116051962788944
2010,149,475,0.07699326095964164,0.0,-3394.182333474815,15.132617038178504
2010,150,475,0.07699326095964164,0.0,-3408.2708726938818,15.115448155579136
2010,151,475,0.07699326095964164,0.0,-3422.3595672255788,15.11487319039761
2010,152,500,0.08237235604887017,0.0,-3667.321916329358,15.130807880958923
2010,153,500,0.08237235604887017,0.0,-3681.5341380893246,15.311100436240999
2010,154,500,0.08237235604887017,0.0,-3695.7524797210267,15.328211401449733
2010,155,500,0.08237235604887017,0.0,-3709.9711038847736,15.327939180160678
2010,156,500,0.08237235604887017,0.0,-3724.195743022705,15.344719249239542
2010,157,500,0.08237235604887017,0.0,-3738.4263632984757,15.361390021287905
2010,158,500,0.08237235604887017,0.0,-3752.6629281859273,15.377943446490796
2010,159,524,0.20365516101418266,0.0,-4086.863228867666,15.39437140909694
2010,160,524,0.20365516101418266,0.0,-4101.296506575404,15.69478253322103
2010,161,524,0.20365516101418266,0.0,-4115.736358349126,15.713118510499491
2010,162,524,0.20365516101418266,0.0,-4130.178549574402,15.71885559257132
2010,163,524,0.20365516101418266,0.0,-4181.66556829761,15.743490868391044
2010,164,524,0.20365516101418266,0.0,-4234.6289016660885,14.89860534594995
2010,165,524,0.20365516101418266,0.0,-4288.170885526165,15.787030366317147
2010,166,550,0.21102027943848775,0.0,-4402.958719978373,15.868905767503078
2010,167,550,0.21102027943848775,0.0,-4453.490540938317,15.766706285950637
2010,168,550,0.21102027943848775,0.0,-4504.620510920762,14.934978710276244
2010,169,550,0.21102027943848775,0.0,-4628.952315276531,14.114872426722755
2010,170,550,0.21102027943848775,0.0,-4679.291770261438,15.890842868872106
2010,171,550,0.21102027943848775,0.0,-4694.016521826399,15.934187227816256
2010,172,550,0.21102027943848775,0.0,-4781.066705122685,15.976472730952935
2010,173,569,0.2173827870411542,0.0,-4703.636196205746,14.207238409435792
2010,174,569,0.2173827870411542,0.0,-4754.783765159401,15.824637209707854
2010,175,569,0.2173827870411542,0.0,-4876.924180816297,15.895230786510604
2010,176,569,0.2173827870411542,0.0,-4891.5768637609535,15.936332877372783
2010,177,569,0.2173827870411542,0.0,-4975.14242469732,15.164282457101297
2010,178,569,0.2173827870411542,0.0,-5066.330855078189,14.318562456343315
2010,179,569,0.2173827870411542,0.0,-5081.174667573103,16.02699504398644
2010,180,586,0.2248456722467504,0.0,-4952.326104416024,16.030170740989323
2010,181,586,0.2248456722467504,0.0,-5002.668485962934,15.822121178031484
2010,182,586,0.2248456722467504,0.0,-5127.722832133062,15.122794408279175
2010,183,586,0.2248456722467504,0.0,-5249.10683363719,15.977600082521889
2010,184,586,0.2248456722467504,0.0,-5405.57251498958,15.223803811773527
2010,185,586,0.2248456722467504,0.0,-5489.659066742355,16.161626607574224
2010,186,586,0.2248456722467504,0.0,-5536.684121558773,16.250994305120972
2010,187,587,0.2178889960238352,0.0,-4978.128362697244,16.372409009243395
2010,188,587,0.2178889960238352,0.0,-5101.275333362387,14.894221313643065
2010,189,587,0.2178889960238352,0.0,-5224.362339172139,14.869581759952835
2010,190,587,0.2178889960238352,0.0,-5388.768812456618,14.114940451697809
2010,191,587,0.2178889960238352,0.0,-5437.441671225072,15.91345676384145
2010,192,587,0.2178889960238352,0.0,-5529.773040957297,14.29556846018748
2010,193,587,0.2178889960238352,0.0,-5620.522290615016,15.234530224566747
2010,194,587,0.20558336388692958,0.0,-4811.0814652948675,16.09586944805772
2010,195,587,0.20558336388692958,0.0,-4979.737917667511,13.819271118317728
2010,196,587,0.20558336388692958,0.0,-5033.729220530837,14.699558279382993
2010,197,587,0.20558336388692958,0.0,-5288.581443697635,13.134534117887236
2010,198,587,0.20558336388692958,0.0,-5417.961255377112,15.760932855090706
2010,199,587,0.20558336388692958,0.0,-5470.064307502396,14.952547832785804
2010,200,587,0.20558336388692958,0.0,-5521.67099250728,15.900390877330985
2010,201,595,0.18736136784593088,0.0,-4634.922433205004,14.249334273443722
2010,202,595,0.18736136784593088,0.0,-4766.7487388898335,13.49749888372677
2010,203,595,0.18736136784593088,0.0,-4901.3729046648,14.367835850710073
2010,204,595,0.18736136784593088,0.0,-4985.485383005447,15.337813897896735
2010,205,595,0.18736136784593088,0.0,-5229.2287001553705,12.810838750911344
2010,206,595,0.18736136784593088,0.0,-5321.784419301461,14.749257411157023
2010,207,595,0.18736136784593088,0.0,-5462.333647398046,13.961237393847988
2010,208,594,0.16872809180077608,0.0,-4497.037925095023,15.726649105233719
2010,209,594,0.16872809180077608,0.0,-4510.963654943937,14.900501309717837
2010,210,594,0.16872809180077608,0.0,-4568.576608750882,14.931635116209302
2010,211,594,0.16872809180077608,0.0,-4623.8430370404485,14.080016262393276
2010,212,594,0.16872809180077608,0.0,-4723.99589926032,14.084309170370965
2010,213,594,0.16872809180077608,0.0,-4771.927524353391,14.118216173140691
2010,214,594,0.16872809180077608,0.0,-4825.619675013992,14.199997200889879
2010,215,606,0.07357182642459831,0.0,-4573.397225730546,14.221461762982845
2010,216,606,0.07357182642459831,0.0,-4665.407825978004,13.948469531450606
2010,217,606,0.07357182642459831,0.0,-4712.117270301823,14.819829771368141
2010,218,606,0.07357182642459831,0.0,-4800.864469611411,14.883739736825351
2010,219,606,0.07357182642459831,0.0,-4976.634518705782,12.466671350047575
2010,220,606,0.07357182642459831,0.0,-5032.607437943418,14.203504588796823
2010,221,606,0.07357182642459831,0.0,-5172.4090940419865,13.432967965060001
2010,222,619,0.15523366866797808,0.0,-4648.451849716237,14.21836258273743
2010,223,619,0.15523366866797808,0.0,-4737.313755884008,14.607007769400445
2010,224,619,0.15523366866797808,0.0,-4871.698241851046,13.092601925974783
2010,225,619,0.15523366866797808,0.0,-4929.620128256864,14.680519703811692
2010,226,619,0.15523366866797808,0.0,-5069.783412813573,13.096344155355055
2010,227,619,0.15523366866797808,0.0,-5128.160339463088,13.941140568102787
2010,228,619,0.15523366866797808,0.0,-5353.292426334241,13.204141945407828
2010,229,625,0.12993857192433042,0.0,-4433.652654475212,13.41721913015606
2010,230,625,0.12993857192433042,0.0,-4484.720890604833,14.161346557968596
2010,231,625,0.12993857192433042,0.0,-4622.361821408606,13.344751065344928
2010,232,625,0.12993857192433042,0.0,-4675.807160771911,13.457411874800318
2010,233,625,0.12993857192433042,0.0,-4770.512817285271,13.484347405182346
2010,234,625,0.12993857192433042,0.0,-4871.911295824872,13.518420124608031
2010,235,625,0.12993857192433042,0.0,-5044.978214800945,13.658160877695016
2010,236,631,0.11649091418110778,0.0,-4361.323400629088,14.500586889554413
2010,237,631,0.11649091418110778,0.0,-4459.56768950362,13.933398552006716
2010,238,631,0.11649091418110778,0.0,-4552.324880422936,13.978560057108599
2010,239,631,0.11649091418110778,0.0,-4732.279016075473,11.66741390193916
2010,240,631,0.11649091418110778,0.0,-4786.396412545497,14.105168817299575
2010,241,631,0.11649091418110778,0.0,-4877.525990757955,14.181813871481832
2010,242,631,0.11649091418110778,0.0,-5062.6776428928515,12.604353284532092
2010,243,636,0.09793036211639718,0.0,-4203.097984732404,14.333010972725791
2010,244,636,0.09793036211639718,0.0,-4216.18997149052,13.59113919216074
2010,245,636,0.09793036211639718,0.0,-4314.267871832709,12.771416680869796
2010,246,636,0.09793036211639718,0.0,-4372.539905386264,13.65727283901393
2010,247,636,0.09793036211639718,0.0,-4385.744274154097,13.677929208723361
2010,248,636,0.09793036211639718,0.0,-4441.836451671498,13.715348313842245
2010,249,636,0.09793036211639718,0.0,-4541.206438148941,12.927581774894087
2010,250,653,0.09676421903029642,0.0,-4358.4771939255015,13.055095317466112
2010,251,653,0.09676421903029642,0.0,-4412.6040082197915,12.843019137478068
2010,252,653,0.09676421903029642,0.0,-4425.72672611499,13.60276506591733
2010,253,653,0.09676421903029642,0.0,-4438.857700449104,13.615492655349517
2010,254,653,0.09676421903029642,0.0,-4495.3442583311025,13.611595255515548
