year,manure_P_applied,P_uptake,fert_P_leached,M_leach,DRP_drainage,M_DRP_runoff,fert_P_runoff,DRP_runoff,MIP_runoff,MOP_runoff,profile_P,STP
,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.020281464038728127,0.24850941906556878,0.0,0.07908221034842966,0.0,0.0,0.0,180.6459358852198
2010,5474.644161534569,9.237565389194339,0.0,0.0,0.056570639450775465,26.067235383945615,0.0,15.979663202783884,0.0,0.0,0.0,3067.7718373356374
2011,5167.505116305688,27.849869015002838,0.0,0.0,0.048342738325138565,50.80931638542666,0.0,23.3288696588388,0.0,0.0,0.0,6614.687153469313
2012,5167.396153669718,19.627817188619304,0.0,0.0,0.025927690145272967,76.97784397338434,0.0,16.551973850928693,0.0,0.0,0.0,10158.225040366806
2013,6368.667120397854,15.533131142124255,0.0,0.0,0.045346070297517097,134.54356392585063,0.0,67.4373416273996,0.0,0.0,0.0,14139.690922109112
2014,5769.918865213554,24.354258565150065,0.0,0.0,0.049768787373679936,168.9148280413321,0.0,79.64408925824489,0.0,0.0,0.0,18135.674897056153
2015,5171.136843701667,32.2658584953962,0.0,0.0,0.07674807300105459,204.84725289106538,0.0,94.2256496177861,0.0,0.0,0.0,21708.364180750967
2016,5172.174261134707,31.37899780140595,0.0,0.0,0.1281817462807784,148.73816776471747,0.0,89.50612277689403,0.0,0.0,0.0,24621.947671545695
