year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.762,60.291,4.396,130.513
2010,1027.43,1027.43,0.0,-1.891,278.795,285.38,81.044,384.102
2011,872.49,872.49,-0.0,3.456,204.352,228.44,131.269,304.973
2012,582.168,582.168,0.0,-0.714,96.28,223.422,101.106,162.074
2013,941.07,941.07,-0.0,-1.81,270.614,230.389,143.202,298.675
2014,892.048,892.048,0.0,-0.276,245.233,180.627,145.206,321.257
2015,922.528,922.528,0.0,3.746,236.894,180.26,149.641,351.987
2016,774.192,774.192,-0.0,-1.459,193.065,152.439,145.876,284.271
