year,manure_P_applied,P_uptake,fert_P_leached,M_leach,DRP_drainage,M_DRP_runoff,fert_P_runoff,DRP_runoff,MIP_runoff,MOP_runoff,profile_P,STP
,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.020281464038728127,0.24850941906556878,0.0,0.07908221034842966,0.0,0.0,0.0,180.6459358852198
2010,21600.0,21.29182469208285,4841.287206145726,0.0,142.44994123778793,241.72338438894548,167.92891239209476,126.24198761139141,0.0,0.0,0.0,21454.7728663303
2011,0.0,20.12998277718365,0.0,0.0,120.15681026886179,251.20946896755467,0.0,98.19279722361769,0.0,0.0,0.0,23697.5262323792
2012,2700.0,22.89746038950333,1099.0906093049205,0.0,57.38830738120848,209.47870568200085,0.5982544487464739,50.24108844653943,0.0,0.0,0.0,25613.477756439315
2013,23700.0,27.314336097061776,7855.766507225738,0.0,119.75448469004856,555.2826780165478,240.75941874073308,288.4548616202712,0.0,0.0,0.0,50725.57831505585
2014,0.0,25.745281176188374,0.0,0.0,114.33092192951506,587.4130128550305,0.0,281.39224351044265,0.0,0.0,0.0,53407.92712804736
2015,2400.0,30.75189103669245,325.0,0.0,130.40522029063519,598.9162220774135,0.0,266.8278852877527,0.0,0.0,0.0,54615.12358429192
2016,15300.0,18.6212528397708,6187.129873889621,0.0,116.33137302459694,499.7308151942244,158.07180286998295,296.94424054751147,0.0,0.0,0.0,71344.53810446177
