year,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,TS_DM_effluent,manure_applied,N_applied,P_applied
,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2010,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,789600.0,39480.0,22700.0
2011,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30400.0,1520.0,800.0
2012,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,196800.0,9840.0,5600.0
2013,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,872800.0,43640.0,25100.0
2014,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,61600.0,3080.0,1700.0
2015,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,103200.0,5160.0,2900.0
2016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,581600.0,29080.0,16700.0
