year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,13.700243735597091,0.1442608588805493,0.0,0.0,0.0
2010,22.879571258628513,2.173936578514618,18.482327303974266,0.6999005569905745,0.0
2011,113.14359779149078,10.712074500091743,109.19050333680124,11.044932581675335,0.0
2012,301.56620008279566,14.774945093617578,229.08434427539814,35.77641732023131,0.0
