Year,Julian Day,Rainfall,Runoff (Q),Potential Evapotranspiration (E0),Crop Transpiration (Etrans),Maximum Sublimation (Esoil),SoilWater/L1,SoilWater/L2,SoilWater/L3,Esoil/L1,Esoil/L2,Esoil/L3,Perc/L1,Perc/L2,Perc/L3,Temp/L1,Temp/L2,Temp/L3,Surface Temp,Sediment Yield
,,mm,mm,mm d^-1,mm H2O,mm H2O,mm,mm,mm,mm H2O,mm H2O,mm H2O,mm H2O,mm H2O,mm H2O,C,C,C,C,metric tons
2,336,1.22,0.0,0.196,0.0,0.196,35.588,254.778,300.0,0.087,0.005,0.0,0.0,0.0,0.0,-2.54,1.823,5.49,-3.625,0.0
2,337,0.0,0.0,0.185,0.0,0.185,36.72,254.773,300.0,0.091,0.004,0.0,0.0,0.0,0.0,-2.558,1.813,5.487,-3.433,0.0
2,338,0.0,0.0,0.068,0.0,0.068,36.629,254.768,300.0,0.033,0.002,0.0,0.0,0.0,0.0,-2.951,1.602,5.428,-5.476,0.0
2,339,0.0,0.0,0.093,0.0,0.093,36.596,254.767,300.0,0.045,0.002,0.0,0.0,0.0,0.0,-3.212,1.461,5.388,-5.192,0.0
2,340,0.0,0.0,0.07,0.0,0.07,36.551,254.765,300.0,0.034,0.002,0.0,0.0,0.0,0.0,-3.744,1.174,5.306,-6.943,0.0
2,341,0.0,0.0,0.093,0.0,0.093,36.517,254.763,300.0,0.045,0.002,0.0,0.0,0.0,0.0,-4.119,0.972,5.249,-6.666,0.0
2,342,0.0,0.0,0.05,0.0,0.05,36.473,254.761,300.0,0.024,0.001,0.0,0.0,0.0,0.0,-4.571,0.728,5.18,-7.492,0.0
2,343,0.0,0.0,0.01,0.0,0.01,36.449,254.76,300.0,0.005,0.0,0.0,0.0,0.0,0.0,-5.108,0.438,5.098,-8.442,0.0
2,344,0.0,0.0,0.04,0.0,0.04,36.444,254.759,300.0,0.019,0.001,0.0,0.0,0.0,0.0,-5.416,0.272,5.051,-7.781,0.0
2,345,0.0,0.0,0.087,0.0,0.087,36.425,254.758,300.0,0.042,0.002,0.0,0.0,0.0,0.0,-5.45,0.254,5.046,-6.629,0.0
2,346,0.0,0.0,0.107,0.0,0.107,36.383,254.756,300.0,0.051,0.003,0.0,0.0,0.0,0.0,-5.317,0.325,5.066,-5.766,0.0
2,347,0.0,0.0,0.116,0.0,0.116,36.332,254.754,300.0,0.055,0.003,0.0,0.0,0.0,0.0,-5.183,0.397,5.087,-5.614,0.0
2,348,0.0,0.0,0.154,0.0,0.154,36.277,254.751,300.0,0.073,0.004,0.0,0.0,0.0,0.0,-4.909,0.545,5.128,-4.713,0.0
2,349,0.0,0.0,0.071,0.0,0.071,36.205,254.747,300.0,0.033,0.002,0.0,0.0,0.0,0.0,-4.93,0.534,5.125,-6.011,0.0
2,350,0.0,0.0,0.109,0.0,0.109,36.171,254.746,300.0,0.051,0.003,0.0,0.0,0.0,0.0,-4.818,0.594,5.142,-5.312,0.0
2,351,0.0,0.0,0.084,0.0,0.084,36.12,254.743,300.0,0.039,0.002,0.0,0.0,0.0,0.0,-4.664,0.677,5.166,-4.966,0.0
2,352,0.0,0.0,0.12,0.0,0.12,36.081,254.741,300.0,0.056,0.003,0.0,0.0,0.0,0.0,-4.411,0.813,5.204,-4.263,0.0
2,353,0.0,0.0,0.182,0.0,0.182,36.025,254.738,300.0,0.084,0.004,0.0,0.0,0.0,0.0,-3.903,1.088,5.282,-2.604,0.0
2,354,0.0,0.0,0.122,0.0,0.122,35.941,254.734,300.0,0.056,0.003,0.0,0.0,0.0,0.0,-3.524,1.292,5.34,-2.753,0.0
2,355,0.0,0.0,0.192,0.0,0.192,35.885,254.731,300.0,0.088,0.005,0.0,0.0,0.0,0.0,-3.002,1.574,5.419,-1.574,0.0
2,356,1.41,0.0,0.088,0.0,0.088,35.798,254.726,300.0,0.04,0.002,0.0,0.0,0.0,0.0,-2.301,1.952,5.527,-0.034,0.0
2,357,12.25,6.06,0.201,0.0,0.201,37.169,254.724,300.0,0.102,0.005,0.0,0.0,0.0,0.0,-2.249,1.981,5.535,-2.787,0.458
2,358,0.0,0.0,0.054,0.0,0.054,43.256,254.719,300.0,0.046,0.001,0.0,0.0,0.0,0.0,-2.757,1.71,5.46,-5.772,0.0
2,359,0.0,0.0,0.095,0.0,0.095,43.211,254.718,300.0,0.08,0.002,0.0,0.0,0.0,0.0,-3.19,1.479,5.396,-5.916,0.0
2,360,0.0,0.0,0.182,0.0,0.182,43.131,254.716,300.0,0.152,0.004,0.0,0.0,0.0,0.0,-2.938,1.617,5.436,-2.674,0.0
2,361,0.0,0.0,0.15,0.0,0.15,42.979,254.711,300.0,0.124,0.004,0.0,0.0,0.0,0.0,-2.547,1.828,5.496,-1.65,0.0
2,362,0.0,0.0,0.158,0.0,0.158,42.855,254.708,300.0,0.129,0.004,0.0,0.0,0.0,0.0,-2.377,1.921,5.523,-2.422,0.0
2,363,0.0,0.0,0.115,0.0,0.115,42.726,254.704,300.0,0.093,0.003,0.0,0.0,0.0,0.0,-2.547,1.83,5.498,-4.08,0.0
2,364,0.0,0.0,0.066,0.0,0.066,42.633,254.701,300.0,0.053,0.002,0.0,0.0,0.0,0.0,-2.66,1.77,5.481,-3.952,0.0
2,365,0.0,0.0,0.07,0.0,0.07,42.58,254.7,300.0,0.056,0.002,0.0,0.0,0.0,0.0,-2.817,1.686,5.458,-4.313,0.0
