year,DM,C,N,P,CP,NPN,C_loss,CP_loss
,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,31612.298869478953,308.728322485128,28.922123090362025,0.8629989514461536,0.8224998864975798,0.41964279923345904,48.18303298900842,0.01678571196933836
2011,126597.5797554818,1020.181967117447,95.57214649894343,2.8517178404181713,0.822499887539669,0.41964279976513724,159.21915093740503,0.016785711990605492
2012,429737.0970321374,2891.3950714859734,270.8701403014317,8.082531076668824,0.8224998851814747,0.4196427985619769,451.2581903475219,0.016785711942479076
2013,847604.0426574358,4218.373463043245,395.18342740516124,11.791698728719574,0.8224998870198176,0.4196427994999069,658.358864174379,0.016785711979996277
2014,1126953.5516158899,5044.498796963653,472.57606103560596,14.101544036157529,0.8224998833134337,0.4196427976088947,787.2917197573331,0.01678571190435579
2015,1289640.0740899616,5127.950640531557,480.39395500720343,14.334136307536669,0.8224998877987033,0.4196427998972976,800.31599592111,0.016785711995891902
2016,869308.7541901686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
