year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.762,60.291,4.396,130.513
2010,1027.43,1027.43,-0.0,-1.906,279.1,296.57,67.272,386.394
2011,872.49,872.49,-0.0,3.335,206.201,248.101,107.299,307.554
2012,582.168,582.168,-0.0,-0.583,97.729,230.521,100.791,153.71
2013,941.07,941.07,-0.0,-1.805,270.542,231.168,143.191,297.973
2014,892.048,892.048,0.0,-0.278,245.239,180.657,145.197,321.232
2015,922.528,922.528,0.0,3.746,236.873,180.411,149.637,351.861
2016,774.192,774.192,0.0,-1.46,193.058,152.488,145.876,284.23
