year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,15.273329064318743,0.10001557032019374,0.0,0.0,0.0
2010,19.20875677839209,3.94534068080803,40.09295121401781,1.8137044767487287,0.0
2011,453.87467490682843,12.58770232856745,137.02967899168627,17.425958253055875,0.0
2012,735.2141904340017,27.309515170822984,254.22375187129387,45.645077127871765,0.0
