year,actual,calculated,difference,delta,N_drainage,N_runoff,N_erosion,N_uptake
,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,-89.05394071549085,89.05394071549085,-103.44755569781026,0.0,0.517572943771997,9.898188113251518e-05,13.875943056666276
2010,0.0,142.8408135218895,-142.8408135218895,74.37023646242642,0.0,2.709526345045171,0.015202674918402558,65.74584803949949
2011,0.0,653.7455286330813,-653.7455286330813,396.303000630986,0.0,10.877308716100927,0.08020351178628764,246.4850157742081
2012,0.0,1433.728534559761,-1433.728534559761,530.1641029101473,0.0,28.587020522082717,0.060141319298172034,874.9172698082327
2013,0.0,2458.9068143126656,-2458.9068143126656,637.4164838989491,0.0,74.07423109836184,0.25009714252272613,1747.166002172832
2014,0.0,6038.9189471352265,-6038.9189471352265,3213.5794747087557,0.0,58.116012738006475,0.746450787886857,2766.477008900578
2015,0.0,12028.218611656655,-12028.218611656655,8231.149591324338,0.0,74.73373142644215,2.2185480691614394,3720.116740836714
2016,0.0,10981.828302303544,-10981.828302303544,6092.576541653514,0.0,138.16042128274717,3.347595693711251,4747.743743673573
