year,j_day,num_animals,manure,urea_conc,ammoniacal_N_conc,manure_N,total_solids,manure_VSd,manure_VSnond,WIP_frac,WOP_frac,manure_P,P_frac,K_manure,enteric_methane
,,,kg,mol/L,mol/L,g,kg,g,g,g/g total man,g/g total man,g,g/g total man,g,g
2011,15,18,291.6637515248463,6.119999999999998,2.5200000000000014,9583.326,12.34924459053488,127573.434,15469.019999999997,0.03592395042114772,0.003592395042114772,291.6637515248463,0.07184790084229543,0,441.70560565199503
2011,16,18,291.6842979158489,6.119999999999998,2.5200000000000014,9583.326,12.444785308697211,127573.434,15469.019999999997,0.03560582225162425,0.0035605822251624244,291.6842979158489,0.0712116445032485,0,444.3150464332834
2011,17,18,291.7062872422104,6.119999999999998,2.5200000000000014,9583.326,12.547035676278401,127573.434,15469.019999999997,0.03528057566512937,0.003528057566512937,291.7062872422104,0.07056115133025874,0,447.09180801506614
2011,18,14,226.80958094046738,4.759999999999999,1.9600000000000009,7453.698000000001,9.418951373173199,99223.78199999999,12031.46,0.028366385169553962,0.0028366385169553967,226.80958094046738,0.056732770339107924,0,338.65324418872507
2011,19,14,226.82727110270181,4.759999999999999,1.9600000000000009,7453.698000000001,9.501210627563399,99223.78199999999,12031.46,0.028096606884850654,0.002809660688485065,226.82727110270181,0.05619321376970131,0,340.89759420041554
2011,20,14,226.84341950479953,4.759999999999999,1.9600000000000009,7453.698000000001,9.57630069731791,99223.78199999999,12031.46,0.02784709156512469,0.0027847091565124686,226.84341950479953,0.05569418313024938,0,342.95112817701846
2011,21,15,243.00503649225925,5.099999999999999,2.100000000000001,7986.105000000001,10.067419689005453,106311.19499999999,12890.849999999999,0.030824909134049262,0.0030824909134049266,243.00503649225925,0.061649818268098525,0,361.87392933305625
2011,22,16,259.16548740953726,5.439999999999999,2.240000000000001,8518.512,10.553116454348276,113398.608,13750.239999999998,0.0337725729611791,0.003377257296117911,259.16548740953726,0.0675451459223582,0,380.68869785428205
2011,23,16,259.1846388722271,5.439999999999999,2.240000000000001,8518.512,10.642170755855926,113398.608,13750.239999999998,0.033434027027992835,0.0033434027027992837,259.1846388722271,0.06686805405598567,0,383.1511131522422
2011,24,17,275.3466629657842,5.7799999999999985,2.3800000000000012,9050.919,11.135182790896675,120486.021,14609.629999999997,0.03638109624433919,0.003638109624433919,275.3466629657842,0.07276219248867838,0,402.1436277252373
2011,25,14,226.68035292600965,4.759999999999999,1.9600000000000009,7453.698000000001,8.81804110594492,99223.78199999999,12031.46,0.031040552529864415,0.0031040552529864422,226.68035292600965,0.06208110505972883,0,321.6428223727711
2011,26,14,226.7009522658806,4.759999999999999,1.9600000000000009,7453.698000000001,8.913828036344789,99223.78199999999,12031.46,0.03067433288608183,0.003067433288608184,226.7009522658806,0.06134866577216366,0,324.28995773418546
2011,27,14,226.72155160575153,4.759999999999999,1.9600000000000009,7453.698000000001,9.009614966744657,99223.78199999999,12031.46,0.030317175097582943,0.003031717509758295,226.72155160575153,0.06063435019516589,0,326.92955816323035
2011,28,14,226.73921991580013,4.759999999999999,1.9600000000000009,7453.698000000001,9.09177260847052,99223.78199999999,12031.46,0.029997598623993905,0.0029997598623993913,226.73921991580013,0.05999519724798781,0,329.20795680149234
2011,29,15,242.9006847182661,5.099999999999999,2.100000000000001,7986.105000000001,9.58218393993721,106311.19499999999,12890.849999999999,0.0329664345111955,0.00329664345111955,242.9006847182661,0.065932869022391,0,348.1198419316053
2011,30,15,242.91828518201893,5.099999999999999,2.100000000000001,7986.105000000001,9.664026096387804,106311.19499999999,12890.849999999999,0.03262174705687196,0.0032621747056871954,242.91828518201893,0.06524349411374392,0,350.41127656340296
2011,31,15,242.93731107720748,5.099999999999999,2.100000000000001,7986.105000000001,9.752496509014703,106311.19499999999,12890.849999999999,0.03227046000042801,0.0032270460000428016,242.93731107720748,0.06454092000085603,0,352.87008910196323
2011,32,13,210.48579445091517,4.419999999999999,1.8200000000000007,6921.291000000001,8.173744196755353,92136.36899999999,11172.07,0.028733466552529733,0.0028733466552529736,210.48579445091517,0.057466933105059466,0,298.3761713985272
2011,33,13,210.5048203461037,4.419999999999999,1.8200000000000007,6921.291000000001,8.262214609382255,92136.36899999999,11172.07,0.028399328984850418,0.0028399328984850414,210.5048203461037,0.056798657969700836,0,300.82087590851324
2011,34,13,210.52384624129232,4.419999999999999,1.8200000000000007,6921.291000000001,8.350685022009154,92136.36899999999,11172.07,0.028073280091955657,0.0028073280091955657,210.52384624129232,0.056146560183911315,0,303.2586829907461
2011,35,13,210.54287213648092,4.419999999999999,1.8200000000000007,6921.291000000001,8.439155434636056,92136.36899999999,11172.07,0.027755018081772557,0.0027755018081772557,210.54287213648092,0.055510036163545114,0,305.6896932138772
2011,36,13,210.56189803166947,4.419999999999999,1.8200000000000007,6921.291000000001,8.527625847262959,92136.36899999999,11172.07,0.027444256490086933,0.002744425649008693,210.56189803166947,0.054888512980173866,0,308.1140044256057
2011,37,13,210.5779945997814,4.419999999999999,1.8200000000000007,6921.291000000001,8.602474888983465,92136.36899999999,11172.07,0.027168508593819644,0.0027168508593819647,210.5779945997814,0.05433701718763929,0,310.1795588494546
2011,38,13,210.59559506353423,4.419999999999999,1.8200000000000007,6921.291000000001,8.684317045434058,92136.36899999999,11172.07,0.026885391493138303,0.00268853914931383,210.59559506353423,0.053770782986276605,0,312.4195181951094
2011,39,12,194.38756918643102,4.079999999999999,1.6800000000000006,6388.884000000001,7.977396716904054,85048.95599999999,10312.68,0.02492174054898002,0.002492174054898002,194.38756918643102,0.04984348109796004,0,287.3373925666572
2011,40,12,194.4051696501838,4.079999999999999,1.6800000000000006,6388.884000000001,8.059238873354646,85048.95599999999,10312.68,0.024651404710765296,0.002465140471076529,194.4051696501838,0.04930280942153059,0,289.5652952151899
2011,41,13,210.5642237311388,4.419999999999999,1.8200000000000007,6921.291000000001,8.53844034979536,92136.36899999999,11172.07,0.027635110022515674,0.002763511002251568,210.5642237311388,0.05527022004503135,0,308.18924468326725
2011,42,13,210.57883224523783,4.419999999999999,1.8200000000000007,6921.291000000001,8.606369940356037,92136.36899999999,11172.07,0.027365129780915123,0.0027365129780915127,210.57883224523783,0.054730259561830245,0,310.0799043565201
2011,43,13,210.5919949556804,4.419999999999999,1.8200000000000007,6921.291000000001,8.667576543913821,92136.36899999999,11172.07,0.02711552521487786,0.0027115525214877873,210.5919949556804,0.05423105042975572,0,311.791270128986
