year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,13.700243735597091,0.1442608588805493,0.0,0.0,0.0
2010,97.4575563097466,5.658188449744654,182.49386561797618,6.8704099813703365,0.0
2011,604.4499612281368,30.18108904981285,1099.2713376178478,110.95001480375751,0.0
2012,1463.6871986893714,39.1831896140971,2242.2573742199825,356.5099210778372,0.0
