year,manure_N_applied,NO3_runoff,NH4_runoff,NH4_erosion,active_N_erosion,stable_N_erosion,fresh_N_erosion,NO3_drainage,NH4_drainage,active_N_drainage,fresh_N,profile_N
,kg,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg/ha,kg,kg
2009,0.0,0.706404294865607,0.04514201662264935,4.898316412274495e-05,0.0,0.0,0.0,43.06649029915777,0.7957076216357521,0.0,0.0,35.82754151677479
2010,11040.0,2.487771354730017,21.181634610522707,0.0028580023457257103,4.338890146587488,0.7660923547584257,0.029279980837370795,49.9438995950976,11.418815536990516,2.2734599164620883,185.47986831857654,281.95551389218593
2011,10520.0,24.07867736594631,68.79566688469974,0.007100853654401147,2.347128540619752,0.8317364888069158,0.18545760204160583,337.1941513152813,96.43897101898924,13.327109172223787,868.3308067021081,1439.18248186847
2012,10520.0,5.658006287796704,41.46953301069912,0.00468253592965827,0.7586585248737058,0.3506566064877798,0.10870850722125634,283.7438619247502,94.83672805747061,10.307115526604562,1649.1723841732137,2827.129312754721
