year,DM,C,N,P,CP,NPN,C_loss,CP_loss
,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,6610.667568563113,3598.323604898764,337.09624320322683,10.058978477306965,0.2878749587813626,0.14687497897008295,561.588077065125,0.005874999158803318
2011,8283.733832332946,4509.0074982841725,422.4104494568175,12.604543085030892,0.28787495934757623,0.14687497925896748,703.7179332582235,0.005874999170358699
2012,6644.421476168212,3616.696541261431,338.8174458645923,10.110604912950237,0.28787495791732765,0.1468749785292488,564.4555295610326,0.005874999141169952
2013,7393.0102548503355,4024.168593192468,376.99002836878617,11.249185339007706,0.2878749594411913,0.14687497930673024,628.0494336196338,0.00587499917226921
2014,8922.151488439706,4856.511174175217,454.9651067345044,13.575382843873557,0.28787496072954616,0.14687497996405416,757.9526109984442,0.005874999198562166
2015,9648.707912774174,5251.990568868268,492.01419484897434,14.6816574352527,0.28787495897096516,0.14687497906681896,819.674828667302,0.005874999162672759
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
