year,manure_applied,manure_N_applied,manure_P_applied,fert_applied,fert_N_applied,fert_P_applied,fert_K_applied
,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,20800.0,1040.0,600.0,1538.4615384615383,200.0,200.0,200.0
2011,10400.0,520.0,300.0,769.2307692307692,100.0,100.0,100.0
2012,83200.0,4160.0,2400.0,6153.846153846154,800.0,800.0,800.0
2013,31200.0,1560.0,900.0,2307.6923076923076,300.0,300.0,300.0
2014,41600.0,2080.0,1200.0,3076.9230769230767,400.0,400.0,400.0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,31200.0,1560.0,900.0,2307.6923076923076,300.0,300.0,300.0
