year,DM,NDF,C,N,P,CP,NPN,C_loss,CP_loss
,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,19065839.238141388,0.0,19065839.238141388,19065839.238141388,19065839.238141388,19065839.238141388,5523.164998140573,2227807.1909878952,345.1978123837858
2011,105638690.77431345,0.0,105638690.77431345,105638690.77431345,105638690.77431345,105638690.77431345,23403.979672900223,9960626.983939985,1414.1037364547253
2012,165026707.78670406,0.0,165026707.78670406,165026707.78670406,165026707.78670406,165026707.78670406,55405.26850299204,25598869.01441686,3241.811812912547
2013,146875560.77796438,0.0,146875560.77796438,146875560.77796438,146875560.77796438,146875560.77796438,55186.92573356357,26942835.66629885,3287.1682165197963
2014,152147189.91210163,0.0,152147189.91210163,152147189.91210163,152147189.91210163,152147189.91210163,51750.17942953163,28059154.095456067,3089.650364379589
2015,170843996.28407463,0.0,170843996.28407463,170843996.28407463,170843996.28407463,170843996.28407463,45968.791195475416,31053900.87164742,2721.222684984697
2016,118971669.51984014,0.0,118971669.51984014,118971669.51984014,118971669.51984014,118971669.51984014,35981.85373520242,22076050.359346144,2163.3216739461363
