pen_id,sim_day,num_animals,animal_types,housing_type,bedding_type,handler_type,separator_type,treatment_type,manure__U,manure__TAN_s__g/L,manure__MN,manure__Mkg,manure__TSd__kg,manure__VSd__kg,manure__VSnd__kg,manure__WIP_frac,manure__WOP_frac,manure__p_excrt_manure__kg,manure__p_frac,manure__K_manure__kg,manure__CH4_manure,handler__urea__g/L,handler__TAN_s__g/L,handler__manure_nitrogen__kg,handler__TSd__kg,handler__VSd__kg,handler__VSnd__kg,handler__VS_total__kg,handler__p_excrt_manure__kg,handler__K_manure__kg,handler__CH4_floor__kg/day,handler__CO2_floor__kg/day,handler__raw_manure__kg,handler__cleaning_water__L,handler__total_bedding_mass__kg,handler__total_water_volume_in_milking_center__L,handler__total_daily_mass__kg_or_L,rp__urea__g/L,rp__TAN_s__g/L,rp__manure_nitrogen__kg,rp__TSd__kg,rp__VSd__kg,rp__VSnd__kg,rp__VS_total__kg,rp__p_excrt_manure__kg,rp__K_manure__kg,rp__raw_manure__kg,rp__cleaning_water__L,rp__total_bedding_mass__kg,rp__total_water_volume_in_milking_center__L,rp__total_daily_mass__kg_or_L,sep__TAN_s__g/L,sep__manure_nitrogen__kg,sep__TSd__kg,sep__VSd__kg,sep__VSnd__kg,sep__VS_total__kg,sep__p_excrt_manure__kg,sep__K_manure__kg,sep__total_daily_mass__kg_or_L,sep__wet_weight_of_final_solids__kg,sep__final_solids_dry_content__kg,sep__TS_solid__kg,sep__VS_solid__kg,sep__N_solid__kg,sep__TAN_solid__kg,sep__P_solid__kg,sep__K_solid__kg,sep__TS_liquid__kg,sep__VS_liquid__kg,sep__N_liquid__kg,sep__TAN_liquid__kg,sep__P_liquid__kg,sep__K_liquid__kg,sep__TS_DM_effluent__kg,sep__final_daily_volume__kg,tx__TAN_s__g/L,tx__manure_nitrogen__kg,tx__TSd__kg,tx__VSd__kg,tx__VSnd__kg,tx__VS_total__kg,tx__p_excrt_manure__kg,tx__K_manure__kg,tx__total_daily_mass__kg_or_L,tx__final_volume
0,1,71,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1449.85,169.28,37.8,327.05,53.64,503.21,61.02,0.0,0.0,0.01,0.0,0.0,1871.83,1449.85,169.28,37.8,53.64,503.21,61.02,564.22,0.01,0.0,0.46,0.07,327.05,710,1775.0,0.0,2812.05,1449.85,169.28,37.8,53.64,503.21,61.02,564.22,0.01,0.0,327.05,710,1775.0,0.0,2812.05,169.28,37.8,53.64,503.21,61.02,564.22,0.01,0.0,2812.05,147.52,53.64,29.5,310.32,11.34,25.39,0.0,0.0,24.14,253.9,26.46,143.89,0.01,0.0,10.73,2664.53,152.36,35.91,45.6,0.0,0.0,84.63,0.01,0.0,0.0,253072.35
0,2,76,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1551.95,181.21,40.46,341.51,56.01,538.64,65.31,0.02,0.0,0.19,0.05,0.0,1964.07,1551.95,181.21,40.46,56.01,538.64,65.31,603.96,0.19,0.0,0.49,0.07,341.51,760,1900.0,0.0,3001.51,1551.95,181.21,40.46,56.01,538.64,65.31,603.96,0.19,0.0,341.51,760,1900.0,0.0,3001.51,181.21,40.46,56.01,538.64,65.31,603.96,0.19,0.0,3001.51,154.04,56.01,30.81,332.18,12.14,27.18,0.08,0.0,25.21,271.78,28.32,154.02,0.12,0.0,11.2,2847.47,163.09,38.44,47.61,0.0,0.0,90.59,0.19,0.0,0.0,270123.49
0,3,82,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1674.47,195.51,43.66,358.06,58.73,581.17,70.47,0.03,0.0,0.21,0.05,0.0,2071.27,1674.47,195.51,43.66,58.73,581.17,70.47,651.64,0.21,0.0,0.53,0.08,358.06,820,2050.0,0.0,3228.06,1674.47,195.51,43.66,58.73,581.17,70.47,651.64,0.21,0.0,358.06,820,2050.0,0.0,3228.06,195.51,43.66,58.73,581.17,70.47,651.64,0.21,0.0,3228.06,161.51,58.73,32.3,358.4,13.1,29.33,0.08,0.0,26.43,293.24,30.56,166.18,0.13,0.0,11.75,3066.56,175.96,41.47,49.92,0.0,0.0,97.75,0.21,0.0,0.0,290512.53
0,4,85,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1735.73,202.66,45.25,366.52,60.12,602.43,73.05,0.03,0.0,0.22,0.05,0.0,2125.97,1735.73,202.66,45.25,60.12,602.43,73.05,675.48,0.22,0.0,0.55,0.08,366.52,850,2125.0,0.0,3341.52,1735.73,202.66,45.25,60.12,602.43,73.05,675.48,0.22,0.0,366.52,850,2125.0,0.0,3341.52,202.66,45.25,60.12,602.43,73.05,675.48,0.22,0.0,3341.52,165.32,60.12,33.06,371.51,13.58,30.4,0.09,0.0,27.05,303.97,31.68,172.26,0.13,0.0,12.02,3176.2,182.4,42.99,51.1,0.0,0.0,101.32,0.22,0.0,0.0,300723.03
0,5,89,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1817.42,212.2,47.38,377.45,61.91,630.78,76.49,0.03,0.0,0.23,0.06,0.0,2197.41,1817.42,212.2,47.38,61.91,630.78,76.49,707.27,0.23,0.0,0.57,0.09,377.45,890,2225.0,0.0,3492.45,1817.42,212.2,47.38,61.91,630.78,76.49,707.27,0.23,0.0,377.45,890,2225.0,0.0,3492.45,212.2,47.38,61.91,630.78,76.49,707.27,0.23,0.0,3492.45,170.25,61.91,34.05,389.0,14.22,31.83,0.09,0.0,27.86,318.27,33.17,180.37,0.14,0.0,12.38,3322.2,190.98,45.02,52.62,0.0,0.0,106.09,0.23,0.0,0.0,314305.9
0,6,91,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1858.26,216.97,48.45,383.57,62.91,644.95,78.2,0.03,0.0,0.23,0.06,0.0,2236.44,1858.26,216.97,48.45,62.91,644.95,78.2,723.16,0.23,0.0,0.58,0.09,383.57,910,2275.0,0.0,3568.57,1858.26,216.97,48.45,62.91,644.95,78.2,723.16,0.23,0.0,383.57,910,2275.0,0.0,3568.57,216.97,48.45,62.91,644.95,78.2,723.16,0.23,0.0,3568.57,173.01,62.91,34.6,397.74,14.53,32.55,0.09,0.0,28.31,325.42,33.91,184.42,0.14,0.0,12.58,3395.56,195.27,46.03,53.48,0.0,0.0,108.47,0.23,0.0,0.0,321156.59
0,7,91,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1858.26,216.97,48.45,384.73,63.1,644.95,78.2,0.03,0.0,0.23,0.06,0.0,2242.18,1858.26,216.97,48.45,63.1,644.95,78.2,723.16,0.23,0.0,0.58,0.09,384.73,910,2275.0,0.0,3569.73,1858.26,216.97,48.45,63.1,644.95,78.2,723.16,0.23,0.0,384.73,910,2275.0,0.0,3569.73,216.97,48.45,63.1,644.95,78.2,723.16,0.23,0.0,3569.73,173.53,63.1,34.71,397.74,14.53,32.55,0.09,0.0,28.4,325.42,33.91,184.42,0.14,0.0,12.62,3396.19,195.27,46.03,53.64,0.0,0.0,108.47,0.23,0.0,0.0,321260.91
0,8,92,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1878.68,219.35,48.98,388.42,63.71,652.04,79.06,0.03,0.0,0.23,0.06,0.0,2264.78,1878.68,219.35,48.98,63.71,652.04,79.06,731.11,0.23,0.0,0.59,0.09,388.42,920,2300.0,0.0,3608.42,1878.68,219.35,48.98,63.71,652.04,79.06,731.11,0.23,0.0,388.42,920,2300.0,0.0,3608.42,219.35,48.98,63.71,652.04,79.06,731.11,0.23,0.0,3608.42,175.2,63.71,35.04,402.11,14.69,32.9,0.09,0.0,28.67,329.0,34.29,186.45,0.14,0.0,12.74,3433.22,197.42,46.53,54.15,0.0,0.0,109.67,0.23,0.0,0.0,324742.85
0,9,93,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1899.1,221.74,49.51,392.08,64.31,659.13,79.92,0.03,0.0,0.24,0.06,0.0,2287.2,1899.1,221.74,49.51,64.31,659.13,79.92,739.05,0.24,0.0,0.6,0.09,392.08,930,2325.0,0.0,3647.08,1899.1,221.74,49.51,64.31,659.13,79.92,739.05,0.24,0.0,392.08,930,2325.0,0.0,3647.08,221.74,49.51,64.31,659.13,79.92,739.05,0.24,0.0,3647.08,176.85,64.31,35.37,406.48,14.85,33.26,0.09,0.0,28.94,332.57,34.66,188.48,0.14,0.0,12.86,3470.23,199.56,47.04,54.66,0.0,0.0,110.86,0.24,0.0,0.0,328222.1
0,10,96,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1960.36,228.89,51.11,400.75,65.73,680.39,82.5,0.03,0.0,0.24,0.06,0.0,2343.1,1960.36,228.89,51.11,65.73,680.39,82.5,762.89,0.24,0.0,0.62,0.09,400.75,960,2400.0,0.0,3760.75,1960.36,228.89,51.11,65.73,680.39,82.5,762.89,0.24,0.0,400.75,960,2400.0,0.0,3760.75,228.89,51.11,65.73,680.39,82.5,762.89,0.24,0.0,3760.75,180.76,65.73,36.15,419.59,15.33,34.33,0.1,0.0,29.58,343.3,35.78,194.56,0.15,0.0,13.15,3579.99,206.0,48.56,55.87,0.0,0.0,114.43,0.24,0.0,0.0,338451.83
0,11,98,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2001.2,233.66,52.18,407.05,66.76,694.57,84.22,0.03,0.0,0.25,0.06,0.0,2382.89,2001.2,233.66,52.18,66.76,694.57,84.22,778.79,0.25,0.0,0.63,0.09,407.05,980,2450.0,0.0,3837.05,2001.2,233.66,52.18,66.76,694.57,84.22,778.79,0.25,0.0,407.05,980,2450.0,0.0,3837.05,233.66,52.18,66.76,694.57,84.22,778.79,0.25,0.0,3837.05,183.6,66.76,36.72,428.33,15.65,35.05,0.1,0.0,30.04,350.45,36.52,198.61,0.15,0.0,13.35,3653.44,210.29,49.57,56.75,0.0,0.0,116.82,0.25,0.0,0.0,345318.48
0,12,98,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2001.2,233.66,52.18,408.5,67.0,694.57,84.22,0.03,0.0,0.25,0.06,0.0,2389.98,2001.2,233.66,52.18,67.0,694.57,84.22,778.79,0.25,0.0,0.63,0.09,408.5,980,2450.0,0.0,3838.5,2001.2,233.66,52.18,67.0,694.57,84.22,778.79,0.25,0.0,408.5,980,2450.0,0.0,3838.5,233.66,52.18,67.0,694.57,84.22,778.79,0.25,0.0,3838.5,184.26,67.0,36.85,428.33,15.65,35.05,0.1,0.0,30.15,350.45,36.52,198.61,0.15,0.0,13.4,3654.24,210.29,49.57,56.95,0.0,0.0,116.82,0.25,0.0,0.0,345448.94
0,13,98,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2001.2,233.66,52.18,409.95,67.24,694.57,84.22,0.03,0.0,0.25,0.06,0.0,2397.04,2001.2,233.66,52.18,67.24,694.57,84.22,778.79,0.25,0.0,0.63,0.09,409.95,980,2450.0,0.0,3839.95,2001.2,233.66,52.18,67.24,694.57,84.22,778.79,0.25,0.0,409.95,980,2450.0,0.0,3839.95,233.66,52.18,67.24,694.57,84.22,778.79,0.25,0.0,3839.95,184.91,67.24,36.98,428.33,15.65,35.05,0.1,0.0,30.26,350.45,36.52,198.61,0.15,0.0,13.45,3655.04,210.29,49.57,57.15,0.0,0.0,116.82,0.25,0.0,0.0,345579.4
0,14,100,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2042.04,238.43,53.24,416.37,68.29,708.74,85.94,0.03,0.0,0.25,0.07,0.0,2437.38,2042.04,238.43,53.24,68.29,708.74,85.94,794.68,0.25,0.0,0.64,0.1,416.37,1000,2500.0,0.0,3916.37,2042.04,238.43,53.24,68.29,708.74,85.94,794.68,0.25,0.0,416.37,1000,2500.0,0.0,3916.37,238.43,53.24,68.29,708.74,85.94,794.68,0.25,0.0,3916.37,187.81,68.29,37.56,437.07,15.97,35.76,0.1,0.0,30.73,357.61,37.27,202.66,0.15,0.0,13.66,3728.56,214.59,50.58,58.05,0.0,0.0,119.2,0.25,0.0,0.0,352457.18
0,15,100,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2042.04,238.43,53.24,417.9,68.54,708.74,85.94,0.03,0.0,0.25,0.06,0.0,2444.8,2042.04,238.43,53.24,68.54,708.74,85.94,794.68,0.25,0.0,0.64,0.1,417.9,1000,2500.0,0.0,3917.9,2042.04,238.43,53.24,68.54,708.74,85.94,794.68,0.25,0.0,417.9,1000,2500.0,0.0,3917.9,238.43,53.24,68.54,708.74,85.94,794.68,0.25,0.0,3917.9,188.5,68.54,37.7,437.07,15.97,35.76,0.1,0.0,30.85,357.61,37.27,202.66,0.15,0.0,13.71,3729.4,214.59,50.58,58.26,0.0,0.0,119.2,0.25,0.0,0.0,352595.1
0,16,101,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2062.46,240.81,53.77,421.94,69.21,715.83,86.8,0.03,0.0,0.26,0.07,0.0,2468.97,2062.46,240.81,53.77,69.21,715.83,86.8,802.63,0.26,0.0,0.65,0.1,421.94,1010,2525.0,0.0,3956.94,2062.46,240.81,53.77,69.21,715.83,86.8,802.63,0.26,0.0,421.94,1010,2525.0,0.0,3956.94,240.81,53.77,69.21,715.83,86.8,802.63,0.26,0.0,3956.94,190.32,69.21,38.06,441.44,16.13,36.12,0.1,0.0,31.14,361.18,37.64,204.69,0.15,0.0,13.84,3766.62,216.73,51.08,58.83,0.0,0.0,120.39,0.26,0.0,0.0,356108.74
0,17,103,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2103.3,245.58,54.84,428.52,70.29,730.0,88.52,0.03,0.0,0.26,0.07,0.0,2510.0,2103.3,245.58,54.84,70.29,730.0,88.52,818.52,0.26,0.0,0.66,0.1,428.52,1030,2575.0,0.0,4033.52,2103.3,245.58,54.84,70.29,730.0,88.52,818.52,0.26,0.0,428.52,1030,2575.0,0.0,4033.52,245.58,54.84,70.29,730.0,88.52,818.52,0.26,0.0,4033.52,193.29,70.29,38.66,450.19,16.45,36.84,0.1,0.0,31.63,368.33,38.39,208.74,0.16,0.0,14.06,3840.23,221.02,52.1,59.74,0.0,0.0,122.78,0.26,0.0,0.0,363000.12
0,18,105,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2144.14,250.35,55.9,435.16,71.38,744.18,90.24,0.03,0.0,0.27,0.07,0.0,2551.34,2144.14,250.35,55.9,71.38,744.18,90.24,834.41,0.27,0.0,0.67,0.1,435.16,1050,2625.0,0.0,4110.16,2144.14,250.35,55.9,71.38,744.18,90.24,834.41,0.27,0.0,435.16,1050,2625.0,0.0,4110.16,250.35,55.9,71.38,744.18,90.24,834.41,0.27,0.0,4110.16,196.28,71.38,39.26,458.93,16.77,37.55,0.11,0.0,32.12,375.49,39.13,212.8,0.16,0.0,14.28,3913.88,225.31,53.11,60.67,0.0,0.0,125.16,0.27,0.0,0.0,369897.68
0,19,105,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2144.14,250.35,55.9,436.9,71.66,744.18,90.24,0.03,0.0,0.27,0.07,0.0,2559.7,2144.14,250.35,55.9,71.66,744.18,90.24,834.41,0.27,0.0,0.67,0.1,436.9,1050,2625.0,0.0,4111.9,2144.14,250.35,55.9,71.66,744.18,90.24,834.41,0.27,0.0,436.9,1050,2625.0,0.0,4111.9,250.35,55.9,71.66,744.18,90.24,834.41,0.27,0.0,4111.9,197.07,71.66,39.41,458.93,16.77,37.55,0.11,0.0,32.25,375.49,39.13,212.8,0.16,0.0,14.33,3914.83,225.31,53.11,60.91,0.0,0.0,125.16,0.27,0.0,0.0,370054.34
0,20,107,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2184.98,255.12,56.97,443.48,72.74,758.35,91.95,0.03,0.0,0.27,0.07,0.0,2600.68,2184.98,255.12,56.97,72.74,758.35,91.95,850.31,0.27,0.0,0.69,0.1,443.48,1070,2675.0,0.0,4188.48,2184.98,255.12,56.97,72.74,758.35,91.95,850.31,0.27,0.0,443.48,1070,2675.0,0.0,4188.48,255.12,56.97,72.74,758.35,91.95,850.31,0.27,0.0,4188.48,200.04,72.74,40.01,467.67,17.09,38.27,0.11,0.0,32.73,382.64,39.88,216.85,0.16,0.0,14.55,3988.45,229.61,54.12,61.83,0.0,0.0,127.55,0.27,0.0,0.0,376946.47
0,21,109,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2225.82,259.89,58.03,450.31,73.86,772.53,93.67,0.04,0.0,0.28,0.07,0.0,2642.86,2225.82,259.89,58.03,73.86,772.53,93.67,866.2,0.28,0.0,0.7,0.11,450.31,1090,2725.0,0.0,4265.31,2225.82,259.89,58.03,73.86,772.53,93.67,866.2,0.28,0.0,450.31,1090,2725.0,0.0,4265.31,259.89,58.03,73.86,772.53,93.67,866.2,0.28,0.0,4265.31,203.12,73.86,40.62,476.41,17.41,38.98,0.11,0.0,33.24,389.79,40.62,220.9,0.17,0.0,14.77,4062.19,233.9,55.13,62.78,0.0,0.0,129.93,0.28,0.0,0.0,383860.53
0,22,110,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2246.24,262.27,58.56,454.73,74.58,779.62,94.53,0.04,0.0,0.28,0.07,0.0,2668.74,2246.24,262.27,58.56,74.58,779.62,94.53,874.15,0.28,0.0,0.71,0.11,454.73,1100,2750.0,0.0,4304.73,2246.24,262.27,58.56,74.58,779.62,94.53,874.15,0.28,0.0,454.73,1100,2750.0,0.0,4304.73,262.27,58.56,74.58,779.62,94.53,874.15,0.28,0.0,4304.73,205.11,74.58,41.02,480.78,17.57,39.34,0.11,0.0,33.56,393.37,41.0,222.93,0.17,0.0,14.92,4099.62,236.04,55.64,63.4,0.0,0.0,131.12,0.28,0.0,0.0,387407.93
0,23,110,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2246.24,262.27,58.56,456.67,74.9,779.62,94.53,0.04,0.0,0.28,0.07,0.0,2678.02,2246.24,262.27,58.56,74.9,779.62,94.53,874.15,0.28,0.0,0.71,0.11,456.67,1100,2750.0,0.0,4306.67,2246.24,262.27,58.56,74.9,779.62,94.53,874.15,0.28,0.0,456.67,1100,2750.0,0.0,4306.67,262.27,58.56,74.9,779.62,94.53,874.15,0.28,0.0,4306.67,205.99,74.9,41.2,480.78,17.57,39.34,0.11,0.0,33.71,393.37,41.0,222.93,0.17,0.0,14.98,4100.69,236.04,55.64,63.67,0.0,0.0,131.12,0.28,0.0,0.0,387583.12
0,24,110,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2246.24,262.27,58.56,458.62,75.22,779.62,94.53,0.04,0.0,0.28,0.07,0.0,2687.26,2246.24,262.27,58.56,75.22,779.62,94.53,874.15,0.28,0.0,0.71,0.11,458.62,1100,2750.0,0.0,4308.62,2246.24,262.27,58.56,75.22,779.62,94.53,874.15,0.28,0.0,458.62,1100,2750.0,0.0,4308.62,262.27,58.56,75.22,779.62,94.53,874.15,0.28,0.0,4308.62,206.86,75.22,41.37,480.78,17.57,39.34,0.11,0.0,33.85,393.37,41.0,222.93,0.17,0.0,15.04,4101.76,236.04,55.64,63.94,0.0,0.0,131.12,0.28,0.0,0.0,387758.31
0,25,110,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2246.24,262.27,58.56,460.57,75.54,779.62,94.53,0.04,0.0,0.28,0.07,0.0,2696.47,2246.24,262.27,58.56,75.54,779.62,94.53,874.15,0.28,0.0,0.71,0.11,460.57,1100,2750.0,0.0,4310.57,2246.24,262.27,58.56,75.54,779.62,94.53,874.15,0.28,0.0,460.57,1100,2750.0,0.0,4310.57,262.27,58.56,75.54,779.62,94.53,874.15,0.28,0.0,4310.57,207.74,75.54,41.55,480.78,17.57,39.34,0.11,0.0,33.99,393.37,41.0,222.93,0.17,0.0,15.11,4102.82,236.04,55.64,64.21,0.0,0.0,131.12,0.28,0.0,0.0,387933.5
0,26,110,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2246.24,262.27,58.56,462.51,75.86,779.62,94.53,0.03,0.0,0.28,0.07,0.0,2705.66,2246.24,262.27,58.56,75.86,779.62,94.53,874.15,0.28,0.0,0.71,0.11,462.51,1100,2750.0,0.0,4312.51,2246.24,262.27,58.56,75.86,779.62,94.53,874.15,0.28,0.0,462.51,1100,2750.0,0.0,4312.51,262.27,58.56,75.86,779.62,94.53,874.15,0.28,0.0,4312.51,208.62,75.86,41.72,480.78,17.57,39.34,0.11,0.0,34.14,393.37,41.0,222.93,0.17,0.0,15.17,4103.89,236.04,55.64,64.48,0.0,0.0,131.12,0.28,0.0,0.0,388108.7
0,27,113,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2307.51,269.42,60.16,471.91,77.4,800.88,97.11,0.04,0.0,0.29,0.07,0.0,2764.75,2307.51,269.42,60.16,77.4,800.88,97.11,897.99,0.29,0.0,0.72,0.11,471.91,1130,2825.0,0.0,4426.91,2307.51,269.42,60.16,77.4,800.88,97.11,897.99,0.29,0.0,471.91,1130,2825.0,0.0,4426.91,269.42,60.16,77.4,800.88,97.11,897.99,0.29,0.0,4426.91,212.86,77.4,42.57,493.89,18.05,40.41,0.12,0.0,34.83,404.09,42.11,229.01,0.17,0.0,15.48,4214.05,242.48,57.15,65.79,0.0,0.0,134.7,0.29,0.0,0.0,398404.25
0,28,114,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2327.93,271.81,60.69,476.44,78.15,807.97,97.97,0.04,0.0,0.29,0.07,0.0,2791.0,2327.93,271.81,60.69,78.15,807.97,97.97,905.94,0.29,0.0,0.73,0.11,476.44,1140,2850.0,0.0,4466.44,2327.93,271.81,60.69,78.15,807.97,97.97,905.94,0.29,0.0,476.44,1140,2850.0,0.0,4466.44,271.81,60.69,78.15,807.97,97.97,905.94,0.29,0.0,4466.44,214.9,78.15,42.98,498.26,18.21,40.77,0.12,0.0,35.17,407.67,42.49,231.04,0.17,0.0,15.63,4251.54,244.63,57.66,66.42,0.0,0.0,135.89,0.29,0.0,0.0,401961.66
0,29,114,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2327.93,271.81,60.69,478.55,78.49,807.97,97.97,0.04,0.0,0.29,0.07,0.0,2800.92,2327.93,271.81,60.69,78.49,807.97,97.97,905.94,0.29,0.0,0.73,0.11,478.55,1140,2850.0,0.0,4468.55,2327.93,271.81,60.69,78.49,807.97,97.97,905.94,0.29,0.0,478.55,1140,2850.0,0.0,4468.55,271.81,60.69,78.49,807.97,97.97,905.94,0.29,0.0,4468.55,215.86,78.49,43.17,498.26,18.21,40.77,0.12,0.0,35.32,407.67,42.49,231.04,0.17,0.0,15.7,4252.7,244.63,57.66,66.72,0.0,0.0,135.89,0.29,0.0,0.0,402151.71
0,30,115,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,2348.35,274.19,61.23,483.07,79.23,815.05,98.83,0.04,0.0,0.29,0.07,0.0,2827.05,2348.35,274.19,61.23,79.23,815.05,98.83,913.88,0.29,0.0,0.74,0.11,483.07,1150,2875.0,0.0,4508.07,2348.35,274.19,61.23,79.23,815.05,98.83,913.88,0.29,0.0,483.07,1150,2875.0,0.0,4508.07,274.19,61.23,79.23,815.05,98.83,913.88,0.29,0.0,4508.07,217.89,79.23,43.58,502.64,18.37,41.13,0.12,0.0,35.66,411.25,42.86,233.06,0.18,0.0,15.85,4290.18,246.77,58.17,67.35,0.0,0.0,137.08,0.29,0.0,0.0,405707.93
0,31,55,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1123.12,131.14,29.28,182.41,29.92,389.81,47.27,0.02,0.0,0.14,0.04,0.0,1135.33,1123.12,131.14,29.28,29.92,389.81,47.27,437.07,0.14,0.0,0.35,0.05,182.41,550,1375.0,0.0,2107.41,1123.12,131.14,29.28,29.92,389.81,47.27,437.07,0.14,0.0,182.41,550,1375.0,0.0,2107.41,131.14,29.28,29.92,389.81,47.27,437.07,0.14,0.0,2107.41,82.28,29.92,16.46,240.39,8.78,19.67,0.06,0.0,13.46,196.68,20.5,111.47,0.08,0.0,5.98,2025.13,118.02,27.82,25.43,0.0,0.0,65.56,0.14,0.0,0.0,189658.8
0,32,56,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1143.54,133.52,29.81,187.25,30.71,396.9,48.13,0.02,0.0,0.14,0.04,0.0,1163.02,1143.54,133.52,29.81,30.71,396.9,48.13,445.02,0.14,0.0,0.36,0.05,187.25,560,1400.0,0.0,2147.25,1143.54,133.52,29.81,30.71,396.9,48.13,445.02,0.14,0.0,187.25,560,1400.0,0.0,2147.25,133.52,29.81,30.71,396.9,48.13,445.02,0.14,0.0,2147.25,84.46,30.71,16.89,244.76,8.94,20.03,0.06,0.0,13.82,200.26,20.87,113.49,0.08,0.0,6.14,2062.79,120.17,28.32,26.11,0.0,0.0,66.75,0.14,0.0,0.0,193244.19
0,33,57,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1163.96,135.9,30.35,192.09,31.51,403.98,48.99,0.02,0.0,0.14,0.04,0.0,1190.67,1163.96,135.9,30.35,31.51,403.98,48.99,452.97,0.14,0.0,0.37,0.05,192.09,570,1425.0,0.0,2187.09,1163.96,135.9,30.35,31.51,403.98,48.99,452.97,0.14,0.0,192.09,570,1425.0,0.0,2187.09,135.9,30.35,31.51,403.98,48.99,452.97,0.14,0.0,2187.09,86.64,31.51,17.33,249.13,9.1,20.39,0.06,0.0,14.18,203.84,21.24,115.52,0.09,0.0,6.3,2100.45,122.31,28.83,26.78,0.0,0.0,67.95,0.14,0.0,0.0,196829.54
0,34,59,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1204.8,140.67,31.41,199.43,32.71,418.16,50.7,0.02,0.0,0.15,0.04,0.0,1235.03,1204.8,140.67,31.41,32.71,418.16,50.7,468.86,0.15,0.0,0.38,0.06,199.43,590,1475.0,0.0,2264.43,1204.8,140.67,31.41,32.71,418.16,50.7,468.86,0.15,0.0,199.43,590,1475.0,0.0,2264.43,140.67,31.41,32.71,418.16,50.7,468.86,0.15,0.0,2264.43,89.96,32.71,17.99,257.87,9.42,21.1,0.06,0.0,14.72,210.99,21.99,119.57,0.09,0.0,6.54,2174.48,126.61,29.84,27.8,0.0,0.0,70.33,0.15,0.0,0.0,203790.01
0,35,60,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1225.22,143.06,31.94,204.41,33.53,425.24,51.56,0.02,0.0,0.15,0.05,0.0,1263.29,1225.22,143.06,31.94,33.53,425.24,51.56,476.81,0.15,0.0,0.38,0.06,204.41,600,1500.0,0.0,2304.41,1225.22,143.06,31.94,33.53,425.24,51.56,476.81,0.15,0.0,204.41,600,1500.0,0.0,2304.41,143.06,31.94,33.53,425.24,51.56,476.81,0.15,0.0,2304.41,92.2,33.53,18.44,262.24,9.58,21.46,0.06,0.0,15.09,214.56,22.36,121.6,0.09,0.0,6.71,2212.21,128.75,30.35,28.5,0.0,0.0,71.52,0.15,0.0,0.0,207387.53
0,36,62,Calf,open air barn,sand,manual_scraping,rotary_screen,storage_pit,1266.06,147.83,33.01,211.86,34.75,439.42,53.28,0.02,0.0,0.16,0.05,0.0,1308.14,1266.06,147.83,33.01,34.75,439.42,53.28,492.7,0.16,0.0,0.4,0.06,211.86,620,1550.0,0.0,2381.86,1266.06,147.83,33.01,34.75,439.42,53.28,492.7,0.16,0.0,211.86,620,1550.0,0.0,2381.86,147.83,33.01,34.75,439.42,53.28,492.7,0.16,0.0,2381.86,95.56,34.75,19.11,270.99,9.9,22.17,0.06,0.0,15.64,221.72,23.11,125.65,0.09,0.0,6.95,2286.3,133.04,31.36,29.54,0.0,0.0,73.91,0.16,0.0,0.0,214358.08
