year,manure_applied,manure_N_applied,manure_P_applied,fert_applied,fert_N_applied,fert_P_applied,fert_K_applied
,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,15331.552895841553,1040.0,600.0,1538.4615384615383,200.0,200.0,200.0
2011,18815.653401573454,520.0,300.0,769.2307692307692,100.0,100.0,100.0
2012,240200.18633421534,4160.0,2400.0,6153.846153846154,800.0,800.0,800.0
