year,j_day,num_animals,manure,U,TAN_s,MN,Mkg,VSd,VSnd,WIP_frac,WOP_frac,p_excrt_manure,p_frac
,,,g,g,g,g,g,g,g,g,g,g,g
2011,179,433,43176.277357652776,67.1249298045085,34.6881299995832,107186.1873304826,17547.321292288063,1870968.7528066835,223686.6378467698,0.3014550867818564,0.030145508678185613,43176.277357652776,0.6029101735637128
2011,186,439,42653.239060673266,66.50600673572167,34.2628002926537,105993.61267289703,17328.198442994733,1848058.9313437445,220947.61779150323,0.29788182817184744,0.02978818281718475,42653.239060673266,0.5957636563436949
2011,193,446,37764.702684989454,58.54169431377008,30.283066178122297,93550.85745291444,15330.800749590382,1634233.9310229803,195383.4306090153,0.2636034342720186,0.026360343427201827,37764.702684989454,0.5272068685440372
2011,200,451,31587.074118312354,48.81193616973058,25.3003507360675,78169.3296786674,12825.69600783495,1366952.680622025,163428.1966309054,0.22045355907797543,0.02204535590779754,31587.074118312354,0.44090711815595085
2011,207,457,26012.7506831335,40.665012152759,20.8241100529871,64567.10754147297,10517.866015372832,1122581.2516840086,134211.98270806207,0.18180648083246112,0.01818064808324611,26012.7506831335,0.36361296166492224
2011,214,462,22748.5890473444,35.43292076793919,18.264689530103293,56495.85826155052,9236.7475196129,985122.3229063745,117777.8623764627,0.15887531571293653,0.015887531571293658,22748.5890473444,0.31775063142587306
2011,221,466,22794.24207446021,36.02237976835119,18.29925691290423,56880.18119614351,9220.992719612901,985122.3229063745,117777.8623764627,0.15947490818903737,0.015947490818903745,22794.24207446021,0.31894981637807474
2011,228,469,21947.75102724244,34.481498051951014,17.580940533979124,54587.16299797459,8866.89727079069,946939.2871348094,113212.82895101843,0.1534893415623246,0.015348934156232463,21947.75102724244,0.3069786831246492
2011,235,471,17714.71857296936,27.90466807572654,14.185161808835057,44078.584023370684,7148.747176444108,763660.7154312972,91300.66850888592,0.12391584599498698,0.012391584599498694,17714.71857296936,0.24783169198997396
2011,242,471,11335.708705762236,17.759482238304866,9.050776000277617,28145.783115991075,4577.823384924227,488742.8578760291,58432.42784568711,0.07925459009417117,0.007925459009417121,11335.708705762236,0.15850918018834234
