year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,6.530542785703622,0.07914950195459021,0.0,0.0,0.0
2010,5.746915234760479,9.965384115448861,522.6610701008125,119.26609194218852,0.0
2011,305.6314039358039,53.116546588167715,1241.2788358519101,358.77058881741897,0.0
2012,611.5692039105925,118.63981697511397,3299.1656805408093,905.7335014158003,0.0
