year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,13.700243735597091,0.1442608588805493,0.0,0.0,0.0
2010,21.199849871357724,1.6483557458262184,1.7876662490751758,0.06651451977382472,0.0
2011,199.1029746852308,7.765003351709075,11.181255466683659,1.1092597667269264,0.0
2012,607.5811531981155,15.167873356040909,23.817813202071676,3.6624139235540643,0.0
