pen_id,sim_day,num_animals,num_cows,animal_types,housing_type,bedding_type,handler_type,separator_type,treatment_type,manure__urea__g/L,manure__TAN__g/L,manure__N__kg,manure__manure_mass__kg,manure__TS__kg,manure__VSd__kg,manure__VSnd__kg,manure__WIP_frac,manure__WOP_frac,manure__P__kg,manure__P_frac,manure__K__kg,manure__CH4_animal__g/day,handler__pen_id,handler__simulation_day,handler__urea__g/L,handler__TAN__g/L,handler__N__kg,handler__TS__kg,handler__VSd__kg,handler__VSnd__kg,handler__VS_total__kg,handler__P__kg,handler__K__kg,handler__manure_volume__m^3,handler__cleaning_water_volume__m^3,handler__total_bedding_volume__m^3,handler__total_water_volume_in_milking_center__m^3,handler__total_daily_manure_volume__m^3,rp__pen_id,rp__simulation_day,rp__urea__g/L,rp__TAN__g/L,rp__N__kg,rp__TS__kg,rp__VSd__kg,rp__VSnd__kg,rp__VS_total__kg,rp__P__kg,rp__K__kg,rp__total_daily_manure_volume__m^3,tx__pen_id,tx__simulation_day,tx__TAN__g/L,tx__N__kg,tx__TS__kg,tx__VS_total__kg,tx__P__kg,tx__K__kg,tx__final_manure_volume__m^3
3,2,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,390.65,59719.51,7703.75,4255.95,2292.6,0.000729,7e-05,84.89,0.001458,178.44,1275.6,3,2,0.34,0.14,390.65,7703.75,4255.95,2292.6,6548.55,84.89,178.44,60.322737,8.51,6.70588,25.53,101.068617,3,2,0.34,0.14,390.65,9566.494444,4255.95,2292.6,6548.55,84.89,178.44,101.068617,3,2,0.077,351.585,8609.845,5238.84,80.6455,169.518,101.068617
3,3,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,389.84,59605.21,7688.93,4248.39,2287.5,0.000728,7e-05,84.68,0.001456,178.17,1274.7,3,3,0.34,0.14,389.84,7688.93,4248.39,2287.5,6535.89,84.68,178.17,60.207283,8.51,6.70588,25.53,100.953163,3,3,0.34,0.14,389.84,9551.674444,4248.39,2287.5,6535.89,84.68,178.17,100.953163,3,3,0.077,350.856,8596.507,5228.712,80.446,169.2615,100.953163
3,4,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,389.3,59529.01,7679.05,4243.35,2284.1,0.000727,7e-05,84.54,0.001455,177.99,1274.1,3,4,0.34,0.14,389.3,7679.05,4243.35,2284.1,6527.45,84.54,177.99,60.130313,8.51,6.70588,25.53,100.876193,3,4,0.34,0.14,389.3,9541.794444,4243.35,2284.1,6527.45,84.54,177.99,100.876193,3,4,0.077,350.37,8587.615,5221.96,80.313,169.0905,100.876193
3,5,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,388.76,59452.81,7669.17,4238.31,2280.7,0.000727,7e-05,84.4,0.001454,177.81,1273.5,3,5,0.34,0.14,388.76,7669.17,4238.31,2280.7,6519.01,84.4,177.81,60.053343,8.51,6.70588,25.53,100.799223,3,5,0.34,0.14,388.76,9531.914444,4238.31,2280.7,6519.01,84.4,177.81,100.799223,3,5,0.077,349.884,8578.723,5215.208,80.18,168.9195,100.799223
3,6,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,387.95,59338.51,7654.35,4230.75,2275.6,0.000726,7e-05,84.19,0.001452,177.54,1272.6,3,6,0.34,0.14,387.95,7654.35,4230.75,2275.6,6506.35,84.19,177.54,59.937889,8.51,6.70588,25.53,100.683769,3,6,0.34,0.14,387.95,9517.094444,4230.75,2275.6,6506.35,84.19,177.54,100.683769,3,6,0.077,349.155,8565.385,5205.08,79.9805,168.663,100.683769
3,7,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,386.06,59071.81,7619.77,4213.11,2263.7,0.000724,7e-05,83.7,0.001447,176.91,1270.5,3,7,0.34,0.14,386.06,7619.77,4213.11,2263.7,6476.81,83.7,176.91,59.668495,8.51,6.70588,25.53,100.414375,3,7,0.34,0.14,386.06,9482.514444,4213.11,2263.7,6476.81,83.7,176.91,100.414375,3,7,0.077,347.454,8534.263,5181.448,79.515,168.0645,100.414375
3,8,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,385.25,58957.51,7604.95,4205.55,2258.6,0.000723,6.9e-05,83.49,0.001445,176.64,1269.6,3,8,0.34,0.14,385.25,7604.95,4205.55,2258.6,6464.15,83.49,176.64,59.55304,8.51,6.70588,25.53,100.29892,3,8,0.34,0.14,385.25,9467.694444,4205.55,2258.6,6464.15,83.49,176.64,100.29892,3,8,0.077,346.725,8520.925,5171.32,79.3155,167.808,100.29892
3,9,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,384.44,58843.21,7590.13,4197.99,2253.5,0.000722,6.9e-05,83.28,0.001444,176.37,1268.7,3,9,0.34,0.14,384.44,7590.13,4197.99,2253.5,6451.49,83.28,176.37,59.437586,8.51,6.70588,25.53,100.183466,3,9,0.34,0.14,384.44,9452.874444,4197.99,2253.5,6451.49,83.28,176.37,100.183466,3,9,0.077,345.996,8507.587,5161.192,79.116,167.5515,100.183466
3,10,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,383.63,58728.91,7575.31,4190.43,2248.4,0.000721,6.9e-05,83.07,0.001442,176.1,1267.8,3,10,0.34,0.14,383.63,7575.31,4190.43,2248.4,6438.83,83.07,176.1,59.322131,8.51,6.70588,25.53,100.068011,3,10,0.34,0.14,383.63,9438.054444,4190.43,2248.4,6438.83,83.07,176.1,100.068011,3,10,0.077,345.267,8494.249,5151.064,78.9165,167.295,100.068011
3,11,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,383.09,58652.71,7565.43,4185.39,2245.0,0.00072,6.9e-05,82.93,0.00144,175.92,1267.2,3,11,0.34,0.14,383.09,7565.43,4185.39,2245.0,6430.39,82.93,175.92,59.245162,8.51,6.70588,25.53,99.991042,3,11,0.34,0.14,383.09,9428.174444,4185.39,2245.0,6430.39,82.93,175.92,99.991042,3,11,0.077,344.781,8485.357,5144.312,78.7835,167.124,99.991042
3,12,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,381.2,58386.01,7530.85,4167.75,2233.1,0.000718,6.9e-05,82.44,0.001436,175.29,1265.1,3,12,0.34,0.14,381.2,7530.85,4167.75,2233.1,6400.85,82.44,175.29,58.975768,8.51,6.70588,25.53,99.721648,3,12,0.34,0.14,381.2,9393.594444,4167.75,2233.1,6400.85,82.44,175.29,99.721648,3,12,0.077,343.08,8454.235,5120.68,78.318,166.5255,99.721648
3,13,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,379.58,58157.41,7501.21,4152.63,2222.9,0.000716,6.9e-05,82.02,0.001432,174.75,1263.3,3,13,0.34,0.14,379.58,7501.21,4152.63,2222.9,6375.53,82.02,174.75,58.744859,8.51,6.70588,25.53,99.490739,3,13,0.34,0.14,379.58,9363.954444,4152.63,2222.9,6375.53,82.02,174.75,99.490739,3,13,0.077,341.622,8427.559,5100.424,77.919,166.0125,99.490739
3,14,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,379.58,58157.41,7501.21,4152.63,2222.9,0.000716,6.9e-05,82.02,0.001432,174.75,1263.3,3,14,0.34,0.14,379.58,7501.21,4152.63,2222.9,6375.53,82.02,174.75,58.744859,8.51,6.70588,25.53,99.490739,3,14,0.34,0.14,379.58,9363.954444,4152.63,2222.9,6375.53,82.02,174.75,99.490739,3,14,0.077,341.622,8427.559,5100.424,77.919,166.0125,99.490739
3,15,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,379.31,58119.31,7496.27,4150.11,2221.2,0.000716,6.9e-05,81.95,0.001431,174.66,1263.0,3,15,0.34,0.14,379.31,7496.27,4150.11,2221.2,6371.31,81.95,174.66,58.706374,8.51,6.70588,25.53,99.452254,3,15,0.34,0.14,379.31,9359.014444,4150.11,2221.2,6371.31,81.95,174.66,99.452254,3,15,0.077,341.379,8423.113,5097.048,77.8525,165.927,99.452254
3,16,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,378.77,58043.11,7486.39,4145.07,2217.8,0.000715,6.9e-05,81.81,0.00143,174.48,1262.4,3,16,0.34,0.14,378.77,7486.39,4145.07,2217.8,6362.87,81.81,174.48,58.629404,8.51,6.70588,25.53,99.375284,3,16,0.34,0.14,378.77,9349.134444,4145.07,2217.8,6362.87,81.81,174.48,99.375284,3,16,0.077,340.893,8414.221,5090.296,77.7195,165.756,99.375284
3,17,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,377.96,57928.81,7471.57,4137.51,2212.7,0.000714,6.9e-05,81.6,0.001428,174.21,1261.5,3,17,0.34,0.14,377.96,7471.57,4137.51,2212.7,6350.21,81.6,174.21,58.513949,8.51,6.70588,25.53,99.259829,3,17,0.34,0.14,377.96,9334.314444,4137.51,2212.7,6350.21,81.6,174.21,99.259829,3,17,0.077,340.164,8400.883,5080.168,77.52,165.4995,99.259829
3,18,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,376.88,57776.41,7451.81,4127.43,2205.9,0.000713,6.9e-05,81.32,0.001426,173.85,1260.3,3,18,0.34,0.14,376.88,7451.81,4127.43,2205.9,6333.33,81.32,173.85,58.36001,8.51,6.70588,25.53,99.10589,3,18,0.34,0.14,376.88,9314.554444,4127.43,2205.9,6333.33,81.32,173.85,99.10589,3,18,0.077,339.192,8383.099,5066.664,77.254,165.1575,99.10589
3,19,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,375.53,57585.91,7427.11,4114.83,2197.4,0.000711,6.9e-05,80.97,0.001423,173.4,1258.8,3,19,0.34,0.14,375.53,7427.11,4114.83,2197.4,6312.23,80.97,173.4,58.167586,8.51,6.70588,25.53,98.913466,3,19,0.34,0.14,375.53,9289.854444,4114.83,2197.4,6312.23,80.97,173.4,98.913466,3,19,0.077,337.977,8360.869,5049.784,76.9215,164.73,98.913466
3,20,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,374.45,57433.51,7407.35,4104.75,2190.6,0.00071,6.9e-05,80.69,0.00142,173.04,1257.6,3,20,0.34,0.14,374.45,7407.35,4104.75,2190.6,6295.35,80.69,173.04,58.013646,8.51,6.70588,25.53,98.759526,3,20,0.34,0.14,374.45,9270.094444,4104.75,2190.6,6295.35,80.69,173.04,98.759526,3,20,0.077,337.005,8343.085,5036.28,76.6555,164.388,98.759526
3,21,851,851,Cow,open air barn,sawdust,manual scraping,none,slurry storage outdoor,0.34,0.14,373.37,57281.11,7387.59,4094.67,2183.8,0.000709,6.8e-05,80.41,0.001417,172.68,1256.4,3,21,0.34,0.14,373.37,7387.59,4094.67,2183.8,6278.47,80.41,172.68,57.859707,8.51,6.70588,25.53,98.605587,3,21,0.34,0.14,373.37,9250.334444,4094.67,2183.8,6278.47,80.41,172.68,98.605587,3,21,0.077,336.033,8325.301,5022.776,76.3895,164.046,98.605587
