year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,15.273329064318743,0.10001557032019374,0.0,0.0,0.0
2010,106.51407579164854,6.248530148387597,2235.3886464373395,114.78121043485066,0.0
2011,170.66274090943645,11.667618562089208,5390.651721111756,846.0718030063205,0.0
2012,155.01350079206398,10.192561462267141,6642.983654811254,1755.787676498325,0.0
