year,actual,calculated,difference,delta,runoff,evaporation,transpiration,drainage
,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,262.89,262.89,0.0,0.929,66.762,60.291,4.396,130.513
2010,1027.43,1027.43,-0.0,-1.876,279.875,278.919,82.344,388.169
2011,872.49,872.49,-0.0,3.785,206.703,205.718,136.43,319.855
2012,582.168,582.168,-0.0,-1.055,97.118,207.505,102.266,176.334
2013,941.07,941.07,-0.0,-1.817,270.655,229.989,143.209,299.034
2014,892.048,892.048,0.0,-0.274,245.178,180.955,145.202,320.987
2015,922.528,922.528,0.0,3.747,236.881,180.373,149.64,351.887
2016,774.192,774.192,-0.0,-1.459,193.065,152.442,145.876,284.269
