year,j_day,flush_water_volume,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,TS_DM_effluent,WIP,WOP,CH4
,,liters,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,281,1607615.0777716434,7716.552373303886,15031.200977164866,12046.031886748606,1049.0157485916266,1725.7967701162434,22506.61108880301,12298.255344953071,28107.407735746747,1573.5236228874396,9779.51503065871,1929.1380933259716,2232.115168414948,223.21151684149464,375458.6108321174
2009,282,1607611.4126716435,7716.534780823888,15031.166708479868,12049.922027449302,1049.030069173977,1718.2220198001542,22506.55977740301,12298.227306938072,28116.484730715038,1573.5451037609653,9736.591445534214,1929.133695205972,2232.1456933833015,223.21456933832997,375458.6108321174
2009,283,1607607.7475716434,7716.517188343889,15031.13243979487,12053.814764924937,1049.0445310774137,1724.0566080885183,22506.50846600301,12298.199268923072,28125.567784824852,1573.5667966161202,9769.6541125016,1929.1292970859722,2232.1763887914076,223.21763887914085,375458.6108321174
2009,284,1607604.0938716438,7716.499650583888,15031.098277699868,12057.709997118058,1049.0591287477873,1722.5413895546444,22506.457314203013,12298.171318118071,28134.656659942142,1573.588693121681,9761.067874142982,1929.124912645972,2232.2071719597006,223.22071719597025,375458.6108321174
2009,285,1607600.4401716436,7716.482112823889,15031.06411560487,12061.607624359924,1049.07385676095,1726.0545349651238,22506.406162403007,12298.143367313074,28143.75112350648,1573.610785141425,9780.975698135697,1929.1205282059725,2232.238013692677,223.22380136926776,375458.6108321174
2009,286,1608463.797155587,7720.626226346818,15039.13650340474,14695.375595997946,981.9032703290018,1834.7704122598461,22518.49316017822,12304.74804824024,34289.209723995205,1472.8549054935029,10397.032336139133,1930.1565565867045,2196.0681709054074,219.60681709054083,379079.17589194234
2009,287,1608460.1605555872,7720.608770666819,15039.10250119474,14699.101868802194,1034.632634726512,1827.2590665659882,22518.44224777822,12304.720228250239,34297.90436053846,1551.948952089768,10354.468043873929,1930.1521926667047,2237.849874535405,223.78498745354042,379079.17589194234
2009,288,1608456.523955587,7720.591314986819,15039.068498984738,14702.8308400323,1034.6466739771304,1818.1916339145137,22518.39133537822,12304.692408260236,34306.6052934087,1551.9700109656956,10303.085925515576,1930.147828746705,2237.8817923194333,223.78817923194327,379079.17589194234
2009,289,1608452.893055587,7720.573886666816,15039.034550069739,14706.562406626894,1034.6608544720739,1819.9145607346927,22518.34050277822,12304.664631875237,34315.31228212942,1551.9912817081108,10312.849177496595,1930.1434716667043,2237.913787793126,223.79137877931242,379079.17589194234
2009,290,1608449.2564555872,7720.556430986818,15039.000547859741,14710.296467925997,1034.6751707332494,1826.5960087060594,22518.28959037822,12304.63681188524,34324.02509182732,1552.0127560998737,10350.710716001,1930.1391077467044,2237.9459622654576,223.79459622654596,379079.17589194234
