year,j_day,calf_num,calf_percent,heiferI_num,heiferI_percent,heiferII_num,heiferII_percent,heiferIII_num,heiferIII_percent,cow_num,cow_percent,sold_heifer_num,bought_heifer_num,culled_heifer_num,culled_cow_num,cow_num_for_parity_1,cow_percent_for_parity_1,avg_age_for_parity_1,avg_age_for_calving_1,cow_num_for_parity_2,cow_percent_for_parity_2,avg_age_for_parity_2,avg_age_for_calving_2,cow_num_for_parity_3,cow_percent_for_parity_3,avg_age_for_parity_3,avg_age_for_calving_3,cow_num_for_parity_greater_than_3,cow_percent_for_parity_greater_than_3,avg_age_for_parity_greater_than_3,avg_age_for_calving_greater_than_3,culled for low production_num,culled for low production_percent,culled for lameness_num,culled for lameness_percent,culled for injury_num,culled for injury_percent,culled for mastitis_num,culled for mastitis_percent,culled for disease_num,culled for disease_percent,culled for udder_num,culled for udder_percent,culled for unknown_num,culled for unknown_percent,GnRH_injections,PGF_injections,ai_num,preg_check_num,sold_calf_num,cumulated_milk_production,open_cow_num,vwp_cow_num,non_preg_cow_percent,preg_cow_num,preg_cow_percent,milking_cow_num,milking_cow_percent,dry_cow_num,dry_cow_percent,average_days_in_milk,average_days_in_preg,average_cow_body_weight,average_parity_number,avg_caving_interval,avg_breeding_to_preg_time,avg_heifer_culling_age,avg_cow_culling_age,avg_mature_body_weight,avg_calving_to_preg_time_for_parity_1,avg_calving_to_preg_time_for_parity_2,avg_calving_to_preg_time_for_parity_3,avg_calving_to_preg_time_for_parity_greater_than_3
,,,%,,%,,%,,%,,%,,,,,,%,d,d,,%,d,d,,%,d,d,,%,d,d,,,,,,,,,,,,,,,,,,,,kg,,,%,,%,,%,,%,d,d,kg,,d,d,d,d,kg,d,d,d,d
2009,253,67,3.511530398322851,441,23.11320754716981,372,19.49685534591195,31,1.6247379454926623,997,52.25366876310272,1,0,0,1,432,43.329989969909725,908.7430555555554,682.7129629629629,289,28.986960882647946,1295.8961937716263,1082.6262975778536,170,17.051153460381144,1733.429411764706,1523.129411764706,106,10.631895687061183,1974.2169811320757,1935.9473684210527,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,48,0,77,0,33546.347679592174,229,229,45.937813440320966,0,0.0,849,85.15546639919759,148,14.844533600802407,188.64075382803279,0,715.3574589295388,1.9057171514543627,412.83393501805045,50.46666666666667,0,1971.0,743.81935049107,0,0,0,0
2009,254,63,3.3123028391167195,438,23.02839116719243,370,19.453207150368033,32,1.6824395373291272,999,52.52365930599369,2,0,0,0,432,43.24324324324324,909.7430555555554,682.7129629629629,290,29.02902902902903,1297.4517241379313,1082.5517241379298,170,17.017017017017018,1734.429411764706,1523.129411764706,107,10.71071071071071,1962.7196261682245,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,0,86,0,33458.57074218015,229,229,45.845845845845844,0,0.0,849,84.98498498498499,150,15.015015015015015,189.64075382803279,0,715.4113346279349,1.9039039039039036,412.76036036036044,61.0,0,0,743.9195808290111,0,0,0,0
2009,255,65,3.4138655462184873,437,22.951680672268907,371,19.485294117647058,31,1.628151260504202,1000,52.52100840336135,2,0,0,0,432,43.2,910.7430555555554,682.7129629629629,290,28.999999999999996,1298.4517241379313,1082.5517241379298,170,17.0,1735.429411764706,1523.129411764706,108,10.8,1951.7962962962965,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,63,12,90,0,33516.13799782623,225,225,45.0,7,0.7000000000000001,849,84.89999999999999,151,15.1,190.64075382803279,1.0,715.4222994344566,1.9019999999999997,412.76036036036044,61.89473684210526,0,0,743.6593945709163,0,190.83333333333334,0,283.0
2009,256,57,2.998421883219358,441,23.198316675433983,372,19.568648079957917,31,1.6307206733298263,1000,52.60389268805892,1,0,0,0,432,43.2,911.7430555555554,682.7129629629629,290,28.999999999999996,1299.4517241379313,1082.5517241379298,170,17.0,1736.429411764706,1523.129411764706,108,10.8,1952.7962962962965,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,66,13,102,0,33563.02282866652,223,223,44.6,7,0.7000000000000001,849,84.89999999999999,151,15.1,191.64075382803279,2.0,715.5600718563884,1.9019999999999997,412.76036036036044,56.40909090909091,0,0,743.4830698315045,0,190.83333333333334,0,283.0
2009,257,59,3.1019978969505786,441,23.186119873817034,370,19.453207150368033,32,1.6824395373291272,1000,52.57623554153522,2,0,0,0,432,43.2,912.7430555555554,682.7129629629629,290,28.999999999999996,1300.4517241379313,1082.5517241379298,170,17.0,1737.429411764706,1523.129411764706,108,10.8,1953.7962962962965,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,73,18,108,0,33557.98078057623,222,222,44.4,9,0.8999999999999999,849,84.89999999999999,151,15.1,192.64075382803279,2.5555555555555554,715.70000008368,1.9019999999999997,412.76036036036044,54.083333333333336,0,0,743.6540180495875,224.0,183.28571428571428,0,283.0
2009,258,58,3.052631578947368,443,23.31578947368421,368,19.36842105263158,30,1.5789473684210527,1001,52.68421052631579,2,0,0,0,432,43.15684315684315,913.7430555555554,682.7129629629629,290,28.97102897102897,1301.4517241379313,1082.5517241379298,170,16.98301698301698,1738.429411764706,1523.129411764706,109,10.88911088911089,1942.7889908256884,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,87,21,112,0,33549.54956739974,220,220,43.956043956043956,9,0.8991008991008992,849,84.81518481518482,152,15.184815184815184,193.64075382803279,3.5555555555555554,715.609997809149,1.9000999000999,412.76036036036044,51.892857142857146,0,0,743.9810789781744,224.0,183.28571428571428,0,283.0
2009,259,57,3.007915567282322,440,23.218997361477573,368,19.41952506596306,27,1.424802110817942,1003,52.9287598944591,2,0,0,0,432,43.07078763708873,914.7430555555554,682.7129629629629,290,28.913260219341975,1302.4517241379313,1082.5517241379298,170,16.94915254237288,1739.429411764706,1523.129411764706,111,11.06679960119641,1921.1621621621625,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,98,22,121,0,33512.2733009732,219,219,43.66899302093719,10,0.9970089730807578,849,84.64606181455633,154,15.353938185443669,194.64075382803279,4.2,715.4594191570517,1.896311066799601,412.76036036036044,53.66666666666667,0,0,743.7271477948145,181.0,183.28571428571428,0,283.0
2009,260,58,3.0574591460200318,440,23.194517659462306,369,19.45176594623089,26,1.3705851344227729,1004,52.925672113863996,1,0,0,0,432,43.02788844621514,915.7430555555554,682.7129629629629,290,28.884462151394423,1303.4517241379313,1082.5517241379298,170,16.93227091633466,1740.429411764706,1523.129411764706,112,11.155378486055776,1910.7321428571431,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,108,28,131,0,33417.810499453386,219,219,43.625498007968126,12,1.1952191235059761,849,84.56175298804781,155,15.43824701195219,195.64075382803279,4.5,715.4389856107708,1.894422310756972,412.76036036036044,53.66666666666667,0,0,743.6600126855536,170.25,183.28571428571428,0,283.0
2009,261,54,2.848101265822785,443,23.364978902953588,368,19.40928270042194,27,1.4240506329113924,1004,52.95358649789029,1,0,0,0,432,43.02788844621514,916.7430555555554,682.7129629629629,290,28.884462151394423,1304.4517241379313,1082.5517241379298,170,16.93227091633466,1741.429411764706,1523.129411764706,112,11.155378486055776,1911.7321428571431,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,114,35,141,0,33361.24412907281,217,217,43.22709163346614,16,1.593625498007968,849,84.56175298804781,155,15.43824701195219,196.64075382803279,4.375,715.5862873570888,1.894422310756972,412.76036036036044,53.93750000000002,0,0,743.618501888673,172.4,178.0,0,253.5
2009,262,56,2.9535864978902953,441,23.259493670886076,370,19.514767932489452,24,1.2658227848101267,1005,53.00632911392405,0,0,0,0,432,42.98507462686567,917.7430555555554,682.7129629629629,290,28.855721393034827,1305.4517241379313,1082.5517241379298,170,16.91542288557214,1742.429411764706,1523.129411764706,113,11.243781094527364,1901.6106194690271,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,124,39,149,0,33381.85827490463,216,216,42.98507462686567,19,1.8905472636815919,849,84.4776119402985,156,15.522388059701491,197.64075382803279,4.684210526315789,715.4989919346414,1.8925373134328356,412.76036036036044,52.54545454545457,0,0,743.7220620642186,187.14285714285714,178.0,267.0,253.5
2009,263,56,2.958267300581088,440,23.24352879027998,363,19.17591125198098,29,1.531959852086635,1005,53.09033280507131,4,0,0,0,432,42.98507462686567,918.7430555555555,682.7129629629629,290,28.855721393034827,1306.4517241379313,1082.5517241379298,170,16.91542288557214,1743.429411764706,1523.129411764706,113,11.243781094527364,1902.6106194690271,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,131,42,154,0,33344.301721755204,216,216,42.98507462686567,21,2.0895522388059704,849,84.4776119402985,156,15.522388059701491,198.64075382803279,5.238095238095238,715.6497346068554,1.8925373134328356,412.76036036036044,54.527777777777764,0,0,743.4148261920085,185.77777777777777,178.0,267.0,253.5
2009,264,50,2.6497085320614735,442,23.423423423423422,368,19.50185479597244,19,1.00688924218336,1008,53.4181240063593,0,0,0,0,432,42.857142857142854,919.7430555555555,682.7129629629629,290,28.76984126984127,1307.4517241379313,1082.5517241379298,170,16.865079365079367,1744.429411764706,1523.129411764706,116,11.507936507936508,1872.172413793104,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,141,46,167,0,33329.84380292338,217,217,43.05555555555556,23,2.2817460317460316,849,84.22619047619048,159,15.773809523809524,199.64075382803279,5.782608695652174,715.5234206784004,1.8869047619047616,412.76036036036044,54.71052631578947,0,0,743.9466358126987,185.77777777777777,188.5,275.0,253.5
2009,265,51,2.6984126984126986,438,23.174603174603174,371,19.62962962962963,22,1.164021164021164,1008,53.333333333333336,0,0,0,0,432,42.857142857142854,920.7430555555555,682.7129629629629,290,28.76984126984127,1308.4517241379313,1082.5517241379298,170,16.865079365079367,1745.429411764706,1523.129411764706,116,11.507936507936508,1873.172413793104,1935.9473684210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,150,53,174,0,33372.408663971866,216,216,42.857142857142854,27,2.6785714285714284,849,84.22619047619048,159,15.773809523809524,200.6407538280328,5.925925925925926,715.6770576202739,1.8869047619047616,412.76036036036044,54.71052631578947,0,0,743.8227711942073,184.9090909090909,188.5,260.25,253.5
2009,266,50,2.6539278131634823,434,23.036093418259025,371,19.692144373673038,22,1.167728237791932,1007,53.45010615711253,2,0,0,1,432,42.89970208540218,921.7430555555555,682.7129629629629,289,28.69910625620655,1309.0622837370242,1082.5778546712802,169,16.782522343594835,1745.8934911242604,1523.7218934911248,117,11.618669314796424,1863.7350427350432,1935.9473684210527,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,166,158,57,178,0,33167.101527952545,216,216,42.89970208540218,28,2.780536246276067,847,84.11122144985104,160,15.888778550148958,201.21605667060211,6.714285714285714,715.5907156602078,1.8838133068520355,412.82097649186255,55.45000000000001,0,1837.0,743.6125538676962,184.58333333333334,188.5,260.25,253.5
